,Report_Date,UK_isle of man_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
60,2020-03-22,5,85.57049452015265,310.2155073606272,False,61,21.94652911634603,620.431014721242
61,2020-03-23,13,85.57049452015265,310.2155073606272,False,62,24.979884063691856,620.431014721242
62,2020-03-24,23,85.57049452015265,310.2155073606272,False,63,28.412592378724643,620.431014721242
63,2020-03-25,23,85.57049452015265,310.2155073606272,False,64,32.29143829143477,620.431014721242
64,2020-03-26,25,85.57049452015265,310.2155073606272,False,65,36.66702158692522,620.431014721242
65,2020-03-27,29,85.57049452015265,310.2155073606272,False,66,41.5935785407997,620.431014721242
66,2020-03-28,32,85.57049452015265,310.2155073606272,False,67,47.12862538850463,620.431014721242
67,2020-03-29,42,85.57049452015265,310.2155073606272,False,68,53.332380365133794,620.431014721242
68,2020-03-30,49,85.57049452015265,310.2155073606272,False,69,60.266917847327534,620.431014721242
69,2020-03-31,60,85.57049452015265,310.2155073606272,False,70,67.99500872688463,620.431014721242
70,2020-04-01,68,85.57049452015265,310.2155073606272,False,71,76.57860637862963,620.431014721242
71,2020-04-02,95,85.57049452015265,310.2155073606272,False,72,86.07694916719902,620.431014721242
72,2020-04-03,114,85.57049452015265,310.2155073606272,False,73,96.54427005881962,620.431014721242
73,2020-04-04,126,85.57049452015265,310.2155073606272,False,74,108.02713288727699,620.431014721242
74,2020-04-05,127,85.57049452015265,310.2155073606272,False,75,120.56145363461701,620.431014721242
75,2020-04-06,139,85.57049452015265,310.2155073606272,False,76,134.1693127382663,620.431014721242
76,2020-04-07,150,85.57049452015265,310.2155073606272,False,77,148.85571787246525,620.431014721242
77,2020-04-08,158,85.57049452015265,310.2155073606272,False,78,164.6055303043784,620.431014721242
78,2020-04-09,190,85.57049452015265,310.2155073606272,False,79,181.38081367143025,620.431014721242
79,2020-04-10,201,85.57049452015265,310.2155073606272,False,80,199.11889181995596,620.431014721242
