,Report_Date,Australia_western australia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,64,68.33542504845263,295.36103391402486,True,59,101.49632712635837,575.7571256600472
59,2020-03-21,90,68.33542504845263,295.36103391402486,True,60,116.4494777322874,575.7571256600472
60,2020-03-22,120,68.33542504845263,295.36103391402486,True,61,133.00669688272316,575.7571256600472
61,2020-03-23,140,68.33542504845263,295.36103391402486,True,62,151.16772530611698,575.7571256600472
62,2020-03-24,175,68.33542504845263,295.36103391402486,True,63,170.88271597722172,575.7571256600472
63,2020-03-25,175,68.33542504845263,295.36103391402486,True,64,192.04551869248772,575.7571256600472
64,2020-03-26,231,68.33542504845263,295.36103391402486,True,65,214.49023257355287,575.7571256600472
65,2020-03-27,231,68.33542504845263,295.36103391402486,True,66,237.99219445401909,575.7571256600472
66,2020-03-28,278,68.33542504845263,295.36103391402486,True,67,262.2741459280869,575.7571256600472
67,2020-03-29,311,68.33542504845263,295.36103391402486,True,68,287.01763647039303,575.7571256600472
68,2020-03-30,355,68.33542504845263,295.36103391402486,True,69,311.8788868365672,575.7571256600472
69,2020-03-31,364,68.33542504845263,295.36103391402486,True,70,336.5075417354974,575.7571256600472
70,2020-04-01,392,68.33542504845263,295.36103391402486,True,71,360.56619023319035,575.7571256600472
71,2020-04-02,400,68.33542504845263,295.36103391402486,True,72,383.7483817952462,575.7571256600472
72,2020-04-03,400,68.33542504845263,295.36103391402486,True,73,405.7931592354867,575.7571256600472
73,2020-04-04,436,68.33542504845263,295.36103391402486,True,74,426.49478206161206,575.7571256600472
74,2020-04-05,453,68.33542504845263,295.36103391402486,True,75,445.7071446351693,575.7571256600472
75,2020-04-06,460,68.33542504845263,295.36103391402486,True,76,463.3431957796533,575.7571256600472
76,2020-04-07,460,68.33542504845263,295.36103391402486,True,77,479.3702741902308,575.7571256600472
77,2020-04-08,481,68.33542504845263,295.36103391402486,True,78,493.8026043709508,575.7571256600472
78,2020-04-09,495,68.33542504845263,295.36103391402486,True,79,506.6922545151908,575.7571256600472
79,2020-04-10,506,68.33542504845263,295.36103391402486,True,80,518.1197056198553,575.7571256600472
