,Report_Date,Ecuador_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
52,2020-03-14,28,80.1655874148593,6039.338566728697,True,53,239.3237461000566,10951.794490992814
53,2020-03-15,28,80.1655874148593,6039.338566728697,True,54,275.44175587358876,10951.794490992814
54,2020-03-16,37,80.1655874148593,6039.338566728697,True,55,316.8647014993362,10951.794490992814
55,2020-03-17,58,80.1655874148593,6039.338566728697,True,56,364.32485006035085,10951.794490992814
56,2020-03-18,111,80.1655874148593,6039.338566728697,True,57,418.64058468325476,10951.794490992814
57,2020-03-19,199,80.1655874148593,6039.338566728697,True,58,480.721729067051,10951.794490992814
58,2020-03-20,367,80.1655874148593,6039.338566728697,True,59,551.5735311443453,10951.794490992814
59,2020-03-21,506,80.1655874148593,6039.338566728697,True,60,632.298608893218,10951.794490992814
60,2020-03-22,789,80.1655874148593,6039.338566728697,True,61,724.0959909273148,10951.794490992814
61,2020-03-23,981,80.1655874148593,6039.338566728697,True,62,828.2562054722749,10951.794490992814
62,2020-03-24,1082,80.1655874148593,6039.338566728697,True,63,946.1511995861009,10951.794490992814
63,2020-03-25,1173,80.1655874148593,6039.338566728697,True,64,1079.2177310563186,10951.794490992814
64,2020-03-26,1403,80.1655874148593,6039.338566728697,True,65,1228.9328044212991,10951.794490992814
65,2020-03-27,1595,80.1655874148593,6039.338566728697,True,66,1396.7797680476046,10951.794490992814
66,2020-03-28,1823,80.1655874148593,6039.338566728697,True,67,1584.2039097792265,10951.794490992814
67,2020-03-29,1924,80.1655874148593,6039.338566728697,True,68,1792.5568486102281,10951.794490992814
68,2020-03-30,1962,80.1655874148593,6039.338566728697,True,69,2023.029778772965,10951.794490992814
69,2020-03-31,2240,80.1655874148593,6039.338566728697,True,70,2276.5767190353936,10951.794490992814
70,2020-04-01,2748,80.1655874148593,6039.338566728697,True,71,2553.830348382406,10951.794490992814
71,2020-04-02,3163,80.1655874148593,6039.338566728697,True,72,2855.0146941295375,10951.794490992814
72,2020-04-03,3368,80.1655874148593,6039.338566728697,True,73,3179.8607114470406,10951.794490992814
73,2020-04-04,3465,80.1655874148593,6039.338566728697,True,74,3527.532383379517,10951.794490992814
74,2020-04-05,3646,80.1655874148593,6039.338566728697,True,75,3896.5720208473413,10951.794490992814
75,2020-04-06,3747,80.1655874148593,6039.338566728697,True,76,4284.873562608694,10951.794490992814
76,2020-04-07,3747,80.1655874148593,6039.338566728697,True,77,4689.6915326532635,10951.794490992814
77,2020-04-08,4450,80.1655874148593,6039.338566728697,True,78,5107.690745161352,10951.794490992814
78,2020-04-09,4965,80.1655874148593,6039.338566728697,True,79,5535.037970320841,10951.794490992814
79,2020-04-10,7161,80.1655874148593,6039.338566728697,True,80,5967.532034318318,10951.794490992814
80,2020-04-11,7257,80.1655874148593,6039.338566728697,True,81,6400.7639638147075,10951.794490992814
81,2020-04-12,7466,80.1655874148593,6039.338566728697,True,82,6830.294691228573,10951.794490992814
82,2020-04-13,7529,80.1655874148593,6039.338566728697,True,83,7251.835337896335,10951.794490992814
83,2020-04-14,7603,80.1655874148593,6039.338566728697,True,84,7661.414719063611,10951.794490992814
84,2020-04-15,7858,80.1655874148593,6039.338566728697,True,85,8055.520548621369,10951.794490992814
85,2020-04-16,7858,80.1655874148593,6039.338566728697,True,86,8431.204468661601,10951.794490992814
