,Report_Date,Cuba_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
34,2020-02-25,0,88.43982394591957,1099.841962069632,False,35,2.092635189494915,2199.683924139264
35,2020-02-26,0,88.43982394591957,1099.841962069632,False,36,2.383261528542474,2199.683924139264
36,2020-02-27,0,88.43982394591957,1099.841962069632,False,37,2.7142003644885566,2199.683924139264
37,2020-02-28,0,88.43982394591957,1099.841962069632,False,38,3.091028602435697,2199.683924139264
38,2020-02-29,0,88.43982394591957,1099.841962069632,False,39,3.5200902732294157,2199.683924139264
39,2020-03-01,0,88.43982394591957,1099.841962069632,False,40,4.0086007504798395,2199.683924139264
40,2020-03-02,0,88.43982394591957,1099.841962069632,False,41,4.564764738106019,2199.683924139264
41,2020-03-03,0,88.43982394591957,1099.841962069632,False,42,5.197909731974716,2199.683924139264
42,2020-03-04,0,88.43982394591957,1099.841962069632,False,43,5.918636834659258,2199.683924139264
43,2020-03-05,0,88.43982394591957,1099.841962069632,False,44,6.738990984566338,2199.683924139264
44,2020-03-06,0,88.43982394591957,1099.841962069632,False,45,7.67265284566609,2199.683924139264
45,2020-03-07,0,88.43982394591957,1099.841962069632,False,46,8.735154785922425,2199.683924139264
46,2020-03-08,0,88.43982394591957,1099.841962069632,False,47,9.944123542881378,2199.683924139264
47,2020-03-09,0,88.43982394591957,1099.841962069632,False,48,11.319552322130683,2199.683924139264
48,2020-03-10,0,88.43982394591957,1099.841962069632,False,49,12.884105182729723,2199.683924139264
49,2020-03-11,0,88.43982394591957,1099.841962069632,False,50,14.663456612159854,2199.683924139264
50,2020-03-12,3,88.43982394591957,1099.841962069632,False,51,16.686669154114618,2199.683924139264
51,2020-03-13,4,88.43982394591957,1099.841962069632,False,52,18.98661178946441,2199.683924139264
52,2020-03-14,4,88.43982394591957,1099.841962069632,False,53,21.6004214376801,2199.683924139264
53,2020-03-15,4,88.43982394591957,1099.841962069632,False,54,24.570009384177567,2199.683924139264
54,2020-03-16,4,88.43982394591957,1099.841962069632,False,55,27.942613574998642,2199.683924139264
55,2020-03-17,5,88.43982394591957,1099.841962069632,False,56,31.77139646339671,2199.683924139264
56,2020-03-18,7,88.43982394591957,1099.841962069632,False,57,36.11608633335208,2199.683924139264
57,2020-03-19,11,88.43982394591957,1099.841962069632,False,58,41.04365763200766,2199.683924139264
58,2020-03-20,16,88.43982394591957,1099.841962069632,False,59,46.62904266443983,2199.683924139264
59,2020-03-21,21,88.43982394591957,1099.841962069632,False,60,52.95586286854856,2199.683924139264
60,2020-03-22,35,88.43982394591957,1099.841962069632,False,61,60.11716260943685,2199.683924139264
61,2020-03-23,40,88.43982394591957,1099.841962069632,False,62,68.21612182200377,2199.683924139264
62,2020-03-24,48,88.43982394591957,1099.841962069632,False,63,77.36671571245716,2199.683924139264
63,2020-03-25,57,88.43982394591957,1099.841962069632,False,64,87.69427997169343,2199.683924139264
64,2020-03-26,67,88.43982394591957,1099.841962069632,False,65,99.33592850850418,2199.683924139264
65,2020-03-27,80,88.43982394591957,1099.841962069632,False,66,112.44075767484989,2199.683924139264
66,2020-03-28,119,88.43982394591957,1099.841962069632,False,67,127.16975664823843,2199.683924139264
67,2020-03-29,139,88.43982394591957,1099.841962069632,False,68,143.69532869870417,2199.683924139264
68,2020-03-30,170,88.43982394591957,1099.841962069632,False,69,162.20031357956697,2199.683924139264
69,2020-03-31,186,88.43982394591957,1099.841962069632,False,70,182.8763888843148,2199.683924139264
70,2020-04-01,212,88.43982394591957,1099.841962069632,False,71,205.92172022403128,2199.683924139264
71,2020-04-02,233,88.43982394591957,1099.841962069632,False,72,231.5377295611306,2199.683924139264
72,2020-04-03,269,88.43982394591957,1099.841962069632,False,73,259.92486176245774,2199.683924139264
73,2020-04-04,288,88.43982394591957,1099.841962069632,False,74,291.2772557152412,2199.683924139264
74,2020-04-05,320,88.43982394591957,1099.841962069632,False,75,325.7762725996732,2199.683924139264
75,2020-04-06,350,88.43982394591957,1099.841962069632,False,76,363.58290393333334,2199.683924139264
76,2020-04-07,396,88.43982394591957,1099.841962069632,False,77,404.82917791641825,2199.683924139264
77,2020-04-08,457,88.43982394591957,1099.841962069632,False,78,449.60880349007016,2199.683924139264
78,2020-04-09,515,88.43982394591957,1099.841962069632,False,79,497.9674319082283,2199.683924139264
79,2020-04-10,564,88.43982394591957,1099.841962069632,False,80,549.8930642047309,2199.683924139264
80,2020-04-11,620,88.43982394591957,1099.841962069632,False,81,605.3072719378582,2199.683924139264
81,2020-04-12,669,88.43982394591957,1099.841962069632,False,82,664.0580044455355,2199.683924139264
82,2020-04-13,726,88.43982394591957,1099.841962069632,False,83,725.914801666948,2199.683924139264
