,Report_Date,Iran_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
53,2020-03-15,13938,99.44223653864412,94426.22749284304,True,54,20618.0463302366,174179.57740415478
54,2020-03-16,14991,99.44223653864412,94426.22749284304,True,55,21481.95105029701,174179.57740415478
55,2020-03-17,16169,99.44223653864412,94426.22749284304,True,56,22377.23896414327,174179.57740415478
56,2020-03-18,17361,99.44223653864412,94426.22749284304,True,57,23304.64379677103,174179.57740415478
57,2020-03-19,18407,99.44223653864412,94426.22749284304,True,58,24264.881872281065,174179.57740415478
58,2020-03-20,19644,99.44223653864412,94426.22749284304,True,59,25258.648596909985,174179.57740415478
59,2020-03-21,20610,99.44223653864412,94426.22749284304,True,60,26286.61475156482,174179.57740415478
60,2020-03-22,21638,99.44223653864412,94426.22749284304,True,61,27349.42260104691,174179.57740415478
61,2020-03-23,23049,99.44223653864412,94426.22749284304,True,62,28447.68182964697,174179.57740415478
62,2020-03-24,24811,99.44223653864412,94426.22749284304,True,63,29581.965315481615,174179.57740415478
63,2020-03-25,27017,99.44223653864412,94426.22749284304,True,64,30752.80475880781,174179.57740415478
64,2020-03-26,29406,99.44223653864412,94426.22749284304,True,65,31960.686182573943,174179.57740415478
65,2020-03-27,32332,99.44223653864412,94426.22749284304,True,66,33206.04532661997,174179.57740415478
66,2020-03-28,35408,99.44223653864412,94426.22749284304,True,67,34489.26296019008,174179.57740415478
67,2020-03-29,38309,99.44223653864412,94426.22749284304,True,68,35810.660140730724,174179.57740415478
68,2020-03-30,41495,99.44223653864412,94426.22749284304,True,69,37170.493450268856,174179.57740415478
69,2020-03-31,44605,99.44223653864412,94426.22749284304,True,70,38568.95024394559,174179.57740415478
70,2020-04-01,47593,99.44223653864412,94426.22749284304,True,71,40006.14394846215,174179.57740415478
71,2020-04-02,50468,99.44223653864412,94426.22749284304,True,72,41482.10945120964,174179.57740415478
72,2020-04-03,53183,99.44223653864412,94426.22749284304,True,73,42996.79862363405,174179.57740415478
73,2020-04-04,55743,99.44223653864412,94426.22749284304,True,74,44550.07602485685,174179.57740415478
74,2020-04-05,58226,99.44223653864412,94426.22749284304,True,75,46141.714833651866,174179.57740415478
75,2020-04-06,60500,99.44223653864412,94426.22749284304,True,76,47771.39305849282,174179.57740415478
76,2020-04-07,62589,99.44223653864412,94426.22749284304,True,77,49438.69007645442,174179.57740415478
77,2020-04-08,64586,99.44223653864412,94426.22749284304,True,78,51143.08355219635,174179.57740415478
78,2020-04-09,66220,99.44223653864412,94426.22749284304,True,79,52883.946788015724,174179.57740415478
79,2020-04-10,68192,99.44223653864412,94426.22749284304,True,80,54660.54655495359,174179.57740415478
80,2020-04-11,70029,99.44223653864412,94426.22749284304,True,81,56472.04145313392,174179.57740415478
81,2020-04-12,71686,99.44223653864412,94426.22749284304,True,82,58317.480846857434,174179.57740415478
82,2020-04-13,73303,99.44223653864412,94426.22749284304,True,83,60195.80441644209,174179.57740415478
83,2020-04-14,74877,99.44223653864412,94426.22749284304,True,84,62105.84236439009,174179.57740415478
84,2020-04-15,76389,99.44223653864412,94426.22749284304,True,85,64046.31630817688,174179.57740415478
85,2020-04-16,77995,99.44223653864412,94426.22749284304,True,86,66015.84088583554,174179.57740415478
86,2020-04-17,79494,99.44223653864412,94426.22749284304,True,87,68012.92609360164,174179.57740415478
87,2020-04-18,80868,99.44223653864412,94426.22749284304,True,88,70035.9803672678,174179.57740415478
88,2020-04-19,82211,99.44223653864412,94426.22749284304,True,89,72083.31441067066,174179.57740415478
89,2020-04-20,83505,99.44223653864412,94426.22749284304,True,90,74153.14576601595,174179.57740415478
90,2020-04-21,84802,99.44223653864412,94426.22749284304,True,91,76243.60411167987,174179.57740415478
91,2020-04-22,85996,99.44223653864412,94426.22749284304,True,92,78352.73726386078,174179.57740415478
92,2020-04-23,87026,99.44223653864412,94426.22749284304,True,93,80478.51784916509,174179.57740415478
93,2020-04-24,88194,99.44223653864412,94426.22749284304,True,94,82618.85060607207,174179.57740415478
94,2020-04-25,89328,99.44223653864412,94426.22749284304,True,95,84771.58026441974,174179.57740415478
95,2020-04-26,90481,99.44223653864412,94426.22749284304,True,96,86934.49994376765,174179.57740415478
96,2020-04-27,91472,99.44223653864412,94426.22749284304,True,97,89105.3600039027,174179.57740415478
97,2020-04-28,92584,99.44223653864412,94426.22749284304,True,98,91281.8772740282,174179.57740415478
98,2020-04-29,93657,99.44223653864412,94426.22749284304,True,99,93461.74458146244,174179.57740415478
99,2020-04-30,94640,99.44223653864412,94426.22749284304,True,100,95642.6404961049,174179.57740415478
100,2020-05-01,95646,99.44223653864412,94426.22749284304,True,101,97822.2392036112,174179.57740415478
101,2020-05-02,96448,99.44223653864412,94426.22749284304,True,102,99998.220418227,174179.57740415478
102,2020-05-03,97424,99.44223653864412,94426.22749284304,True,103,102168.27924561757,174179.57740415478
103,2020-05-04,98647,99.44223653864412,94426.22749284304,True,104,104330.13590680357,174179.57740415478
104,2020-05-05,99970,99.44223653864412,94426.22749284304,True,105,106481.5452364605,174179.57740415478
105,2020-05-06,101650,99.44223653864412,94426.22749284304,True,106,108620.30587230608,174179.57740415478
106,2020-05-07,103135,99.44223653864412,94426.22749284304,True,107,110744.26905700518,174179.57740415478
107,2020-05-08,104691,99.44223653864412,94426.22749284304,True,108,112851.34697986064,174179.57740415478
108,2020-05-09,106220,99.44223653864412,94426.22749284304,True,109,114939.520592392,174179.57740415478
109,2020-05-10,107603,99.44223653864412,94426.22749284304,True,110,117006.84683958306,174179.57740415478
110,2020-05-11,109286,99.44223653864412,94426.22749284304,True,111,119051.46525693392,174179.57740415478
111,2020-05-12,110767,99.44223653864412,94426.22749284304,True,112,121071.60389230508,174179.57740415478
112,2020-05-13,112725,99.44223653864412,94426.22749284304,True,113,123065.58452070566,174179.57740415478
113,2020-05-14,114533,99.44223653864412,94426.22749284304,True,114,125031.82712947557,174179.57740415478
114,2020-05-15,116635,99.44223653864412,94426.22749284304,True,115,126968.8536605595,174179.57740415478
115,2020-05-16,118392,99.44223653864412,94426.22749284304,True,116,128875.29100560711,174179.57740415478
116,2020-05-17,120198,99.44223653864412,94426.22749284304,True,117,130749.87325829947,174179.57740415478
117,2020-05-18,122492,99.44223653864412,94426.22749284304,True,118,132591.4432364642,174179.57740415478
118,2020-05-19,124603,99.44223653864412,94426.22749284304,True,119,134398.95329408027,174179.57740415478
119,2020-05-20,126949,99.44223653864412,94426.22749284304,True,120,136171.46545009484,174179.57740415478
120,2020-05-21,129341,99.44223653864412,94426.22749284304,True,121,137908.15086700104,174179.57740415478
121,2020-05-22,131652,99.44223653864412,94426.22749284304,True,122,139608.28871731192,174179.57740415478
122,2020-05-23,133521,99.44223653864412,94426.22749284304,True,123,141271.26448037487,174179.57740415478
123,2020-05-24,135701,99.44223653864412,94426.22749284304,True,124,142896.56771540013,174179.57740415478
124,2020-05-25,137724,99.44223653864412,94426.22749284304,True,125,144483.7893591333,174179.57740415478
125,2020-05-26,139511,99.44223653864412,94426.22749284304,True,126,146032.61859831394,174179.57740415478
126,2020-05-27,141591,99.44223653864412,94426.22749284304,True,127,147542.8393679698,174179.57740415478
127,2020-05-28,143849,99.44223653864412,94426.22749284304,True,128,149014.32652676076,174179.57740415478
128,2020-05-29,146668,99.44223653864412,94426.22749284304,True,129,150447.04176006033,174179.57740415478
129,2020-05-30,148950,99.44223653864412,94426.22749284304,True,130,151841.02926033,174179.57740415478
130,2020-05-31,151466,99.44223653864412,94426.22749284304,True,131,153196.4112326691,174179.57740415478
131,2020-06-01,154445,99.44223653864412,94426.22749284304,True,132,154513.3832712934,174179.57740415478
132,2020-06-02,157562,99.44223653864412,94426.22749284304,True,133,155792.20965018714,174179.57740415478
133,2020-06-03,160696,99.44223653864412,94426.22749284304,True,134,157033.21856836276,174179.57740415478
134,2020-06-04,164270,99.44223653864412,94426.22749284304,True,135,158236.79738712445,174179.57740415478
135,2020-06-05,167156,99.44223653864412,94426.22749284304,True,136,159403.3878935356,174179.57740415478
136,2020-06-06,169425,99.44223653864412,94426.22749284304,True,137,160533.4816210028,174179.57740415478
137,2020-06-07,171789,99.44223653864412,94426.22749284304,True,138,161627.6152545645,174179.57740415478
138,2020-06-08,173832,99.44223653864412,94426.22749284304,True,139,162686.3661451695,174179.57740415478
139,2020-06-09,175927,99.44223653864412,94426.22749284304,True,140,163710.3479539864,174179.57740415478
140,2020-06-10,177938,99.44223653864412,94426.22749284304,True,141,164700.20644464754,174179.57740415478
141,2020-06-11,180156,99.44223653864412,94426.22749284304,True,142,165656.61543832353,174179.57740415478
142,2020-06-12,182525,99.44223653864412,94426.22749284304,True,143,166580.27294367898,174179.57740415478
