,Report_Date,China_shaanxi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
49,2020-03-11,245,12.822584339705307,124.05595713946846,True,50,248.09798752291468,248.11191390708177
50,2020-03-12,245,12.822584339705307,124.05595713946846,True,51,248.10121096912965,248.11191390708177
51,2020-03-13,245,12.822584339705307,124.05595713946846,True,52,248.10368835064915,248.11191390708177
52,2020-03-14,245,12.822584339705307,124.05595713946846,True,53,248.10559233357384,248.11191390708177
53,2020-03-15,245,12.822584339705307,124.05595713946846,True,54,248.10705562702748,248.11191390708177
54,2020-03-16,245,12.822584339705307,124.05595713946846,True,55,248.1081802279771,248.11191390708177
55,2020-03-17,246,12.822584339705307,124.05595713946846,True,56,248.10904452777925,248.11191390708177
56,2020-03-18,246,12.822584339705307,124.05595713946846,True,57,248.10970877473912,248.11191390708177
57,2020-03-19,246,12.822584339705307,124.05595713946846,True,58,248.1102192728249,248.11191390708177
58,2020-03-20,247,12.822584339705307,124.05595713946846,True,59,248.11061160884714,248.11191390708177
59,2020-03-21,248,12.822584339705307,124.05595713946846,True,60,248.1109131328468,248.11191390708177
60,2020-03-22,248,12.822584339705307,124.05595713946846,True,61,248.1111448644707,248.11191390708177
61,2020-03-23,248,12.822584339705307,124.05595713946846,True,62,248.11132295815096,248.11191390708177
62,2020-03-24,249,12.822584339705307,124.05595713946846,True,63,248.11145982918433,248.11191390708177
63,2020-03-25,250,12.822584339705307,124.05595713946846,True,64,248.11156501918458,248.11191390708177
64,2020-03-26,253,12.822584339705307,124.05595713946846,True,65,248.1116458612253,248.11191390708177
65,2020-03-27,253,12.822584339705307,124.05595713946846,True,66,248.11170799103232,248.11191390708177
66,2020-03-28,253,12.822584339705307,124.05595713946846,True,67,248.1117557398567,248.11191390708177
67,2020-03-29,253,12.822584339705307,124.05595713946846,True,68,248.1117924364135,248.11191390708177
68,2020-03-30,253,12.822584339705307,124.05595713946846,True,69,248.11182063893364,248.11191390708177
69,2020-03-31,253,12.822584339705307,124.05595713946846,True,70,248.11184231350362,248.11191390708177
70,2020-04-01,255,12.822584339705307,124.05595713946846,True,71,248.11185897112722,248.11191390708177
71,2020-04-02,255,12.822584339705307,124.05595713946846,True,72,248.11187177306115,248.11191390708177
72,2020-04-03,255,12.822584339705307,124.05595713946846,True,73,248.11188161176995,248.11191390708177
73,2020-04-04,256,12.822584339705307,124.05595713946846,True,74,248.11188917314232,248.11191390708177
74,2020-04-05,256,12.822584339705307,124.05595713946846,True,75,248.11189498430633,248.11191390708177
75,2020-04-06,256,12.822584339705307,124.05595713946846,True,76,248.1118994503775,248.11191390708177
76,2020-04-07,256,12.822584339705307,124.05595713946846,True,77,248.1119028827004,248.11191390708177
77,2020-04-08,256,12.822584339705307,124.05595713946846,True,78,248.11190552055365,248.11191390708177
78,2020-04-09,256,12.822584339705307,124.05595713946846,True,79,248.1119075478308,248.11191390708177
79,2020-04-10,256,12.822584339705307,124.05595713946846,True,80,248.11190910586015,248.11191390708177
