,Report_Date,France_reunion_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
23,2020-02-14,0,70.82141105750497,246.5701921186894,True,24,0.24387011683015164,472.2400990196223
24,2020-02-15,0,70.82141105750497,246.5701921186894,True,25,0.28689355679542267,472.2400990196223
25,2020-02-16,0,70.82141105750497,246.5701921186894,True,26,0.33750197256871367,472.2400990196223
26,2020-02-17,0,70.82141105750497,246.5701921186894,True,27,0.3970305904085437,472.2400990196223
27,2020-02-18,0,70.82141105750497,246.5701921186894,True,28,0.46704891842910806,472.2400990196223
28,2020-02-19,0,70.82141105750497,246.5701921186894,True,29,0.5494015604500092,472.2400990196223
29,2020-02-20,0,70.82141105750497,246.5701921186894,True,30,0.6462560271423357,472.2400990196223
30,2020-02-21,0,70.82141105750497,246.5701921186894,True,31,0.76015870066117,472.2400990196223
31,2020-02-22,0,70.82141105750497,246.5701921186894,True,32,0.8941002831002712,472.2400990196223
32,2020-02-23,0,70.82141105750497,246.5701921186894,True,33,1.0515922527344124,472.2400990196223
33,2020-02-24,0,70.82141105750497,246.5701921186894,True,34,1.2367560643982258,472.2400990196223
34,2020-02-25,0,70.82141105750497,246.5701921186894,True,35,1.4544270591219295,472.2400990196223
35,2020-02-26,0,70.82141105750497,246.5701921186894,True,36,1.7102752884947299,472.2400990196223
36,2020-02-27,0,70.82141105750497,246.5701921186894,True,37,2.0109457027877786,472.2400990196223
37,2020-02-28,0,70.82141105750497,246.5701921186894,True,38,2.3642203851948334,472.2400990196223
38,2020-02-29,0,70.82141105750497,246.5701921186894,True,39,2.7792057170797726,472.2400990196223
39,2020-03-01,0,70.82141105750497,246.5701921186894,True,40,3.2665475004876066,472.2400990196223
40,2020-03-02,0,70.82141105750497,246.5701921186894,True,41,3.8386771007084777,472.2400990196223
41,2020-03-03,0,70.82141105750497,246.5701921186894,True,42,4.510091541970093,472.2400990196223
42,2020-03-04,0,70.82141105750497,246.5701921186894,True,43,5.297670108742216,472.2400990196223
43,2020-03-05,0,70.82141105750497,246.5701921186894,True,44,6.221029259309613,472.2400990196223
44,2020-03-06,0,70.82141105750497,246.5701921186894,True,45,7.302916395812607,472.2400990196223
45,2020-03-07,0,70.82141105750497,246.5701921186894,True,46,8.569641059947767,472.2400990196223
46,2020-03-08,0,70.82141105750497,246.5701921186894,True,47,10.051539189131903,472.2400990196223
47,2020-03-09,0,70.82141105750497,246.5701921186894,True,48,11.783461873461421,472.2400990196223
48,2020-03-10,0,70.82141105750497,246.5701921186894,True,49,13.80527424904815,472.2400990196223
49,2020-03-11,1,70.82141105750497,246.5701921186894,True,50,16.162342366361756,472.2400990196223
50,2020-03-12,1,70.82141105750497,246.5701921186894,True,51,18.905975709516007,472.2400990196223
51,2020-03-13,5,70.82141105750497,246.5701921186894,True,52,22.09378022341084,472.2400990196223
52,2020-03-14,6,70.82141105750497,246.5701921186894,True,53,25.789861146725144,472.2400990196223
53,2020-03-15,7,70.82141105750497,246.5701921186894,True,54,30.064796962902697,472.2400990196223
54,2020-03-16,9,70.82141105750497,246.5701921186894,True,55,34.995286344565535,472.2400990196223
55,2020-03-17,9,70.82141105750497,246.5701921186894,True,56,40.66335105980893,472.2400990196223
56,2020-03-18,12,70.82141105750497,246.5701921186894,True,57,47.154962799954006,472.2400990196223
57,2020-03-19,14,70.82141105750497,246.5701921186894,True,58,54.557955872525056,472.2400990196223
58,2020-03-20,28,70.82141105750497,246.5701921186894,True,59,62.95909763045142,472.2400990196223
59,2020-03-21,45,70.82141105750497,246.5701921186894,True,60,72.44022284021622,472.2400990196223
60,2020-03-22,64,70.82141105750497,246.5701921186894,True,61,83.07340574531602,472.2400990196223
61,2020-03-23,71,70.82141105750497,246.5701921186894,True,62,94.91525123187164,472.2400990196223
62,2020-03-24,94,70.82141105750497,246.5701921186894,True,63,108.0005356126239,472.2400990196223
63,2020-03-25,111,70.82141105750497,246.5701921186894,True,64,122.33560949606773,472.2400990196223
64,2020-03-26,135,70.82141105750497,246.5701921186894,True,65,137.8921672434535,472.2400990196223
65,2020-03-27,145,70.82141105750497,246.5701921186894,True,66,154.6021510603687,472.2400990196223
66,2020-03-28,183,70.82141105750497,246.5701921186894,True,67,172.3546419343456,472.2400990196223
67,2020-03-29,183,70.82141105750497,246.5701921186894,True,68,190.9955419962357,472.2400990196223
68,2020-03-30,224,70.82141105750497,246.5701921186894,True,69,210.33063710082146,472.2400990196223
69,2020-03-31,247,70.82141105750497,246.5701921186894,True,70,230.13224406622678,472.2400990196223
70,2020-04-01,281,70.82141105750497,246.5701921186894,True,71,250.1491431707758,472.2400990196223
71,2020-04-02,308,70.82141105750497,246.5701921186894,True,72,270.11896978121104,472.2400990196223
72,2020-04-03,321,70.82141105750497,246.5701921186894,True,73,289.7818112983894,472.2400990196223
73,2020-04-04,334,70.82141105750497,246.5701921186894,True,74,308.89353670942836,472.2400990196223
74,2020-04-05,344,70.82141105750497,246.5701921186894,True,75,327.2374350960542,472.2400990196223
75,2020-04-06,349,70.82141105750497,246.5701921186894,True,76,344.63304304614985,472.2400990196223
76,2020-04-07,358,70.82141105750497,246.5701921186894,True,77,360.94151809856595,472.2400990196223
77,2020-04-08,358,70.82141105750497,246.5701921186894,True,78,376.0674472767452,472.2400990196223
78,2020-04-09,362,70.82141105750497,246.5701921186894,True,79,389.95744982138666,472.2400990196223
79,2020-04-10,382,70.82141105750497,246.5701921186894,True,80,402.5962602910352,472.2400990196223
