,Report_Date,China_shanxi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
53,2020-03-15,133,12.83987165481232,67.74133972406588,True,54,135.4818451130551,135.48267942500934
54,2020-03-16,133,12.83987165481232,67.74133972406588,True,55,135.4820560733401,135.48267942500934
55,2020-03-17,133,12.83987165481232,67.74133972406588,True,56,135.482213692839,135.48267942500934
56,2020-03-18,133,12.83987165481232,67.74133972406588,True,57,135.4823314585566,135.48267942500934
57,2020-03-19,133,12.83987165481232,67.74133972406588,True,58,135.48241944739812,135.48267942500934
58,2020-03-20,133,12.83987165481232,67.74133972406588,True,59,135.4824851883745,135.48267942500934
59,2020-03-21,133,12.83987165481232,67.74133972406588,True,60,135.48253430681572,135.48267942500934
60,2020-03-22,133,12.83987165481232,67.74133972406588,True,61,135.482571005704,135.48267942500934
61,2020-03-23,134,12.83987165481232,67.74133972406588,True,62,135.48259842530757,135.48267942500934
62,2020-03-24,134,12.83987165481232,67.74133972406588,True,63,135.48261891188372,135.48267942500934
63,2020-03-25,134,12.83987165481232,67.74133972406588,True,64,135.4826342184422,135.48267942500934
64,2020-03-26,135,12.83987165481232,67.74133972406588,True,65,135.4826456547464,135.48267942500934
65,2020-03-27,135,12.83987165481232,67.74133972406588,True,66,135.48265419938735,135.48267942500934
66,2020-03-28,135,12.83987165481232,67.74133972406588,True,67,135.48266058352033,135.48267942500934
67,2020-03-29,136,12.83987165481232,67.74133972406588,True,68,135.4826653534285,135.48267942500934
68,2020-03-30,136,12.83987165481232,67.74133972406588,True,69,135.48266891726772,135.48267942500934
69,2020-03-31,136,12.83987165481232,67.74133972406588,True,70,135.4826715799919,135.48267942500934
70,2020-04-01,137,12.83987165481232,67.74133972406588,True,71,135.48267356944748,135.48267942500934
71,2020-04-02,137,12.83987165481232,67.74133972406588,True,72,135.48267505587017,135.48267942500934
72,2020-04-03,137,12.83987165481232,67.74133972406588,True,73,135.48267616645154,135.48267942500934
73,2020-04-04,137,12.83987165481232,67.74133972406588,True,74,135.48267699622292,135.48267942500934
74,2020-04-05,138,12.83987165481232,67.74133972406588,True,75,135.48267761618698,135.48267942500934
75,2020-04-06,138,12.83987165481232,67.74133972406588,True,76,135.4826780793934,135.48267942500934
76,2020-04-07,138,12.83987165481232,67.74133972406588,True,77,135.4826784254783,135.48267942500934
77,2020-04-08,163,12.83987165481232,67.74133972406588,True,78,135.48267868405577,135.48267942500934
78,2020-04-09,166,12.83987165481232,67.74133972406588,True,79,135.48267887725203,135.48267942500934
79,2020-04-10,168,12.83987165481232,67.74133972406588,True,80,135.48267902159873,135.48267942500934
