,Report_Date,Georgia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
200,2020-08-09,1225,319.1343651725767,41265.76251532016,False,201,1147.5693045057149,82531.52503064027
201,2020-08-10,1250,319.1343651725767,41265.76251532016,False,202,1189.1146555286114,82531.52503064027
202,2020-08-11,1264,319.1343651725767,41265.76251532016,False,203,1232.1412979644813,82531.52503064027
203,2020-08-12,1278,319.1343651725767,41265.76251532016,False,204,1276.7003706101189,82531.52503064027
204,2020-08-13,1283,319.1343651725767,41265.76251532016,False,205,1322.8446544347878,82531.52503064027
205,2020-08-14,1306,319.1343651725767,41265.76251532016,False,206,1370.6286161732144,82531.52503064027
206,2020-08-15,1321,319.1343651725767,41265.76251532016,False,207,1420.1084523725838,82531.52503064027
207,2020-08-16,1336,319.1343651725767,41265.76251532016,False,208,1471.3421338356404,82531.52503064027
208,2020-08-17,1341,319.1343651725767,41265.76251532016,False,209,1524.3894503955173,82531.52503064027
209,2020-08-18,1351,319.1343651725767,41265.76251532016,False,210,1579.3120559509518,82531.52503064027
210,2020-08-19,1361,319.1343651725767,41265.76251532016,False,211,1636.1735136831182,82531.52503064027
211,2020-08-20,1370,319.1343651725767,41265.76251532016,False,212,1695.039341367418,82531.52503064027
212,2020-08-21,1385,319.1343651725767,41265.76251532016,False,213,1755.977056685174,82531.52503064027
213,2020-08-22,1394,319.1343651725767,41265.76251532016,False,214,1819.0562224312175,82531.52503064027
214,2020-08-23,1411,319.1343651725767,41265.76251532016,False,215,1884.3484915039412,82531.52503064027
215,2020-08-24,1421,319.1343651725767,41265.76251532016,False,216,1951.9276515543156,82531.52503064027
216,2020-08-25,1429,319.1343651725767,41265.76251532016,False,217,2021.8696691598134,82531.52503064027
217,2020-08-26,1436,319.1343651725767,41265.76251532016,False,218,2094.252733377999,82531.52503064027
218,2020-08-27,1447,319.1343651725767,41265.76251532016,False,219,2169.1572985227326,82531.52503064027
219,2020-08-28,1455,319.1343651725767,41265.76251532016,False,220,2246.6661259935627,82531.52503064027
220,2020-08-29,1462,319.1343651725767,41265.76251532016,False,221,2326.864324975896,82531.52503064027
221,2020-08-30,1469,319.1343651725767,41265.76251532016,False,222,2409.839391815829,82531.52503064027
222,2020-08-31,1487,319.1343651725767,41265.76251532016,False,223,2495.6812478593115,82531.52503064027
223,2020-09-01,1510,319.1343651725767,41265.76251532016,False,224,2584.482275530424,82531.52503064027
224,2020-09-02,1548,319.1343651725767,41265.76251532016,False,225,2676.337352407999,82531.52503064027
225,2020-09-03,1568,319.1343651725767,41265.76251532016,False,226,2771.3438830437212,82531.52503064027
226,2020-09-04,1596,319.1343651725767,41265.76251532016,False,227,2869.601828248131,82531.52503064027
227,2020-09-05,1621,319.1343651725767,41265.76251532016,False,228,2971.2137315537057,82531.52503064027
228,2020-09-06,1650,319.1343651725767,41265.76251532016,False,229,3076.2847425462733,82531.52503064027
229,2020-09-07,1684,319.1343651725767,41265.76251532016,False,230,3184.922636737823,82531.52503064027
230,2020-09-08,1729,319.1343651725767,41265.76251532016,False,231,3297.237831634922,82531.52503064027
231,2020-09-09,1773,319.1343651725767,41265.76251532016,False,232,3413.343398637768,82531.52503064027
232,2020-09-10,1830,319.1343651725767,41265.76251532016,False,233,3533.3550703855303,82531.52503064027
233,2020-09-11,1917,319.1343651725767,41265.76251532016,False,234,3657.391243143662,82531.52503064027
234,2020-09-12,2075,319.1343651725767,41265.76251532016,False,235,3785.572973809171,82531.52503064027
