,Report_Date,South Sudan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
162,2020-07-02,2021,135.55632938746507,1164.5181252286584,True,163,2122.6773412328967,2327.0909324162776
163,2020-07-03,2021,135.55632938746507,1164.5181252286584,True,164,2138.102491032984,2327.0909324162776
164,2020-07-04,2021,135.55632938746507,1164.5181252286584,True,165,2152.470532930004,2327.0909324162776
165,2020-07-05,2021,135.55632938746507,1164.5181252286584,True,166,2165.8398855538794,2327.0909324162776
166,2020-07-06,2021,135.55632938746507,1164.5181252286584,True,167,2178.2678329489713,2327.0909324162776
167,2020-07-07,2021,135.55632938746507,1164.5181252286584,True,168,2189.810189770103,2327.0909324162776
168,2020-07-08,2021,135.55632938746507,1164.5181252286584,True,169,2200.5210340825197,2327.0909324162776
169,2020-07-09,2021,135.55632938746507,1164.5181252286584,True,170,2210.452500673723,2327.0909324162776
170,2020-07-10,2021,135.55632938746507,1164.5181252286584,True,171,2219.6546278518144,2327.0909324162776
171,2020-07-11,2021,135.55632938746507,1164.5181252286584,True,172,2228.175250945158,2327.0909324162776
172,2020-07-12,2021,135.55632938746507,1164.5181252286584,True,173,2236.059936083554,2327.0909324162776
173,2020-07-13,2148,135.55632938746507,1164.5181252286584,True,174,2243.3519482905467,2327.0909324162776
174,2020-07-14,2148,135.55632938746507,1164.5181252286584,True,175,2250.092248416489,2327.0909324162776
175,2020-07-15,2153,135.55632938746507,1164.5181252286584,True,176,2256.3195139655254,2327.0909324162776
176,2020-07-16,2171,135.55632938746507,1164.5181252286584,True,177,2262.0701793959634,2327.0909324162776
177,2020-07-17,2191,135.55632938746507,1164.5181252286584,True,178,2267.378491986948,2327.0909324162776
178,2020-07-18,2191,135.55632938746507,1164.5181252286584,True,179,2272.2765798537976,2327.0909324162776
179,2020-07-19,2200,135.55632938746507,1164.5181252286584,True,180,2276.7945291522497,2327.0909324162776
180,2020-07-20,2211,135.55632938746507,1164.5181252286584,True,181,2280.9604679336676,2327.0909324162776
181,2020-07-21,2211,135.55632938746507,1164.5181252286584,True,182,2284.800654496645,2327.0909324162776
182,2020-07-22,2211,135.55632938746507,1164.5181252286584,True,183,2288.339568424921,2327.0909324162776
183,2020-07-23,2239,135.55632938746507,1164.5181252286584,True,184,2291.6000028077874,2327.0909324162776
184,2020-07-24,2258,135.55632938746507,1164.5181252286584,True,185,2294.6031564089667,2327.0909324162776
185,2020-07-25,2258,135.55632938746507,1164.5181252286584,True,186,2297.368724785435,2327.0909324162776
186,2020-07-26,2262,135.55632938746507,1164.5181252286584,True,187,2299.9149895616233,2327.0909324162776
187,2020-07-27,2305,135.55632938746507,1164.5181252286584,True,188,2302.2589052395215,2327.0909324162776
188,2020-07-28,2305,135.55632938746507,1164.5181252286584,True,189,2304.416183074448,2327.0909324162776
189,2020-07-29,2322,135.55632938746507,1164.5181252286584,True,190,2306.4013716723384,2327.0909324162776
190,2020-07-30,2322,135.55632938746507,1164.5181252286584,True,191,2308.2279340700643,2327.0909324162776
191,2020-07-31,2322,135.55632938746507,1164.5181252286584,True,192,2309.9083211480893,2327.0909324162776
192,2020-08-01,2352,135.55632938746507,1164.5181252286584,True,193,2311.45404129695,2327.0909324162776
193,2020-08-02,2429,135.55632938746507,1164.5181252286584,True,194,2312.8757263177877,2327.0909324162776
194,2020-08-03,2429,135.55632938746507,1164.5181252286584,True,195,2314.183193584337,2327.0909324162776
195,2020-08-04,2437,135.55632938746507,1164.5181252286584,True,196,2315.385504531125,2327.0909324162776
196,2020-08-05,2437,135.55632938746507,1164.5181252286584,True,197,2316.4910195615976,2327.0909324162776
197,2020-08-06,2450,135.55632938746507,1164.5181252286584,True,198,2317.507449491878,2327.0909324162776
198,2020-08-07,2450,135.55632938746507,1164.5181252286584,True,199,2318.441903661946,2327.0909324162776
199,2020-08-08,2463,135.55632938746507,1164.5181252286584,True,200,2319.300934857244,2327.0909324162776
200,2020-08-09,2470,135.55632938746507,1164.5181252286584,True,201,2320.090581190935,2327.0909324162776
201,2020-08-10,2470,135.55632938746507,1164.5181252286584,True,202,2320.8164051009812,2327.0909324162776
202,2020-08-11,2472,135.55632938746507,1164.5181252286584,True,203,2321.4835296175033,2327.0909324162776
203,2020-08-12,2477,135.55632938746507,1164.5181252286584,True,204,2322.0966720550678,2327.0909324162776
204,2020-08-13,2478,135.55632938746507,1164.5181252286584,True,205,2322.6601752820857,2327.0909324162776
205,2020-08-14,2482,135.55632938746507,1164.5181252286584,True,206,2323.1780367157407,2327.0909324162776
206,2020-08-15,2488,135.55632938746507,1164.5181252286584,True,207,2323.6539351861607,2327.0909324162776
207,2020-08-16,2489,135.55632938746507,1164.5181252286584,True,208,2324.091255808098,2327.0909324162776
208,2020-08-17,2490,135.55632938746507,1164.5181252286584,True,209,2324.4931129924826,2327.0909324162776
