,Report_Date,China_ningxia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
32,2020-02-23,71,15.486652478301124,37.361003458129225,True,33,72.74501360780917,74.72199064169156
33,2020-02-24,71,15.486652478301124,37.361003458129225,True,34,73.1048863720842,74.72199064169156
34,2020-02-25,71,15.486652478301124,37.361003458129225,True,35,73.40044146031637,74.72199064169156
35,2020-02-26,71,15.486652478301124,37.361003458129225,True,36,73.64277649560525,74.72199064169156
36,2020-02-27,72,15.486652478301124,37.361003458129225,True,37,73.84120787191253,74.72199064169156
37,2020-02-28,72,15.486652478301124,37.361003458129225,True,38,74.00351086645783,74.72199064169156
38,2020-02-29,73,15.486652478301124,37.361003458129225,True,39,74.13614391500062,74.72199064169156
39,2020-03-01,73,15.486652478301124,37.361003458129225,True,40,74.24445114461409,74.72199064169156
40,2020-03-02,74,15.486652478301124,37.361003458129225,True,41,74.33284095532885,74.72199064169156
41,2020-03-03,74,15.486652478301124,37.361003458129225,True,42,74.40494074472541,74.72199064169156
42,2020-03-04,75,15.486652478301124,37.361003458129225,True,43,74.46372920218764,74.72199064169156
43,2020-03-05,75,15.486652478301124,37.361003458129225,True,44,74.51164828297911,74.72199064169156
44,2020-03-06,75,15.486652478301124,37.361003458129225,True,45,74.55069723870015,74.72199064169156
45,2020-03-07,75,15.486652478301124,37.361003458129225,True,46,74.5825110919234,74.72199064169156
46,2020-03-08,75,15.486652478301124,37.361003458129225,True,47,74.60842580820231,74.72199064169156
47,2020-03-09,75,15.486652478301124,37.361003458129225,True,48,74.62953220966901,74.72199064169156
48,2020-03-10,75,15.486652478301124,37.361003458129225,True,49,74.64672043617067,74.72199064169156
49,2020-03-11,75,15.486652478301124,37.361003458129225,True,50,74.66071651952828,74.72199064169156
50,2020-03-12,75,15.486652478301124,37.361003458129225,True,51,74.67211240940709,74.72199064169156
51,2020-03-13,75,15.486652478301124,37.361003458129225,True,52,74.68139058322902,74.72199064169156
52,2020-03-14,75,15.486652478301124,37.361003458129225,True,53,74.68894419057892,74.72199064169156
53,2020-03-15,75,15.486652478301124,37.361003458129225,True,54,74.69509352487495,74.72199064169156
54,2020-03-16,75,15.486652478301124,37.361003458129225,True,55,74.70009948033642,74.72199064169156
55,2020-03-17,75,15.486652478301124,37.361003458129225,True,56,74.7041745383458,74.72199064169156
56,2020-03-18,75,15.486652478301124,37.361003458129225,True,57,74.7074917317168,74.72199064169156
57,2020-03-19,75,15.486652478301124,37.361003458129225,True,58,74.71019195568557,74.72199064169156
58,2020-03-20,75,15.486652478301124,37.361003458129225,True,59,74.71238992831378,74.72199064169156
59,2020-03-21,75,15.486652478301124,37.361003458129225,True,60,74.71417904833001,74.72199064169156
60,2020-03-22,75,15.486652478301124,37.361003458129225,True,61,74.71563535338693,74.72199064169156
61,2020-03-23,75,15.486652478301124,37.361003458129225,True,62,74.71682074467469,74.72199064169156
62,2020-03-24,75,15.486652478301124,37.361003458129225,True,63,74.71778561343999,74.72199064169156
63,2020-03-25,75,15.486652478301124,37.361003458129225,True,64,74.7185709800605,74.72199064169156
64,2020-03-26,75,15.486652478301124,37.361003458129225,True,65,74.71921023594972,74.72199064169156
65,2020-03-27,75,15.486652478301124,37.361003458129225,True,66,74.71973056191167,74.72199064169156
66,2020-03-28,75,15.486652478301124,37.361003458129225,True,67,74.72015408296095,74.72199064169156
67,2020-03-29,75,15.486652478301124,37.361003458129225,True,68,74.72049880851903,74.72199064169156
68,2020-03-30,75,15.486652478301124,37.361003458129225,True,69,74.72077939783868,74.72199064169156
69,2020-03-31,75,15.486652478301124,37.361003458129225,True,70,74.72100778312047,74.72199064169156
70,2020-04-01,75,15.486652478301124,37.361003458129225,True,71,74.72119367676349,74.72199064169156
71,2020-04-02,75,15.486652478301124,37.361003458129225,True,72,74.72134498428476,74.72199064169156
72,2020-04-03,75,15.486652478301124,37.361003458129225,True,73,74.72146814044216,74.72199064169156
73,2020-04-04,75,15.486652478301124,37.361003458129225,True,74,74.72156838283999,74.72199064169156
74,2020-04-05,75,15.486652478301124,37.361003458129225,True,75,74.7216499746414,74.72199064169156
75,2020-04-06,75,15.486652478301124,37.361003458129225,True,76,74.72171638585247,74.72199064169156
76,2020-04-07,75,15.486652478301124,37.361003458129225,True,77,74.72177044088319,74.72199064169156
77,2020-04-08,75,15.486652478301124,37.361003458129225,True,78,74.72181443865739,74.72199064169156
78,2020-04-09,75,15.486652478301124,37.361003458129225,True,79,74.72185025037807,74.72199064169156
79,2020-04-10,75,15.486652478301124,37.361003458129225,True,80,74.7218793991045,74.72199064169156
