,Report_Date,Australia_australian capital territory_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
61,2020-03-23,32,67.56197907677995,60.65340048445906,True,62,33.88453681594593,118.71293722600105
62,2020-03-24,39,67.56197907677995,60.65340048445906,True,63,38.19751893671768,118.71293722600105
63,2020-03-25,39,67.56197907677995,60.65340048445906,True,64,42.7907688221515,118.71293722600105
64,2020-03-26,53,67.56197907677995,60.65340048445906,True,65,47.61987863413847,118.71293722600105
65,2020-03-27,62,67.56197907677995,60.65340048445906,True,66,52.62867412251152,118.71293722600105
66,2020-03-28,71,67.56197907677995,60.65340048445906,True,67,57.751403808124955,118.71293722600105
67,2020-03-29,77,67.56197907677995,60.65340048445906,True,68,62.91596920382223,118.71293722600105
68,2020-03-30,78,67.56197907677995,60.65340048445906,True,69,68.04788786357278,118.71293722600105
69,2020-03-31,80,67.56197907677995,60.65340048445906,True,70,73.07454013416634,118.71293722600105
70,2020-04-01,84,67.56197907677995,60.65340048445906,True,71,77.92919383774874,118.71293722600105
71,2020-04-02,87,67.56197907677995,60.65340048445906,True,72,82.55434554891971,118.71293722600105
72,2020-04-03,91,67.56197907677995,60.65340048445906,True,73,86.90404942603486,118.71293722600105
73,2020-04-04,93,67.56197907677995,60.65340048445906,True,74,90.94508686332635,118.71293722600105
74,2020-04-05,96,67.56197907677995,60.65340048445906,True,75,94.65701486305707,118.71293722600105
75,2020-04-06,96,67.56197907677995,60.65340048445906,True,76,98.03127717552653,118.71293722600105
76,2020-04-07,96,67.56197907677995,60.65340048445906,True,77,101.06964722079783,118.71293722600105
77,2020-04-08,99,67.56197907677995,60.65340048445906,True,78,103.7822933795337,118.71293722600105
78,2020-04-09,100,67.56197907677995,60.65340048445906,True,79,106.18572863882456,118.71293722600105
79,2020-04-10,103,67.56197907677995,60.65340048445906,True,80,108.30084810005498,118.71293722600105
