,Report_Date,Luxembourg_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
26,2020-02-17,0,68.16644860784216,1833.3907106950237,True,27,3.5020027198429897,3602.451896427244
27,2020-02-18,0,68.16644860784216,1833.3907106950237,True,28,4.145625209146932,3602.451896427244
28,2020-02-19,0,68.16644860784216,1833.3907106950237,True,29,4.907378667228226,3602.451896427244
29,2020-02-20,0,68.16644860784216,1833.3907106950237,True,30,5.808881380354047,3602.451896427244
30,2020-02-21,0,68.16644860784216,1833.3907106950237,True,31,6.875682356581312,3602.451896427244
31,2020-02-22,0,68.16644860784216,1833.3907106950237,True,32,8.137965810151012,3602.451896427244
32,2020-02-23,0,68.16644860784216,1833.3907106950237,True,33,9.631377806744416,3602.451896427244
33,2020-02-24,0,68.16644860784216,1833.3907106950237,True,34,11.397994596566136,3602.451896427244
34,2020-02-25,0,68.16644860784216,1833.3907106950237,True,35,13.487454600989095,3602.451896427244
35,2020-02-26,0,68.16644860784216,1833.3907106950237,True,36,15.958278462587446,3602.451896427244
36,2020-02-27,0,68.16644860784216,1833.3907106950237,True,37,18.87940385372736,3602.451896427244
37,2020-02-28,0,68.16644860784216,1833.3907106950237,True,38,22.3319636132758,3602.451896427244
38,2020-02-29,1,68.16644860784216,1833.3907106950237,True,39,26.411336869823124,3602.451896427244
39,2020-03-01,1,68.16644860784216,1833.3907106950237,True,40,31.229502571508004,3602.451896427244
40,2020-03-02,1,68.16644860784216,1833.3907106950237,True,41,36.91772251192003,3602.451896427244
41,2020-03-03,1,68.16644860784216,1833.3907106950237,True,42,43.629575460511084,3602.451896427244
42,2020-03-04,1,68.16644860784216,1833.3907106950237,True,43,51.54435394231321,3602.451896427244
43,2020-03-05,1,68.16644860784216,1833.3907106950237,True,44,60.870818671459496,3602.451896427244
44,2020-03-06,2,68.16644860784216,1833.3907106950237,True,45,71.85128018696213,3602.451896427244
45,2020-03-07,2,68.16644860784216,1833.3907106950237,True,46,84.76593982780541,3602.451896427244
46,2020-03-08,3,68.16644860784216,1833.3907106950237,True,47,99.9373691895419,3602.451896427244
47,2020-03-09,3,68.16644860784216,1833.3907106950237,True,48,117.73493455464867,3602.451896427244
48,2020-03-10,5,68.16644860784216,1833.3907106950237,True,49,138.57887634646036,3602.451896427244
49,2020-03-11,7,68.16644860784216,1833.3907106950237,True,50,162.94362996912275,3602.451896427244
50,2020-03-12,19,68.16644860784216,1833.3907106950237,True,51,191.3598220015976,3602.451896427244
51,2020-03-13,34,68.16644860784216,1833.3907106950237,True,52,224.41419720084022,3602.451896427244
52,2020-03-14,51,68.16644860784216,1833.3907106950237,True,53,262.74653675553986,3602.451896427244
53,2020-03-15,59,68.16644860784216,1833.3907106950237,True,54,307.04243726382583,3602.451896427244
54,2020-03-16,77,68.16644860784216,1833.3907106950237,True,55,358.0206689184835,3602.451896427244
55,2020-03-17,140,68.16644860784216,1833.3907106950237,True,56,416.41377566634384,3602.451896427244
56,2020-03-18,203,68.16644860784216,1833.3907106950237,True,57,482.9406957621985,3602.451896427244
57,2020-03-19,335,68.16644860784216,1833.3907106950237,True,58,558.2705606696143,3602.451896427244
58,2020-03-20,484,68.16644860784216,1833.3907106950237,True,59,642.9775680829036,3602.451896427244
59,2020-03-21,670,68.16644860784216,1833.3907106950237,True,60,737.4879886416547,3602.451896427244
60,2020-03-22,798,68.16644860784216,1833.3907106950237,True,61,842.0219529025293,3602.451896427244
61,2020-03-23,875,68.16644860784216,1833.3907106950237,True,62,956.5345494559529,3602.451896427244
62,2020-03-24,1099,68.16644860784216,1833.3907106950237,True,63,1080.662653844785,3602.451896427244
63,2020-03-25,1333,68.16644860784216,1833.3907106950237,True,64,1213.685335506271,3602.451896427244
64,2020-03-26,1453,68.16644860784216,1833.3907106950237,True,65,1354.5060837885258,3602.451896427244
65,2020-03-27,1605,68.16644860784216,1833.3907106950237,True,66,1501.6639305537383,3602.451896427244
66,2020-03-28,1831,68.16644860784216,1833.3907106950237,True,67,1653.3775744334835,3602.451896427244
67,2020-03-29,1950,68.16644860784216,1833.3907106950237,True,68,1807.6220633399791,3602.451896427244
68,2020-03-30,1988,68.16644860784216,1833.3907106950237,True,69,1962.232269274446,3602.451896427244
69,2020-03-31,2178,68.16644860784216,1833.3907106950237,True,70,2115.0225236215288,3602.451896427244
70,2020-04-01,2319,68.16644860784216,1833.3907106950237,True,71,2263.9086648409516,3602.451896427244
71,2020-04-02,2487,68.16644860784216,1833.3907106950237,True,72,2407.0182744844087,3602.451896427244
72,2020-04-03,2612,68.16644860784216,1833.3907106950237,True,73,2542.7771815522087,3602.451896427244
73,2020-04-04,2729,68.16644860784216,1833.3907106950237,True,74,2669.964731746632,3602.451896427244
74,2020-04-05,2804,68.16644860784216,1833.3907106950237,True,75,2787.735637717689,3602.451896427244
75,2020-04-06,2843,68.16644860784216,1833.3907106950237,True,76,2895.6111480698564,3602.451896427244
76,2020-04-07,2970,68.16644860784216,1833.3907106950237,True,77,2993.4458240582862,3602.451896427244
77,2020-04-08,3034,68.16644860784216,1833.3907106950237,True,78,3081.3779709214873,3602.451896427244
78,2020-04-09,3115,68.16644860784216,1833.3907106950237,True,79,3159.7718457588953,3602.451896427244
79,2020-04-10,3223,68.16644860784216,1833.3907106950237,True,80,3229.1586152093064,3602.451896427244
80,2020-04-11,3270,68.16644860784216,1833.3907106950237,True,81,3290.181241774566,3602.451896427244
81,2020-04-12,3270,68.16644860784216,1833.3907106950237,True,82,3343.5465503507357,3602.451896427244
