,Report_Date,France_french polynesia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
51,2020-03-13,3,66.0514296542649,26.79658762322309,True,52,4.260506366409467,52.781083075699975
52,2020-03-14,3,66.0514296542649,26.79658762322309,True,53,4.996143875691194,52.781083075699975
53,2020-03-15,3,66.0514296542649,26.79658762322309,True,54,5.8437536531441845,52.781083075699975
54,2020-03-16,3,66.0514296542649,26.79658762322309,True,55,6.814997117175182,52.781083075699975
55,2020-03-17,3,66.0514296542649,26.79658762322309,True,56,7.920885678895907,52.781083075699975
56,2020-03-18,3,66.0514296542649,26.79658762322309,True,57,9.171046873803189,52.781083075699975
57,2020-03-19,6,66.0514296542649,26.79658762322309,True,58,10.572845263128837,52.781083075699975
58,2020-03-20,11,66.0514296542649,26.79658762322309,True,59,12.130399419460366,52.781083075699975
59,2020-03-21,15,66.0514296542649,26.79658762322309,True,60,13.843570830322648,52.781083075699975
60,2020-03-22,18,66.0514296542649,26.79658762322309,True,61,15.707036428374076,52.781083075699975
61,2020-03-23,18,66.0514296542649,26.79658762322309,True,62,17.709584944787235,52.781083075699975
62,2020-03-24,25,66.0514296542649,26.79658762322309,True,63,19.833787149763793,52.781083075699975
63,2020-03-25,25,66.0514296542649,26.79658762322309,True,64,22.056170610620004,52.781083075699975
64,2020-03-26,30,66.0514296542649,26.79658762322309,True,65,24.347975348529417,52.781083075699975
65,2020-03-27,30,66.0514296542649,26.79658762322309,True,66,26.67648191053461,52.781083075699975
66,2020-03-28,30,66.0514296542649,26.79658762322309,True,67,29.006803723879603,52.781083075699975
67,2020-03-29,30,66.0514296542649,26.79658762322309,True,68,31.303945707160242,52.781083075699975
68,2020-03-30,36,66.0514296542649,26.79658762322309,True,69,33.534876431922676,52.781083075699975
69,2020-03-31,36,66.0514296542649,26.79658762322309,True,70,35.67035828905672,52.781083075699975
70,2020-04-01,37,66.0514296542649,26.79658762322309,True,71,37.68633000072507,52.781083075699975
71,2020-04-02,37,66.0514296542649,26.79658762322309,True,72,39.56472319103077,52.781083075699975
72,2020-04-03,39,66.0514296542649,26.79658762322309,True,73,41.293694598639156,52.781083075699975
73,2020-04-04,40,66.0514296542649,26.79658762322309,True,74,42.86734282004062,52.781083075699975
74,2020-04-05,41,66.0514296542649,26.79658762322309,True,75,44.285036259931616,52.781083075699975
75,2020-04-06,42,66.0514296542649,26.79658762322309,True,76,45.550501857941136,52.781083075699975
76,2020-04-07,47,66.0514296542649,26.79658762322309,True,77,46.67081686172767,52.781083075699975
77,2020-04-08,51,66.0514296542649,26.79658762322309,True,78,47.65541880369119,52.781083075699975
78,2020-04-09,51,66.0514296542649,26.79658762322309,True,79,48.51521326269325,52.781083075699975
79,2020-04-10,51,66.0514296542649,26.79658762322309,True,80,49.26182403433487,52.781083075699975
