,Report_Date,Australia_south australia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,2,67.08231700145812,251.91411189377118,True,23,0.2608370513831064,494.1524700674619
23,2020-02-14,2,67.08231700145812,251.91411189377118,True,24,0.3096438638127621,494.1524700674619
24,2020-02-15,2,67.08231700145812,251.91411189377118,True,25,0.36757655050404625,494.1524700674619
25,2020-02-16,2,67.08231700145812,251.91411189377118,True,26,0.43633873575578197,494.1524700674619
26,2020-02-17,2,67.08231700145812,251.91411189377118,True,27,0.5179509621501451,494.1524700674619
27,2020-02-18,2,67.08231700145812,251.91411189377118,True,28,0.6148091894029746,494.1524700674619
28,2020-02-19,2,67.08231700145812,251.91411189377118,True,29,0.7297539046245808,494.1524700674619
29,2020-02-20,2,67.08231700145812,251.91411189377118,True,30,0.8661516921980994,494.1524700674619
30,2020-02-21,2,67.08231700145812,251.91411189377118,True,31,1.0279914015961256,494.1524700674619
31,2020-02-22,2,67.08231700145812,251.91411189377118,True,32,1.2199973735339467,494.1524700674619
32,2020-02-23,2,67.08231700145812,251.91411189377118,True,33,1.447762536094488,494.1524700674619
33,2020-02-24,2,67.08231700145812,251.91411189377118,True,34,1.717904556168235,494.1524700674619
34,2020-02-25,2,67.08231700145812,251.91411189377118,True,35,2.0382486152158634,494.1524700674619
35,2020-02-26,2,67.08231700145812,251.91411189377118,True,36,2.4180407509354866,494.1524700674619
36,2020-02-27,2,67.08231700145812,251.91411189377118,True,37,2.868196034617879,494.1524700674619
37,2020-02-28,2,67.08231700145812,251.91411189377118,True,38,3.401586087293768,494.1524700674619
38,2020-02-29,3,67.08231700145812,251.91411189377118,True,39,4.033370501893033,494.1524700674619
39,2020-03-01,3,67.08231700145812,251.91411189377118,True,40,4.7813765269056665,494.1524700674619
40,2020-03-02,3,67.08231700145812,251.91411189377118,True,41,5.666530729872686,494.1524700674619
41,2020-03-03,3,67.08231700145812,251.91411189377118,True,42,6.713345091174422,494.1524700674619
42,2020-03-04,5,67.08231700145812,251.91411189377118,True,43,7.950457804761396,494.1524700674619
43,2020-03-05,5,67.08231700145812,251.91411189377118,True,44,9.411225623003725,494.1524700674619
44,2020-03-06,7,67.08231700145812,251.91411189377118,True,45,11.13435942215531,494.1524700674619
45,2020-03-07,7,67.08231700145812,251.91411189377118,True,46,13.164587228772175,494.1524700674619
46,2020-03-08,7,67.08231700145812,251.91411189377118,True,47,15.553318598199375,494.1524700674619
47,2020-03-09,7,67.08231700145812,251.91411189377118,True,48,18.359270301610515,494.1524700674619
48,2020-03-10,7,67.08231700145812,251.91411189377118,True,49,21.64899515461259,494.1524700674619
49,2020-03-11,9,67.08231700145812,251.91411189377118,True,50,25.49723316144745,494.1524700674619
50,2020-03-12,9,67.08231700145812,251.91411189377118,True,51,29.986977170582307,494.1524700674619
51,2020-03-13,16,67.08231700145812,251.91411189377118,True,52,35.20911517461086,494.1524700674619
52,2020-03-14,19,67.08231700145812,251.91411189377118,True,53,41.26148110738286,494.1524700674619
53,2020-03-15,20,67.08231700145812,251.91411189377118,True,54,48.247120723932994,494.1524700674619
54,2020-03-16,29,67.08231700145812,251.91411189377118,True,55,56.271567182015914,494.1524700674619
55,2020-03-17,29,67.08231700145812,251.91411189377118,True,56,65.43893397274422,494.1524700674619
56,2020-03-18,37,67.08231700145812,251.91411189377118,True,57,75.8466854498642,494.1524700674619
57,2020-03-19,42,67.08231700145812,251.91411189377118,True,58,87.5790527343838,494.1524700674619
58,2020-03-20,50,67.08231700145812,251.91411189377118,True,59,100.69923694137545,494.1524700674619
59,2020-03-21,67,67.08231700145812,251.91411189377118,True,60,115.24078359588141,494.1524700674619
60,2020-03-22,100,67.08231700145812,251.91411189377118,True,61,131.1988036090355,494.1524700674619
61,2020-03-23,134,67.08231700145812,251.91411189377118,True,62,148.52201227580358,494.1524700674619
62,2020-03-24,170,67.08231700145812,251.91411189377118,True,63,167.10678503015436,494.1524700674619
63,2020-03-25,170,67.08231700145812,251.91411189377118,True,64,186.79449549717523,494.1524700674619
64,2020-03-26,235,67.08231700145812,251.91411189377118,True,65,207.37322302086974,494.1524700674619
65,2020-03-27,257,67.08231700145812,251.91411189377118,True,66,228.58445235587348,494.1524700674619
66,2020-03-28,287,67.08231700145812,251.91411189377118,True,67,250.13467554208611,494.1524700674619
67,2020-03-29,299,67.08231700145812,251.91411189377118,True,68,271.710975743411,494.1524700674619
68,2020-03-30,305,67.08231700145812,251.91411189377118,True,69,292.9989242003901,494.1524700674619
69,2020-03-31,337,67.08231700145812,251.91411189377118,True,70,313.7006604048754,494.1524700674619
70,2020-04-01,367,67.08231700145812,251.91411189377118,True,71,333.55098832515426,494.1524700674619
71,2020-04-02,367,67.08231700145812,251.91411189377118,True,72,352.3297192729474,494.1524700674619
72,2020-04-03,396,67.08231700145812,251.91411189377118,True,73,369.8692065089114,494.1524700674619
73,2020-04-04,407,67.08231700145812,251.91411189377118,True,74,386.0568482808062,494.1524700674619
74,2020-04-05,407,67.08231700145812,251.91411189377118,True,75,400.83307934611514,494.1524700674619
75,2020-04-06,411,67.08231700145812,251.91411189377118,True,76,414.1858814665921,494.1524700674619
76,2020-04-07,411,67.08231700145812,251.91411189377118,True,77,426.1430677490279,494.1524700674619
77,2020-04-08,415,67.08231700145812,251.91411189377118,True,78,436.7635641226283,494.1524700674619
78,2020-04-09,420,67.08231700145812,251.91411189377118,True,79,446.1287038818771,494.1524700674619
79,2020-04-10,428,67.08231700145812,251.91411189377118,True,80,454.3342607270247,494.1524700674619
