,Report_Date,Canada_ontario_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
51,2020-03-13,74,85.3072666130347,9565.727613262168,False,52,211.2187998136888,19131.45522652433
52,2020-03-14,79,85.3072666130347,9565.727613262168,False,53,241.352600703079,19131.45522652433
53,2020-03-15,104,85.3072666130347,9565.727613262168,False,54,275.72282888197503,19131.45522652433
54,2020-03-16,177,85.3072666130347,9565.727613262168,False,55,314.9060137077863,19131.45522652433
55,2020-03-17,185,85.3072666130347,9565.727613262168,False,56,359.5513709041223,19131.45522652433
56,2020-03-18,221,85.3072666130347,9565.727613262168,False,57,410.38821396078083,19131.45522652433
57,2020-03-19,257,85.3072666130347,9565.727613262168,False,58,468.2335728733461,19131.45522652433
58,2020-03-20,308,85.3072666130347,9565.727613262168,False,59,533.9998263758506,19131.45522652433
59,2020-03-21,377,85.3072666130347,9565.727613262168,False,60,608.70207611089,19131.45522652433
60,2020-03-22,425,85.3072666130347,9565.727613262168,False,61,693.4648952084297,19131.45522652433
61,2020-03-23,503,85.3072666130347,9565.727613262168,False,62,789.527967946442,19131.45522652433
62,2020-03-24,588,85.3072666130347,9565.727613262168,False,63,898.2500011614001,19131.45522652433
63,2020-03-25,688,85.3072666130347,9565.727613262168,False,64,1021.1101334878473,19131.45522652433
64,2020-03-26,858,85.3072666130347,9565.727613262168,False,65,1159.7059000642503,19131.45522652433
65,2020-03-27,994,85.3072666130347,9565.727613262168,False,66,1315.7466372649658,19131.45522652433
66,2020-03-28,1144,85.3072666130347,9565.727613262168,False,67,1491.0410496083007,19131.45522652433
67,2020-03-29,1355,85.3072666130347,9565.727613262168,False,68,1687.4775322799903,19131.45522652433
68,2020-03-30,1706,85.3072666130347,9565.727613262168,False,69,1906.9957798191406,19131.45522652433
69,2020-03-31,1966,85.3072666130347,9565.727613262168,False,70,2151.5482561714052,19131.45522652433
70,2020-04-01,2392,85.3072666130347,9565.727613262168,False,71,2423.0503037613053,19131.45522652433
71,2020-04-02,2793,85.3072666130347,9565.727613262168,False,72,2723.3180844802346,19131.45522652433
72,2020-04-03,3255,85.3072666130347,9565.727613262168,False,73,3053.9942258530164,19131.45522652433
73,2020-04-04,3630,85.3072666130347,9565.727613262168,False,74,3416.4620287988487,19131.45522652433
74,2020-04-05,4354,85.3072666130347,9565.727613262168,False,75,3811.7503858222462,19131.45522652433
75,2020-04-06,4347,85.3072666130347,9565.727613262168,False,76,4240.433115865308,19131.45522652433
76,2020-04-07,4726,85.3072666130347,9565.727613262168,False,77,4702.528130392304,19131.45522652433
77,2020-04-08,5276,85.3072666130347,9565.727613262168,False,78,5197.403508660324,19131.45522652433
78,2020-04-09,5759,85.3072666130347,9565.727613262168,False,79,5723.698903666467,19131.45522652433
79,2020-04-10,6237,85.3072666130347,9565.727613262168,False,80,6279.271396130511,19131.45522652433
