,Report_Date,Rwanda_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
113,2020-05-14,287,405.94936949763087,498223.2689959418,False,114,252.61544015613075,996446.5379918833
114,2020-05-15,287,405.94936949763087,498223.2689959418,False,115,259.8804028348207,996446.5379918833
115,2020-05-16,289,405.94936949763087,498223.2689959418,False,116,267.3542423656373,996446.5379918833
116,2020-05-17,292,405.94936949763087,498223.2689959418,False,117,275.0429609503842,996446.5379918833
117,2020-05-18,297,405.94936949763087,498223.2689959418,False,118,282.9527330768699,996446.5379918833
118,2020-05-19,308,405.94936949763087,498223.2689959418,False,119,291.0899104530346,996446.5379918833
119,2020-05-20,314,405.94936949763087,498223.2689959418,False,120,299.46102708173476,996446.5379918833
120,2020-05-21,320,405.94936949763087,498223.2689959418,False,121,308.07280448015933,996446.5379918833
121,2020-05-22,321,405.94936949763087,498223.2689959418,False,122,316.93215704795875,996446.5379918833
122,2020-05-23,325,405.94936949763087,498223.2689959418,False,123,326.0461975882802,996446.5379918833
123,2020-05-24,327,405.94936949763087,498223.2689959418,False,124,335.4222429860219,996446.5379918833
124,2020-05-25,336,405.94936949763087,498223.2689959418,False,125,345.0678200477328,996446.5379918833
125,2020-05-26,339,405.94936949763087,498223.2689959418,False,126,354.990671507712,996446.5379918833
126,2020-05-27,346,405.94936949763087,498223.2689959418,False,127,365.1987622049814,996446.5379918833
127,2020-05-28,349,405.94936949763087,498223.2689959418,False,128,375.7002854359386,996446.5379918833
128,2020-05-29,355,405.94936949763087,498223.2689959418,False,129,386.50366948762604,996446.5379918833
129,2020-05-30,359,405.94936949763087,498223.2689959418,False,130,397.6175843566871,996446.5379918833
130,2020-05-31,370,405.94936949763087,498223.2689959418,False,131,409.05094865922257,996446.5379918833
131,2020-06-01,377,405.94936949763087,498223.2689959418,False,132,420.8129367368973,996446.5379918833
132,2020-06-02,384,405.94936949763087,498223.2689959418,False,133,432.9129859647977,996446.5379918833
133,2020-06-03,397,405.94936949763087,498223.2689959418,False,134,445.3608042666876,996446.5379918833
134,2020-06-04,410,405.94936949763087,498223.2689959418,False,135,458.1663778434661,996446.5379918833
135,2020-06-05,420,405.94936949763087,498223.2689959418,False,136,471.33997912078394,996446.5379918833
136,2020-06-06,431,405.94936949763087,498223.2689959418,False,137,484.89217492194183,996446.5379918833
137,2020-06-07,439,405.94936949763087,498223.2689959418,False,138,498.8338348723541,996446.5379918833
138,2020-06-08,451,405.94936949763087,498223.2689959418,False,139,513.176140042037,996446.5379918833
139,2020-06-09,463,405.94936949763087,498223.2689959418,False,140,527.9305918327465,996446.5379918833
140,2020-06-10,476,405.94936949763087,498223.2689959418,False,141,543.1090211165754,996446.5379918833
141,2020-06-11,494,405.94936949763087,498223.2689959418,False,142,558.7235976330023,996446.5379918833
142,2020-06-12,510,405.94936949763087,498223.2689959418,False,143,574.7868396515622,996446.5379918833
143,2020-06-13,541,405.94936949763087,498223.2689959418,False,144,591.3116239075157,996446.5379918833
144,2020-06-14,582,405.94936949763087,498223.2689959418,False,145,608.3111958180718,996446.5379918833
145,2020-06-15,612,405.94936949763087,498223.2689959418,False,146,625.7991799869391,996446.5379918833
146,2020-06-16,636,405.94936949763087,498223.2689959418,False,147,643.7895910051714,996446.5379918833
147,2020-06-17,639,405.94936949763087,498223.2689959418,False,148,662.296844556486,996446.5379918833
148,2020-06-18,646,405.94936949763087,498223.2689959418,False,149,681.3357688354629,996446.5379918833
149,2020-06-19,661,405.94936949763087,498223.2689959418,False,150,700.921616287226,996446.5379918833
150,2020-06-20,702,405.94936949763087,498223.2689959418,False,151,721.07007567747,996446.5379918833
151,2020-06-21,728,405.94936949763087,498223.2689959418,False,152,741.7972845018869,996446.5379918833
152,2020-06-22,787,405.94936949763087,498223.2689959418,False,153,763.1198417443195,996446.5379918833
153,2020-06-23,798,405.94936949763087,498223.2689959418,False,154,785.0548209931865,996446.5379918833
154,2020-06-24,830,405.94936949763087,498223.2689959418,False,155,807.6197839259738,996446.5379918833
155,2020-06-25,850,405.94936949763087,498223.2689959418,False,156,830.8327941718611,996446.5379918833
156,2020-06-26,858,405.94936949763087,498223.2689959418,False,157,854.7124315627678,996446.5379918833
157,2020-06-27,878,405.94936949763087,498223.2689959418,False,158,879.2778067834232,996446.5379918833
158,2020-06-28,900,405.94936949763087,498223.2689959418,False,159,904.5485764312729,996446.5379918833
159,2020-06-29,1001,405.94936949763087,498223.2689959418,False,160,930.5449584973686,996446.5379918833
160,2020-06-30,1025,405.94936949763087,498223.2689959418,False,161,957.2877482796181,996446.5379918833
161,2020-07-01,1042,405.94936949763087,498223.2689959418,False,162,984.7983347400965,996446.5379918833
162,2020-07-02,1063,405.94936949763087,498223.2689959418,False,163,1013.0987173183963,996446.5379918833
163,2020-07-03,1081,405.94936949763087,498223.2689959418,False,164,1042.2115232132828,996446.5379918833
164,2020-07-04,1092,405.94936949763087,498223.2689959418,False,165,1072.160025145259,996446.5379918833
165,2020-07-05,1105,405.94936949763087,498223.2689959418,False,166,1102.9681596129099,996446.5379918833
166,2020-07-06,1113,405.94936949763087,498223.2689959418,False,167,1134.6605456562593,996446.5379918833
167,2020-07-07,1172,405.94936949763087,498223.2689959418,False,168,1167.26250414065,996446.5379918833
168,2020-07-08,1172,405.94936949763087,498223.2689959418,False,169,1200.8000775750331,996446.5379918833
