,Report_Date,UK_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
46,2020-03-08,482,92.96895677890784,138884.32210414065,True,47,8849.345193623949,277302.99732299667
47,2020-03-09,629,92.96895677890784,138884.32210414065,True,48,9508.244576088437,277302.99732299667
48,2020-03-10,887,92.96895677890784,138884.32210414065,True,49,10214.340464382361,277302.99732299667
49,2020-03-11,1298,92.96895677890784,138884.32210414065,True,50,10970.727646280726,277302.99732299667
50,2020-03-12,1787,92.96895677890784,138884.32210414065,True,51,11780.660187862124,277302.99732299667
51,2020-03-13,2266,92.96895677890784,138884.32210414065,True,52,12647.552806100175,277302.99732299667
52,2020-03-14,2630,92.96895677890784,138884.32210414065,True,53,13574.981001388534,277302.99732299667
53,2020-03-15,3072,92.96895677890784,138884.32210414065,True,54,14566.679724089732,277302.99732299667
54,2020-03-16,3684,92.96895677890784,138884.32210414065,True,55,15626.54032768509,277302.99732299667
55,2020-03-17,4452,92.96895677890784,138884.32210414065,True,56,16758.60554015412,277302.99732299667
56,2020-03-18,5451,92.96895677890784,138884.32210414065,True,57,17967.062165586773,277302.99732299667
57,2020-03-19,6506,92.96895677890784,138884.32210414065,True,58,19256.231210670856,277302.99732299667
58,2020-03-20,7760,92.96895677890784,138884.32210414065,True,59,20630.555116728454,277302.99732299667
59,2020-03-21,8957,92.96895677890784,138884.32210414065,True,60,22094.581768732507,277302.99732299667
60,2020-03-22,10333,92.96895677890784,138884.32210414065,True,61,23652.944949757923,277302.99732299667
61,2020-03-23,12668,92.96895677890784,138884.32210414065,True,62,25310.34091434556,277302.99732299667
62,2020-03-24,15039,92.96895677890784,138884.32210414065,True,63,27071.50076919911,277302.99732299667
63,2020-03-25,17732,92.96895677890784,138884.32210414065,True,64,28941.15837654218,277302.99732299667
64,2020-03-26,20816,92.96895677890784,138884.32210414065,True,65,30924.013536466413,277302.99732299667
65,2020-03-27,24017,92.96895677890784,138884.32210414065,True,66,33024.69026181033,277302.99732299667
66,2020-03-28,26839,92.96895677890784,138884.32210414065,True,67,35247.69003451228,277302.99732299667
67,2020-03-29,29696,92.96895677890784,138884.32210414065,True,68,37597.34002768216,277302.99732299667
68,2020-03-30,33969,92.96895677890784,138884.32210414065,True,69,40077.736394083826,277302.99732299667
69,2020-03-31,38484,92.96895677890784,138884.32210414065,True,70,42692.68285989798,277302.99732299667
70,2020-04-01,43398,92.96895677890784,138884.32210414065,True,71,45445.6250222226,277302.99732299667
71,2020-04-02,48263,92.96895677890784,138884.32210414065,True,72,48339.58092831556,277302.99732299667
72,2020-04-03,53178,92.96895677890784,138884.32210414065,True,73,51377.0687112541,277302.99732299667
73,2020-04-04,57198,92.96895677890784,138884.32210414065,True,74,54560.03226606855,277302.99732299667
74,2020-04-05,60792,92.96895677890784,138884.32210414065,True,75,57889.766166337125,277302.99732299667
75,2020-04-06,66067,92.96895677890784,138884.32210414065,True,76,61366.8412357392,277302.99732299667
76,2020-04-07,71517,92.96895677890784,138884.32210414065,True,77,64991.03239241827,277302.99732299667
77,2020-04-08,76646,92.96895677890784,138884.32210414065,True,78,68761.25056489457,277302.99732299667
78,2020-04-09,81498,92.96895677890784,138884.32210414065,True,79,72675.48062420012,277302.99732299667
79,2020-04-10,85813,92.96895677890784,138884.32210414065,True,80,76730.72737474533,277302.99732299667
80,2020-04-11,89390,92.96895677890784,138884.32210414065,True,81,80922.97168317546,277302.99732299667
81,2020-04-12,92885,92.96895677890784,138884.32210414065,True,82,85247.13878817428,277302.99732299667
82,2020-04-13,97068,92.96895677890784,138884.32210414065,True,83,89697.08071498196,277302.99732299667
83,2020-04-14,101393,92.96895677890784,138884.32210414065,True,84,94265.5745096568,277302.99732299667
84,2020-04-15,106458,92.96895677890784,138884.32210414065,True,85,98944.33770743072,277302.99732299667
85,2020-04-16,111756,92.96895677890784,138884.32210414065,True,86,103724.06205963792,277302.99732299667
86,2020-04-17,116721,92.96895677890784,138884.32210414065,True,87,108594.46607313007,277302.99732299667
87,2020-04-18,121437,92.96895677890784,138884.32210414065,True,88,113544.36637931694,277302.99732299667
88,2020-04-19,125289,92.96895677890784,138884.32210414065,True,89,118561.76736716153,277302.99732299667
89,2020-04-20,130147,92.96895677890784,138884.32210414065,True,90,123633.96791070978,277302.99732299667
90,2020-04-21,134907,92.96895677890784,138884.32210414065,True,91,128747.68342571893,277302.99732299667
91,2020-04-22,140397,92.96895677890784,138884.32210414065,True,92,133889.18093213873,277302.99732299667
92,2020-04-23,145540,92.96895677890784,138884.32210414065,True,93,139044.42430978568,277302.99732299667
93,2020-04-24,150513,92.96895677890784,138884.32210414065,True,94,144199.226541152,277302.99732299667
94,2020-04-25,154261,92.96895677890784,138884.32210414065,True,95,149339.4054608425,277302.99732299667
95,2020-04-26,157729,92.96895677890784,138884.32210414065,True,96,154450.93939196132,277302.99732299667
96,2020-04-27,162431,92.96895677890784,138884.32210414065,True,97,159520.1190542733,277302.99732299667
97,2020-04-28,167152,92.96895677890784,138884.32210414065,True,98,164533.6922768636,277302.99732299667
98,2020-04-29,172587,92.96895677890784,138884.32210414065,True,99,169478.9983304068,277302.99732299667
99,2020-04-30,177543,92.96895677890784,138884.32210414065,True,100,174344.08909424,277302.99732299667
100,2020-05-01,182270,92.96895677890784,138884.32210414065,True,101,179117.8347679398,277302.99732299667
101,2020-05-02,185491,92.96895677890784,138884.32210414065,True,102,183790.01239817616,277302.99732299667
102,2020-05-03,188465,92.96895677890784,138884.32210414065,True,103,188351.37608898952,277302.99732299667
103,2020-05-04,191843,92.96895677890784,138884.32210414065,True,104,192793.70836689766,277302.99732299667
104,2020-05-05,195527,92.96895677890784,138884.32210414065,True,105,197109.8527528692,277302.99732299667
105,2020-05-06,199358,92.96895677890784,138884.32210414065,True,106,201293.72812640225,277302.99732299667
106,2020-05-07,203125,92.96895677890784,138884.32210414065,True,107,205340.32593285802,277302.99732299667
107,2020-05-08,206174,92.96895677890784,138884.32210414065,True,108,209245.69166972203,277302.99732299667
108,2020-05-09,208324,92.96895677890784,138884.32210414065,True,109,213006.89238245826,277302.99732299667
109,2020-05-10,210645,92.96895677890784,138884.32210414065,True,110,216621.9721036807,277302.99732299667
110,2020-05-11,214228,92.96895677890784,138884.32210414065,True,111,220089.89728317948,277302.99732299667
111,2020-05-12,217617,92.96895677890784,138884.32210414065,True,112,223410.49428779015,277302.99732299667
112,2020-05-13,220915,92.96895677890784,138884.32210414065,True,113,226584.38100918953,277302.99732299667
113,2020-05-14,223524,92.96895677890784,138884.32210414065,True,114,229612.89451649165,277302.99732299667
114,2020-05-15,226041,92.96895677890784,138884.32210414065,True,115,232498.01654204144,277302.99732299667
115,2020-05-16,228106,92.96895677890784,138884.32210414065,True,116,235242.298406159,277302.99732299667
116,2020-05-17,229932,92.96895677890784,138884.32210414065,True,117,237848.78678223197,277302.99732299667
117,2020-05-18,232506,92.96895677890784,138884.32210414065,True,118,240320.951488685,277302.99732299667
118,2020-05-19,235547,92.96895677890784,138884.32210414065,True,119,242662.6162786222,277302.99732299667
119,2020-05-20,238253,92.96895677890784,138884.32210414065,True,120,244877.89338918173,277302.99732299667
120,2020-05-21,240795,92.96895677890784,138884.32210414065,True,121,246971.12241692466,277302.99732299667
121,2020-05-22,242825,92.96895677890784,138884.32210414065,True,122,248946.81390720434,277302.99732299667
122,2020-05-23,244332,92.96895677890784,138884.32210414065,True,123,250809.59788717542,277302.99732299667
123,2020-05-24,245680,92.96895677890784,138884.32210414065,True,124,252564.17743527415,277302.99732299667
124,2020-05-25,247287,92.96895677890784,138884.32210414065,True,125,254215.28726489126,277302.99732299667
125,2020-05-26,248937,92.96895677890784,138884.32210414065,True,126,255767.65720593632,277302.99732299667
126,2020-05-27,250739,92.96895677890784,138884.32210414065,True,127,257225.98039377123,277302.99732299667
127,2020-05-28,252473,92.96895677890784,138884.32210414065,True,128,258594.88591884635,277302.99732299667
128,2020-05-29,253977,92.96895677890784,138884.32210414065,True,129,259878.91565030886,277302.99732299667
129,2020-05-30,255076,92.96895677890784,138884.32210414065,True,130,261082.50492074835,277302.99732299667
130,2020-05-31,256145,92.96895677890784,138884.32210414065,True,131,262209.96674497816,277302.99732299667
131,2020-06-01,257579,92.96895677890784,138884.32210414065,True,132,263265.47924127674,277302.99732299667
132,2020-06-02,259046,92.96895677890784,138884.32210414065,True,133,264253.0759269299,277302.99732299667
133,2020-06-03,260388,92.96895677890784,138884.32210414065,True,134,265176.6385694909,277302.99732299667
134,2020-06-04,261622,92.96895677890784,138884.32210414065,True,135,266039.89228939335,277302.99732299667
135,2020-06-05,262727,92.96895677890784,138884.32210414065,True,136,266846.40262708213,277302.99732299667
136,2020-06-06,263518,92.96895677890784,138884.32210414065,True,137,267599.5743075637,277302.99732299667
137,2020-06-07,264235,92.96895677890784,138884.32210414065,True,138,268302.6514562772,277302.99732299667
138,2020-06-08,265321,92.96895677890784,138884.32210414065,True,139,268958.71904171695,277302.99732299667
139,2020-06-09,266474,92.96895677890784,138884.32210414065,True,140,269570.7053416915,277302.99732299667
140,2020-06-10,267656,92.96895677890784,138884.32210414065,True,141,270141.3852510256,277302.99732299667
141,2020-06-11,268657,92.96895677890784,138884.32210414065,True,142,270673.38426857645,277302.99732299667
142,2020-06-12,269710,92.96895677890784,138884.32210414065,True,143,271169.1830203803,277302.99732299667
143,2020-06-13,270597,92.96895677890784,138884.32210414065,True,144,271631.1221934427,277302.99732299667
144,2020-06-14,271404,92.96895677890784,138884.32210414065,True,145,272061.407771018,277302.99732299667
145,2020-06-15,272430,92.96895677890784,138884.32210414065,True,146,272462.11647517356,277302.99732299667
146,2020-06-16,273507,92.96895677890784,138884.32210414065,True,147,272835.20133599424,277302.99732299667
147,2020-06-17,274504,92.96895677890784,138884.32210414065,True,148,273182.4973189905,277302.99732299667
148,2020-06-18,275524,92.96895677890784,138884.32210414065,True,149,273505.72695318895,277302.99732299667
149,2020-06-19,276504,92.96895677890784,138884.32210414065,True,150,273806.50591207255,277302.99732299667
150,2020-06-20,277170,92.96895677890784,138884.32210414065,True,151,274086.3485080894,277302.99732299667
151,2020-06-21,277792,92.96895677890784,138884.32210414065,True,152,274346.67306894384,277302.99732299667
152,2020-06-22,278684,92.96895677890784,138884.32210414065,True,153,274588.80717041873,277302.99732299667
153,2020-06-23,279566,92.96895677890784,138884.32210414065,True,154,274813.9927061346,277302.99732299667
154,2020-06-24,280340,92.96895677890784,138884.32210414065,True,155,275023.39077952364,277302.99732299667
155,2020-06-25,281037,92.96895677890784,138884.32210414065,True,156,275218.08640746033,277302.99732299667
156,2020-06-26,281675,92.96895677890784,138884.32210414065,True,157,275399.0930285282,277302.99732299667
157,2020-06-27,282308,92.96895677890784,138884.32210414065,True,158,275567.35681188275,277302.99732299667
158,2020-06-28,282703,92.96895677890784,138884.32210414065,True,159,275723.7607651644,277302.99732299667
159,2020-06-29,283307,92.96895677890784,138884.32210414065,True,160,275869.1286419766,277302.99732299667
160,2020-06-30,283710,92.96895677890784,138884.32210414065,True,161,276004.22865113715,277302.99732299667
161,2020-07-01,283770,92.96895677890784,138884.32210414065,True,162,276129.7769712748,277302.99732299667
162,2020-07-02,283774,92.96895677890784,138884.32210414065,True,163,276246.44107543345,277302.99732299667
163,2020-07-03,284276,92.96895677890784,138884.32210414065,True,164,276354.84287119174,277302.99732299667
164,2020-07-04,284900,92.96895677890784,138884.32210414065,True,165,276455.56166244845,277302.99732299667
165,2020-07-05,285416,92.96895677890784,138884.32210414065,True,166,276549.1369394966,277302.99732299667
166,2020-07-06,285768,92.96895677890784,138884.32210414065,True,167,276636.0710043268,277302.99732299667
167,2020-07-07,286349,92.96895677890784,138884.32210414065,True,168,276716.8314383035,277302.99732299667
168,2020-07-08,286349,92.96895677890784,138884.32210414065,True,169,276791.85341945407,277302.99732299667
