,Report_Date,Madagascar_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
44,2020-03-06,0,74.64970417389385,70.77583079672068,True,45,1.4472032837971198,132.43396354860954
45,2020-03-07,0,74.64970417389385,70.77583079672068,True,46,1.6856571781758245,132.43396354860954
46,2020-03-08,0,74.64970417389385,70.77583079672068,True,47,1.9628503799081416,132.43396354860954
47,2020-03-09,0,74.64970417389385,70.77583079672068,True,48,2.2848812042848814,132.43396354860954
48,2020-03-10,0,74.64970417389385,70.77583079672068,True,49,2.658739010670572,132.43396354860954
49,2020-03-11,0,74.64970417389385,70.77583079672068,True,50,3.0924100286639855,132.43396354860954
50,2020-03-12,0,74.64970417389385,70.77583079672068,True,51,3.5949869046810323,132.43396354860954
51,2020-03-13,0,74.64970417389385,70.77583079672068,True,52,4.176778389817853,132.43396354860954
52,2020-03-14,0,74.64970417389385,70.77583079672068,True,53,4.849413914450842,132.43396354860954
53,2020-03-15,0,74.64970417389385,70.77583079672068,True,54,5.625935669066372,132.43396354860954
54,2020-03-16,0,74.64970417389385,70.77583079672068,True,55,6.520868196084853,132.43396354860954
55,2020-03-17,0,74.64970417389385,70.77583079672068,True,56,7.550252399616215,132.43396354860954
56,2020-03-18,0,74.64970417389385,70.77583079672068,True,57,8.731627381925069,132.43396354860954
57,2020-03-19,0,74.64970417389385,70.77583079672068,True,58,10.083939821522927,132.43396354860954
58,2020-03-20,3,74.64970417389385,70.77583079672068,True,59,11.627357099741193,132.43396354860954
59,2020-03-21,3,74.64970417389385,70.77583079672068,True,60,13.382957677981958,132.43396354860954
60,2020-03-22,3,74.64970417389385,70.77583079672068,True,61,15.372271229891805,132.43396354860954
61,2020-03-23,12,74.64970417389385,70.77583079672068,True,62,17.616642945470424,132.43396354860954
62,2020-03-24,17,74.64970417389385,70.77583079672068,True,63,20.136402695018234,132.43396354860954
63,2020-03-25,19,74.64970417389385,70.77583079672068,True,64,22.949831883132305,132.43396354860954
64,2020-03-26,23,74.64970417389385,70.77583079672068,True,65,26.071940071346514,132.43396354860954
65,2020-03-27,26,74.64970417389385,70.77583079672068,True,66,29.513090225773993,132.43396354860954
66,2020-03-28,26,74.64970417389385,70.77583079672068,True,67,33.27754468572578,132.43396354860954
67,2020-03-29,39,74.64970417389385,70.77583079672068,True,68,37.3620404136271,132.43396354860954
68,2020-03-30,43,74.64970417389385,70.77583079672068,True,69,41.75453596765658,132.43396354860954
69,2020-03-31,57,74.64970417389385,70.77583079672068,True,70,46.4332958085549,132.43396354860954
70,2020-04-01,57,74.64970417389385,70.77583079672068,True,71,51.36648081400389,132.43396354860954
71,2020-04-02,59,74.64970417389385,70.77583079672068,True,72,56.51238931279986,132.43396354860954
72,2020-04-03,70,74.64970417389385,70.77583079672068,True,73,61.82043699869325,132.43396354860954
73,2020-04-04,70,74.64970417389385,70.77583079672068,True,74,67.23288032335759,132.43396354860954
74,2020-04-05,72,74.64970417389385,70.77583079672068,True,75,72.68718833048219,132.43396354860954
75,2020-04-06,82,74.64970417389385,70.77583079672068,True,76,78.11887111367597,132.43396354860954
76,2020-04-07,88,74.64970417389385,70.77583079672068,True,77,83.46450023502152,132.43396354860954
77,2020-04-08,93,74.64970417389385,70.77583079672068,True,78,88.66462476538754,132.43396354860954
78,2020-04-09,93,74.64970417389385,70.77583079672068,True,79,93.66630390565498,132.43396354860954
79,2020-04-10,93,74.64970417389385,70.77583079672068,True,80,98.42503913658587,132.43396354860954
80,2020-04-11,102,74.64970417389385,70.77583079672068,True,81,102.9059806190954,132.43396354860954
81,2020-04-12,102,74.64970417389385,70.77583079672068,True,82,107.08438352863224,132.43396354860954
