,Report_Date,China_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,81250,18.870367214761533,40803.767732122855,True,59,81594.57779073299,81607.52763421467
59,2020-03-21,81305,18.870367214761533,40803.767732122855,True,60,81597.11543359555,81607.52763421467
60,2020-03-22,81435,18.870367214761533,40803.767732122855,True,61,81599.15615315027,81607.52763421467
61,2020-03-23,81498,18.870367214761533,40803.767732122855,True,62,81600.79723929349,81607.52763421467
62,2020-03-24,81591,18.870367214761533,40803.767732122855,True,63,81602.1169404372,81607.52763421467
63,2020-03-25,81661,18.870367214761533,40803.767732122855,True,64,81603.17818803813,81607.52763421467
64,2020-03-26,81782,18.870367214761533,40803.767732122855,True,65,81604.03159340174,81607.52763421467
65,2020-03-27,81897,18.870367214761533,40803.767732122855,True,66,81604.71785866843,81607.52763421467
66,2020-03-28,81999,18.870367214761533,40803.767732122855,True,67,81605.26971631538,81607.52763421467
67,2020-03-29,82122,18.870367214761533,40803.767732122855,True,68,81605.71348925898,81607.52763421467
68,2020-03-30,82198,18.870367214761533,40803.767732122855,True,69,81606.07034569827,81607.52763421467
69,2020-03-31,82279,18.870367214761533,40803.767732122855,True,70,81606.35730837905,81607.52763421467
70,2020-04-01,82361,18.870367214761533,40803.767732122855,True,71,81606.58806630813,81607.52763421467
71,2020-04-02,82432,18.870367214761533,40803.767732122855,True,72,81606.77362756485,81607.52763421467
72,2020-04-03,82511,18.870367214761533,40803.767732122855,True,73,81606.92284430344,81607.52763421467
73,2020-04-04,82543,18.870367214761533,40803.767732122855,True,74,81607.04283496087,81607.52763421467
74,2020-04-05,82602,18.870367214761533,40803.767732122855,True,75,81607.13932379117,81607.52763421467
75,2020-04-06,82665,18.870367214761533,40803.767732122855,True,76,81607.21691391138,81607.52763421467
76,2020-04-07,82718,18.870367214761533,40803.767732122855,True,77,81607.27930687669,81607.52763421467
77,2020-04-08,82809,18.870367214761533,40803.767732122855,True,78,81607.32947925429,81607.52763421467
78,2020-04-09,82883,18.870367214761533,40803.767732122855,True,79,81607.36982461669,81607.52763421467
79,2020-04-10,82941,18.870367214761533,40803.767732122855,True,80,81607.40226772561,81607.52763421467
80,2020-04-11,83014,18.870367214761533,40803.767732122855,True,81,81607.42835635318,81607.52763421467
81,2020-04-12,83134,18.870367214761533,40803.767732122855,True,82,81607.44933511925,81607.52763421467
82,2020-04-13,82160,18.870367214761533,40803.767732122855,True,83,81607.46620486738,81607.52763421467
