,Report_Date,Canada_new brunswick_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,11,71.11000293817366,72.92885974502663,True,58,15.595747708528826,139.3147703222912
58,2020-03-20,11,71.11000293817366,72.92885974502663,True,59,17.998423183265455,139.3147703222912
59,2020-03-21,17,71.11000293817366,72.92885974502663,True,60,20.71239719330351,139.3147703222912
60,2020-03-22,17,71.11000293817366,72.92885974502663,True,61,23.759562936223936,139.3147703222912
61,2020-03-23,17,71.11000293817366,72.92885974502663,True,62,27.15773765332919,139.3147703222912
62,2020-03-24,18,71.11000293817366,72.92885974502663,True,63,30.918856776333214,139.3147703222912
63,2020-03-25,18,71.11000293817366,72.92885974502663,True,64,35.04706460866449,139.3147703222912
64,2020-03-26,33,71.11000293817366,72.92885974502663,True,65,39.53686181091537,139.3147703222912
65,2020-03-27,45,71.11000293817366,72.92885974502663,True,66,44.371520143304764,139.3147703222912
66,2020-03-28,51,71.11000293817366,72.92885974502663,True,67,49.52200635351311,139.3147703222912
67,2020-03-29,66,71.11000293817366,72.92885974502663,True,68,54.94665458426463,139.3147703222912
68,2020-03-30,68,71.11000293817366,72.92885974502663,True,69,60.59177813190723,139.3147703222912
69,2020-03-31,70,71.11000293817366,72.92885974502663,True,70,66.39331348866804,139.3147703222912
70,2020-04-01,81,71.11000293817366,72.92885974502663,True,71,72.27945234939654,139.3147703222912
71,2020-04-02,91,71.11000293817366,72.92885974502663,True,72,78.17406482222405,139.3147703222912
72,2020-04-03,91,71.11000293817366,72.92885974502663,True,73,84.000583060554,139.3147703222912
73,2020-04-04,91,71.11000293817366,72.92885974502663,True,74,89.68593229015089,139.3147703222912
74,2020-04-05,98,71.11000293817366,72.92885974502663,True,75,95.16408757353388,139.3147703222912
75,2020-04-06,103,71.11000293817366,72.92885974502663,True,76,100.37890197880108,139.3147703222912
76,2020-04-07,105,71.11000293817366,72.92885974502663,True,77,105.28597707881838,139.3147703222912
77,2020-04-08,105,71.11000293817366,72.92885974502663,True,78,109.85349814671002,139.3147703222912
78,2020-04-09,108,71.11000293817366,72.92885974502663,True,79,114.06209952385699,139.3147703222912
79,2020-04-10,112,71.11000293817366,72.92885974502663,True,80,117.90393356763923,139.3147703222912
