,Report_Date,Somalia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
90,2020-04-21,286,121.03367713699478,1533.394399068233,True,91,314.8438680866563,3020.77418156611
91,2020-04-22,286,121.03367713699478,1533.394399068233,True,92,335.83053954055015,3020.77418156611
92,2020-04-23,328,121.03367713699478,1533.394399068233,True,93,358.03412562914457,3020.77418156611
93,2020-04-24,328,121.03367713699478,1533.394399068233,True,94,381.50063977443773,3020.77418156611
94,2020-04-25,390,121.03367713699478,1533.394399068233,True,95,406.27452526306894,3020.77418156611
95,2020-04-26,436,121.03367713699478,1533.394399068233,True,96,432.3981257627353,3020.77418156611
96,2020-04-27,480,121.03367713699478,1533.394399068233,True,97,459.9111112921304,3020.77418156611
97,2020-04-28,528,121.03367713699478,1533.394399068233,True,98,488.8498627631971,3020.77418156611
98,2020-04-29,582,121.03367713699478,1533.394399068233,True,99,519.246819737035,3020.77418156611
99,2020-04-30,601,121.03367713699478,1533.394399068233,True,100,551.129797713867,3020.77418156611
100,2020-05-01,601,121.03367713699478,1533.394399068233,True,101,584.521283081337,3020.77418156611
101,2020-05-02,671,121.03367713699478,1533.394399068233,True,102,619.4377157287148,3020.77418156611
102,2020-05-03,722,121.03367713699478,1533.394399068233,True,103,655.8887712374334,3020.77418156611
103,2020-05-04,756,121.03367713699478,1533.394399068233,True,104,693.8766564062936,3020.77418156611
104,2020-05-05,835,121.03367713699478,1533.394399068233,True,105,733.3954335746015,3020.77418156611
105,2020-05-06,873,121.03367713699478,1533.394399068233,True,106,774.4303906690182,3020.77418156611
106,2020-05-07,928,121.03367713699478,1533.394399068233,True,107,816.9574750129244,3020.77418156611
107,2020-05-08,928,121.03367713699478,1533.394399068233,True,108,860.9428095910388,3020.77418156611
108,2020-05-09,997,121.03367713699478,1533.394399068233,True,109,906.3423105512339,3020.77418156611
109,2020-05-10,1054,121.03367713699478,1533.394399068233,True,110,953.1014241562206,3020.77418156611
110,2020-05-11,1089,121.03367713699478,1533.394399068233,True,111,1001.1550000963629,3020.77418156611
111,2020-05-12,1170,121.03367713699478,1533.394399068233,True,112,1050.4273159966585,3020.77418156611
112,2020-05-13,1219,121.03367713699478,1533.394399068233,True,113,1100.8322650879686,3020.77418156611
113,2020-05-14,1284,121.03367713699478,1533.394399068233,True,114,1152.2737154002116,3020.77418156611
114,2020-05-15,1284,121.03367713699478,1533.394399068233,True,115,1204.6460445563762,3020.77418156611
115,2020-05-16,1357,121.03367713699478,1533.394399068233,True,116,1257.8348494315353,3020.77418156611
116,2020-05-17,1421,121.03367713699478,1533.394399068233,True,117,1311.7178247669322,3020.77418156611
117,2020-05-18,1455,121.03367713699478,1533.394399068233,True,118,1366.1657995098506,3020.77418156611
118,2020-05-19,1502,121.03367713699478,1533.394399068233,True,119,1421.0439144268096,3020.77418156611
119,2020-05-20,1573,121.03367713699478,1533.394399068233,True,120,1476.2129196648707,3020.77418156611
120,2020-05-21,1594,121.03367713699478,1533.394399068233,True,121,1531.5305666635743,3020.77418156611
121,2020-05-22,1594,121.03367713699478,1533.394399068233,True,122,1586.8530653767714,3020.77418156611
122,2020-05-23,1594,121.03367713699478,1533.394399068233,True,123,1642.0365753390997,3020.77418156611
123,2020-05-24,1594,121.03367713699478,1533.394399068233,True,124,1696.9386978425673,3020.77418156611
124,2020-05-25,1689,121.03367713699478,1533.394399068233,True,125,1751.4199364469061,3020.77418156611
125,2020-05-26,1711,121.03367713699478,1533.394399068233,True,126,1805.3450942355094,3020.77418156611
126,2020-05-27,1731,121.03367713699478,1533.394399068233,True,127,1858.5845785790698,3020.77418156611
127,2020-05-28,1828,121.03367713699478,1533.394399068233,True,128,1911.01558754912,3020.77418156611
128,2020-05-29,1828,121.03367713699478,1533.394399068233,True,129,1962.5231563469313,3020.77418156611
129,2020-05-30,1916,121.03367713699478,1533.394399068233,True,130,2013.001046953254,3020.77418156611
130,2020-05-31,1976,121.03367713699478,1533.394399068233,True,131,2062.3524694119756,3020.77418156611
131,2020-06-01,2023,121.03367713699478,1533.394399068233,True,132,2110.490628481466,3020.77418156611
132,2020-06-02,2089,121.03367713699478,1533.394399068233,True,133,2157.3390945783894,3020.77418156611
133,2020-06-03,2146,121.03367713699478,1533.394399068233,True,134,2202.8320027836157,3020.77418156611
134,2020-06-04,2204,121.03367713699478,1533.394399068233,True,135,2246.9140879994975,3020.77418156611
135,2020-06-05,2204,121.03367713699478,1533.394399068233,True,136,2289.54056800816,3020.77418156611
136,2020-06-06,2289,121.03367713699478,1533.394399068233,True,137,2330.6768890954886,3020.77418156611
137,2020-06-07,2334,121.03367713699478,1533.394399068233,True,138,2370.298351036826,3020.77418156611
138,2020-06-08,2368,121.03367713699478,1533.394399068233,True,139,2408.38962959304,3020.77418156611
139,2020-06-09,2416,121.03367713699478,1533.394399068233,True,140,2444.9442152822157,3020.77418156611
140,2020-06-10,2452,121.03367713699478,1533.394399068233,True,141,2479.9637871445752,3020.77418156611
141,2020-06-11,2513,121.03367713699478,1533.394399068233,True,142,2513.457539599112,3020.77418156611
142,2020-06-12,2513,121.03367713699478,1533.394399068233,True,143,2545.4414794048935,3020.77418156611
143,2020-06-13,2579,121.03367713699478,1533.394399068233,True,144,2575.9377082975757,3020.77418156611
144,2020-06-14,2618,121.03367713699478,1533.394399068233,True,145,2604.973705179849,3020.77418156611
145,2020-06-15,2642,121.03367713699478,1533.394399068233,True,146,2632.5816199033507,3020.77418156611
146,2020-06-16,2658,121.03367713699478,1533.394399068233,True,147,2658.797588777913,3020.77418156611
147,2020-06-17,2696,121.03367713699478,1533.394399068233,True,148,2683.6610800573735,3020.77418156611
148,2020-06-18,2719,121.03367713699478,1533.394399068233,True,149,2707.214275840356,3020.77418156611
149,2020-06-19,2719,121.03367713699478,1533.394399068233,True,150,2729.501495135828,3020.77418156611
150,2020-06-20,2755,121.03367713699478,1533.394399068233,True,151,2750.5686613093953,3020.77418156611
151,2020-06-21,2779,121.03367713699478,1533.394399068233,True,152,2770.4628157674833,3020.77418156611
152,2020-06-22,2812,121.03367713699478,1533.394399068233,True,153,2789.2316785622675,3020.77418156611
153,2020-06-23,2812,121.03367713699478,1533.394399068233,True,154,2806.9232556113698,3020.77418156611
154,2020-06-24,2835,121.03367713699478,1533.394399068233,True,155,2823.5854914168344,3020.77418156611
155,2020-06-25,2878,121.03367713699478,1533.394399068233,True,156,2839.2659655266534,3020.77418156611
156,2020-06-26,2878,121.03367713699478,1533.394399068233,True,157,2854.0116304945373,3020.77418156611
157,2020-06-27,2878,121.03367713699478,1533.394399068233,True,158,2867.868588743054,3020.77418156611
158,2020-06-28,2894,121.03367713699478,1533.394399068233,True,159,2880.8819055040667,3020.77418156611
159,2020-06-29,2904,121.03367713699478,1533.394399068233,True,160,2893.095454880939,3020.77418156611
160,2020-06-30,2924,121.03367713699478,1533.394399068233,True,161,2904.5517960321467,3020.77418156611
161,2020-07-01,2924,121.03367713699478,1533.394399068233,True,162,2915.292076499951,3020.77418156611
162,2020-07-02,2944,121.03367713699478,1533.394399068233,True,163,2925.3559597859653,3020.77418156611
163,2020-07-03,2944,121.03367713699478,1533.394399068233,True,164,2934.7815743950723,3020.77418156611
164,2020-07-04,2961,121.03367713699478,1533.394399068233,True,165,2943.6054817188424,3020.77418156611
165,2020-07-05,2997,121.03367713699478,1533.394399068233,True,166,2951.8626602998856,3020.77418156611
166,2020-07-06,3006,121.03367713699478,1533.394399068233,True,167,2959.586504201319,3020.77418156611
167,2020-07-07,3015,121.03367713699478,1533.394399068233,True,168,2966.808833394232,3020.77418156611
168,2020-07-08,3015,121.03367713699478,1533.394399068233,True,169,2973.5599142654605,3020.77418156611
