,Report_Date,Kosovo_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,0,77.26053289429346,181.1716962538474,True,23,0.11154672343375722,315.13227135531764
23,2020-02-14,0,77.26053289429346,181.1716962538474,True,24,0.12946471806363496,315.13227135531764
24,2020-02-15,0,77.26053289429346,181.1716962538474,True,25,0.1502597255091189,315.13227135531764
25,2020-02-16,0,77.26053289429346,181.1716962538474,True,26,0.17439328063111123,315.13227135531764
26,2020-02-17,0,77.26053289429346,181.1716962538474,True,27,0.2024008146792038,315.13227135531764
27,2020-02-18,0,77.26053289429346,181.1716962538474,True,28,0.23490343697370694,315.13227135531764
28,2020-02-19,0,77.26053289429346,181.1716962538474,True,29,0.272621577688963,315.13227135531764
29,2020-02-20,0,77.26053289429346,181.1716962538474,True,30,0.3163907797072037,315.13227135531764
30,2020-02-21,0,77.26053289429346,181.1716962538474,True,31,0.3671799699646158,315.13227135531764
31,2020-02-22,0,77.26053289429346,181.1716962538474,True,32,0.4261125886750559,315.13227135531764
32,2020-02-23,0,77.26053289429346,181.1716962538474,True,33,0.49449100873190804,315.13227135531764
33,2020-02-24,0,77.26053289429346,181.1716962538474,True,34,0.5738247378158877,315.13227135531764
34,2020-02-25,0,77.26053289429346,181.1716962538474,True,35,0.6658629624964747,315.13227135531764
35,2020-02-26,0,77.26053289429346,181.1716962538474,True,36,0.7726320668995789,315.13227135531764
36,2020-02-27,0,77.26053289429346,181.1716962538474,True,37,0.8964788379675555,315.13227135531764
37,2020-02-28,0,77.26053289429346,181.1716962538474,True,38,1.040120154088292,315.13227135531764
38,2020-02-29,0,77.26053289429346,181.1716962538474,True,39,1.2067000423060066,315.13227135531764
39,2020-03-01,0,77.26053289429346,181.1716962538474,True,40,1.399855078793808,315.13227135531764
40,2020-03-02,0,77.26053289429346,181.1716962538474,True,41,1.6237891936709066,315.13227135531764
41,2020-03-03,0,77.26053289429346,181.1716962538474,True,42,1.8833590185233426,315.13227135531764
42,2020-03-04,0,77.26053289429346,181.1716962538474,True,43,2.1841709744299442,315.13227135531764
43,2020-03-05,0,77.26053289429346,181.1716962538474,True,44,2.5326913276912926,315.13227135531764
44,2020-03-06,0,77.26053289429346,181.1716962538474,True,45,2.9363704230063665,315.13227135531764
45,2020-03-07,0,77.26053289429346,181.1716962538474,True,46,3.403782216824287,315.13227135531764
46,2020-03-08,0,77.26053289429346,181.1716962538474,True,47,3.944780046811851,315.13227135531764
47,2020-03-09,0,77.26053289429346,181.1716962538474,True,48,4.570669247319866,315.13227135531764
48,2020-03-10,0,77.26053289429346,181.1716962538474,True,49,5.29439670465026,315.13227135531764
49,2020-03-11,0,77.26053289429346,181.1716962538474,True,50,6.130756675897971,315.13227135531764
50,2020-03-12,0,77.26053289429346,181.1716962538474,True,51,7.096611092517932,315.13227135531764
51,2020-03-13,0,77.26053289429346,181.1716962538474,True,52,8.211121040557611,315.13227135531764
52,2020-03-14,0,77.26053289429346,181.1716962538474,True,53,9.495984045587017,315.13227135531764
53,2020-03-15,0,77.26053289429346,181.1716962538474,True,54,10.975669073928927,315.13227135531764
54,2020-03-16,0,77.26053289429346,181.1716962538474,True,55,12.67763767484227,315.13227135531764
55,2020-03-17,0,77.26053289429346,181.1716962538474,True,56,14.632535329897477,315.13227135531764
56,2020-03-18,0,77.26053289429346,181.1716962538474,True,57,16.874331790165083,315.13227135531764
57,2020-03-19,0,77.26053289429346,181.1716962538474,True,58,19.440383001096038,315.13227135531764
58,2020-03-20,0,77.26053289429346,181.1716962538474,True,59,22.371380319274014,315.13227135531764
59,2020-03-21,0,77.26053289429346,181.1716962538474,True,60,25.711145522129446,315.13227135531764
60,2020-03-22,0,77.26053289429346,181.1716962538474,True,61,29.506223331646293,315.13227135531764
61,2020-03-23,0,77.26053289429346,181.1716962538474,True,62,33.80521797020046,315.13227135531764
62,2020-03-24,0,77.26053289429346,181.1716962538474,True,63,38.65781830163587,315.13227135531764
63,2020-03-25,0,77.26053289429346,181.1716962538474,True,64,44.11345957484025,315.13227135531764
64,2020-03-26,71,77.26053289429346,181.1716962538474,True,65,50.21958130704356,315.13227135531764
65,2020-03-27,86,77.26053289429346,181.1716962538474,True,66,57.0194631904555,315.13227135531764
66,2020-03-28,91,77.26053289429346,181.1716962538474,True,67,64.54965643028792,315.13227135531764
67,2020-03-29,94,77.26053289429346,181.1716962538474,True,68,72.83707768239552,315.13227135531764
68,2020-03-30,94,77.26053289429346,181.1716962538474,True,69,81.8958953825253,315.13227135531764
69,2020-03-31,112,77.26053289429346,181.1716962538474,True,70,91.72440875332443,315.13227135531764
70,2020-04-01,125,77.26053289429346,181.1716962538474,True,71,102.30218868547497,315.13227135531764
71,2020-04-02,125,77.26053289429346,181.1716962538474,True,72,113.58780318979032,315.13227135531764
72,2020-04-03,126,77.26053289429346,181.1716962538474,True,73,125.51747162856543,315.13227135531764
73,2020-04-04,135,77.26053289429346,181.1716962538474,True,74,138.0049655883489,315.13227135531764
74,2020-04-05,145,77.26053289429346,181.1716962538474,True,75,150.94298986727418,315.13227135531764
75,2020-04-06,145,77.26053289429346,181.1716962538474,True,76,164.20613535037197,315.13227135531764
76,2020-04-07,170,77.26053289429346,181.1716962538474,True,77,177.65531165839386,315.13227135531764
77,2020-04-08,184,77.26053289429346,181.1716962538474,True,78,191.14337048942298,315.13227135531764
78,2020-04-09,184,77.26053289429346,181.1716962538474,True,79,204.52145823456055,315.13227135531764
79,2020-04-10,250,77.26053289429346,181.1716962538474,True,80,217.64552551889605,315.13227135531764
