,Report_Date,Morocco_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
267,2020-10-15,163650,303.62436286800727,306989.0026468918,True,268,167637.37680861232,461777.8142659025
268,2020-10-16,167148,303.62436286800727,306989.0026468918,True,269,171008.1882185845,461777.8142659025
269,2020-10-17,170911,303.62436286800727,306989.0026468918,True,270,174420.2923324679,461777.8142659025
270,2020-10-18,173632,303.62436286800727,306989.0026468918,True,271,177873.1398955128,461777.8142659025
271,2020-10-19,175749,303.62436286800727,306989.0026468918,True,272,181366.13731194087,461777.8142659025
272,2020-10-20,179003,303.62436286800727,306989.0026468918,True,273,184898.64641895524,461777.8142659025
273,2020-10-21,182580,303.62436286800727,306989.0026468918,True,274,188469.98435005057,461777.8142659025
274,2020-10-22,186731,303.62436286800727,306989.0026468918,True,275,192079.42349093297,461777.8142659025
275,2020-10-23,190416,303.62436286800727,306989.0026468918,True,276,195726.19153111364,461777.8142659025
276,2020-10-24,194461,303.62436286800727,306989.0026468918,True,277,199409.47161395304,461777.8142659025
277,2020-10-25,197481,303.62436286800727,306989.0026468918,True,278,203128.40258763122,461777.8142659025
278,2020-10-26,199745,303.62436286800727,306989.0026468918,True,279,206882.07935918914,461777.8142659025
279,2020-10-27,203733,303.62436286800727,306989.0026468918,True,280,210669.5533534274,461777.8142659025
280,2020-10-28,207718,303.62436286800727,306989.0026468918,True,281,214489.83307808,461777.8142659025
281,2020-10-29,212038,303.62436286800727,306989.0026468918,True,282,218341.88479627518,461777.8142659025
282,2020-10-30,215294,303.62436286800727,306989.0026468918,True,283,222224.63330688846,461777.8142659025
283,2020-10-31,219084,303.62436286800727,306989.0026468918,True,284,226136.96283295125,461777.8142659025
284,2020-11-01,222544,303.62436286800727,306989.0026468918,True,285,230077.7180178427,461777.8142659025
285,2020-11-02,225070,303.62436286800727,306989.0026468918,True,286,234045.70502852177,461777.8142659025
286,2020-11-03,229565,303.62436286800727,306989.0026468918,True,287,238039.6927646012,461777.8142659025
287,2020-11-04,235310,303.62436286800727,306989.0026468918,True,288,242058.4141715805,461777.8142659025
288,2020-11-05,240951,303.62436286800727,306989.0026468918,True,289,246100.5676560861,461777.8142659025
289,2020-11-06,246349,303.62436286800727,306989.0026468918,True,290,250164.81860048513,461777.8142659025
290,2020-11-07,252185,303.62436286800727,306989.0026468918,True,291,254249.80097376794,461777.8142659025
291,2020-11-08,256781,303.62436286800727,306989.0026468918,True,292,258354.11903512478,461777.8142659025
292,2020-11-09,259951,303.62436286800727,306989.0026468918,True,293,262476.3491261889,461777.8142659025
293,2020-11-10,265165,303.62436286800727,306989.0026468918,True,294,266615.0415474674,461777.8142659025
294,2020-11-11,270626,303.62436286800727,306989.0026468918,True,295,270768.72251406254,461777.8142659025
295,2020-11-12,276821,303.62436286800727,306989.0026468918,True,296,274935.8961853674,461777.8142659025
296,2020-11-13,282336,303.62436286800727,306989.0026468918,True,297,279115.0467630464,461777.8142659025
297,2020-11-14,288211,303.62436286800727,306989.0026468918,True,298,283304.640651243,461777.8142659025
298,2020-11-15,293177,303.62436286800727,306989.0026468918,True,299,287503.1286726317,461777.8142659025
299,2020-11-16,296189,303.62436286800727,306989.0026468918,True,300,291708.94833362964,461777.8142659025
