,Report_Date,China_sichuan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
61,2020-03-23,543,14.400865040957452,271.8628761233817,True,62,543.6896152933734,543.7256261680358
62,2020-03-24,545,14.400865040957452,271.8628761233817,True,63,543.6962269189507,543.7256261680358
63,2020-03-25,547,14.400865040957452,271.8628761233817,True,64,543.7016289336142,543.7256261680358
64,2020-03-26,547,14.400865040957452,271.8628761233817,True,65,543.7060426204007,543.7256261680358
65,2020-03-27,548,14.400865040957452,271.8628761233817,True,66,543.7096487873434,543.7256261680358
66,2020-03-28,548,14.400865040957452,271.8628761233817,True,67,543.7125951688042,543.7256261680358
67,2020-03-29,550,14.400865040957452,271.8628761233817,True,68,543.7150024740424,543.7256261680358
68,2020-03-30,550,14.400865040957452,271.8628761233817,True,69,543.7169693300475,543.7256261680358
69,2020-03-31,550,14.400865040957452,271.8628761233817,True,70,543.7185763206312,543.7256261680358
70,2020-04-01,552,14.400865040957452,271.8628761233817,True,71,543.7198892869208,543.7256261680358
71,2020-04-02,554,14.400865040957452,271.8628761233817,True,72,543.7209620242477,543.7256261680358
72,2020-04-03,555,14.400865040957452,271.8628761233817,True,73,543.7218384857822,543.7256261680358
73,2020-04-04,557,14.400865040957452,271.8628761233817,True,74,543.7225545830954,543.7256261680358
74,2020-04-05,558,14.400865040957452,271.8628761233817,True,75,543.7231396573593,543.7256261680358
75,2020-04-06,559,14.400865040957452,271.8628761233817,True,76,543.7236176814184,543.7256261680358
76,2020-04-07,560,14.400865040957452,271.8628761233817,True,77,543.7240082419565,543.7256261680358
77,2020-04-08,560,14.400865040957452,271.8628761233817,True,78,543.7243273419818,543.7256261680358
78,2020-04-09,560,14.400865040957452,271.8628761233817,True,79,543.7245880564982,543.7256261680358
79,2020-04-10,560,14.400865040957452,271.8628761233817,True,80,543.72480106822,543.7256261680358
