,Report_Date,Hungary_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
54,2020-03-16,39,84.70976166156389,1640.071820453762,False,55,71.65361813531962,3280.143640907524
55,2020-03-17,50,84.70976166156389,1640.071820453762,False,56,81.19289956562017,3280.143640907524
56,2020-03-18,58,84.70976166156389,1640.071820453762,False,57,91.96574878093229,3280.143640907524
57,2020-03-19,73,84.70976166156389,1640.071820453762,False,58,104.12143903158328,3280.143640907524
58,2020-03-20,85,84.70976166156389,1640.071820453762,False,59,117.82444510048575,3280.143640907524
59,2020-03-21,103,84.70976166156389,1640.071820453762,False,60,133.2551844887972,3280.143640907524
60,2020-03-22,131,84.70976166156389,1640.071820453762,False,61,150.61054532792372,3280.143640907524
61,2020-03-23,167,84.70976166156389,1640.071820453762,False,62,170.10411049463707,3280.143640907524
62,2020-03-24,187,84.70976166156389,1640.071820453762,False,63,191.9659685905355,3280.143640907524
63,2020-03-25,226,84.70976166156389,1640.071820453762,False,64,216.4419829968889,3280.143640907524
64,2020-03-26,261,84.70976166156389,1640.071820453762,False,65,243.79237158122976,3280.143640907524
65,2020-03-27,300,84.70976166156389,1640.071820453762,False,66,274.2894339793223,3280.143640907524
66,2020-03-28,343,84.70976166156389,1640.071820453762,False,67,308.2142537208452,3280.143640907524
67,2020-03-29,408,84.70976166156389,1640.071820453762,False,68,345.8522027470432,3280.143640907524
68,2020-03-30,447,84.70976166156389,1640.071820453762,False,69,387.48709089768425,3280.143640907524
69,2020-03-31,492,84.70976166156389,1640.071820453762,False,70,433.39383816884674,3280.143640907524
70,2020-04-01,525,84.70976166156389,1640.071820453762,False,71,483.8296085092168,3280.143640907524
71,2020-04-02,585,84.70976166156389,1640.071820453762,False,72,539.023435379889,3280.143640907524
72,2020-04-03,623,84.70976166156389,1640.071820453762,False,73,599.1644938968567,3280.143640907524
73,2020-04-04,678,84.70976166156389,1640.071820453762,False,74,664.3893309865573,3280.143640907524
74,2020-04-05,733,84.70976166156389,1640.071820453762,False,75,734.7685469023412,3280.143640907524
75,2020-04-06,744,84.70976166156389,1640.071820453762,False,76,810.2936147692786,3280.143640907524
76,2020-04-07,817,84.70976166156389,1640.071820453762,False,77,890.8647076455941,3280.143640907524
77,2020-04-08,895,84.70976166156389,1640.071820453762,False,78,976.2805457114176,3280.143640907524
78,2020-04-09,980,84.70976166156389,1640.071820453762,False,79,1066.2313459587567,3280.143640907524
79,2020-04-10,1190,84.70976166156389,1640.071820453762,False,80,1160.2959203138328,3280.143640907524
80,2020-04-11,1310,84.70976166156389,1640.071820453762,False,81,1257.9438007822844,3280.143640907524
81,2020-04-12,1410,84.70976166156389,1640.071820453762,False,82,1358.542963568155,3280.143640907524
82,2020-04-13,1458,84.70976166156389,1640.071820453762,False,83,1461.3732928771135,3280.143640907524
