,Report_Date,China_jilin_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
37,2020-02-28,93,14.802025687049813,46.9852598975184,True,38,93.91825746466075,93.97051979238773
38,2020-02-29,93,14.802025687049813,46.9852598975184,True,39,93.93267898791461,93.97051979238773
39,2020-03-01,93,14.802025687049813,46.9852598975184,True,40,93.94312212635843,93.97051979238773
40,2020-03-02,93,14.802025687049813,46.9852598975184,True,41,93.95068382229118,93.97051979238773
41,2020-03-03,93,14.802025687049813,46.9852598975184,True,42,93.956158825917,93.97051979238773
42,2020-03-04,93,14.802025687049813,46.9852598975184,True,43,93.96012281983057,93.97051979238773
43,2020-03-05,93,14.802025687049813,46.9852598975184,True,44,93.96299273793427,93.97051979238773
44,2020-03-06,93,14.802025687049813,46.9852598975184,True,45,93.96507050716,93.97051979238773
45,2020-03-07,93,14.802025687049813,46.9852598975184,True,46,93.9665747529433,93.97051979238773
46,2020-03-08,93,14.802025687049813,46.9852598975184,True,47,93.96766377261775,93.97051979238773
47,2020-03-09,93,14.802025687049813,46.9852598975184,True,48,93.96845217756423,93.97051979238773
48,2020-03-10,93,14.802025687049813,46.9852598975184,True,49,93.96902294680378,93.97051979238773
49,2020-03-11,93,14.802025687049813,46.9852598975184,True,50,93.96943615606315,93.97051979238773
50,2020-03-12,93,14.802025687049813,46.9852598975184,True,51,93.96973529867046,93.97051979238773
51,2020-03-13,93,14.802025687049813,46.9852598975184,True,52,93.96995186233694,93.97051979238773
52,2020-03-14,93,14.802025687049813,46.9852598975184,True,53,93.97010864291398,93.97051979238773
53,2020-03-15,93,14.802025687049813,46.9852598975184,True,54,93.97022214358924,93.97051979238773
54,2020-03-16,93,14.802025687049813,46.9852598975184,True,55,93.97030431188644,93.97051979238773
55,2020-03-17,93,14.802025687049813,46.9852598975184,True,56,93.97036379721699,93.97051979238773
56,2020-03-18,93,14.802025687049813,46.9852598975184,True,57,93.9704068613086,93.97051979238773
57,2020-03-19,93,14.802025687049813,46.9852598975184,True,58,93.97043803732144,93.97051979238773
58,2020-03-20,93,14.802025687049813,46.9852598975184,True,59,93.97046060701993,93.97051979238773
59,2020-03-21,93,14.802025687049813,46.9852598975184,True,60,93.97047694622317,93.97051979238773
60,2020-03-22,93,14.802025687049813,46.9852598975184,True,61,93.9704887748939,93.97051979238773
61,2020-03-23,93,14.802025687049813,46.9852598975184,True,62,93.97049733819026,93.97051979238773
62,2020-03-24,93,14.802025687049813,46.9852598975184,True,63,93.97050353753772,93.97051979238773
63,2020-03-25,94,14.802025687049813,46.9852598975184,True,64,93.97050802551828,93.97051979238773
64,2020-03-26,95,14.802025687049813,46.9852598975184,True,65,93.9705112745649,93.97051979238773
65,2020-03-27,95,14.802025687049813,46.9852598975184,True,66,93.97051362669264,93.97051979238773
66,2020-03-28,97,14.802025687049813,46.9852598975184,True,67,93.97051532950132,93.97051979238773
67,2020-03-29,98,14.802025687049813,46.9852598975184,True,68,93.9705165622394,93.97051979238773
68,2020-03-30,98,14.802025687049813,46.9852598975184,True,69,93.97051745467267,93.97051979238773
69,2020-03-31,98,14.802025687049813,46.9852598975184,True,70,93.97051810074436,93.97051979238773
70,2020-04-01,98,14.802025687049813,46.9852598975184,True,71,93.97051856846403,93.97051979238773
71,2020-04-02,98,14.802025687049813,46.9852598975184,True,72,93.97051890706688,93.97051979238773
72,2020-04-03,98,14.802025687049813,46.9852598975184,True,73,93.97051915219635,93.97051979238773
73,2020-04-04,98,14.802025687049813,46.9852598975184,True,74,93.97051932965634,93.97051979238773
74,2020-04-05,98,14.802025687049813,46.9852598975184,True,75,93.97051945812743,93.97051979238773
75,2020-04-06,98,14.802025687049813,46.9852598975184,True,76,93.9705195511333,93.97051979238773
76,2020-04-07,98,14.802025687049813,46.9852598975184,True,77,93.97051961846434,93.97051979238773
77,2020-04-08,98,14.802025687049813,46.9852598975184,True,78,93.97051966720824,93.97051979238773
78,2020-04-09,98,14.802025687049813,46.9852598975184,True,79,93.97051970249608,93.97051979238773
79,2020-04-10,98,14.802025687049813,46.9852598975184,True,80,93.97051972804249,93.97051979238773
