,Report_Date,Australia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
21,2020-02-12,15,67.35740751210982,3488.5305844929285,True,22,2.9961632351658967,6925.268106651597
22,2020-02-13,15,67.35740751210982,3488.5305844929285,True,23,3.5543614839420377,6925.268106651597
23,2020-02-14,15,67.35740751210982,3488.5305844929285,True,24,4.216491620698531,6925.268106651597
24,2020-02-15,15,67.35740751210982,3488.5305844929285,True,25,5.001879298255683,6925.268106651597
25,2020-02-16,15,67.35740751210982,3488.5305844929285,True,26,5.933433261533086,6925.268106651597
26,2020-02-17,15,67.35740751210982,3488.5305844929285,True,27,7.038305431137678,6925.268106651597
27,2020-02-18,15,67.35740751210982,3488.5305844929285,True,28,8.348670860333618,6925.268106651597
28,2020-02-19,15,67.35740751210982,3488.5305844929285,True,29,9.902648628902888,6925.268106651597
29,2020-02-20,15,67.35740751210982,3488.5305844929285,True,30,11.745388147891989,6925.268106651597
30,2020-02-21,15,67.35740751210982,3488.5305844929285,True,31,13.93034918940939,6925.268106651597
31,2020-02-22,15,67.35740751210982,3488.5305844929285,True,32,16.520808224371546,6925.268106651597
32,2020-02-23,15,67.35740751210982,3488.5305844929285,True,33,19.591628315785865,6925.268106651597
33,2020-02-24,15,67.35740751210982,3488.5305844929285,True,34,23.231334794284574,6925.268106651597
34,2020-02-25,15,67.35740751210982,3488.5305844929285,True,35,27.54454408113241,6925.268106651597
35,2020-02-26,15,67.35740751210982,3488.5305844929285,True,36,32.65479805898433,6925.268106651597
36,2020-02-27,15,67.35740751210982,3488.5305844929285,True,37,38.70786090468233,6925.268106651597
37,2020-02-28,15,67.35740751210982,3488.5305844929285,True,38,45.87553865569989,6925.268106651597
38,2020-02-29,25,67.35740751210982,3488.5305844929285,True,39,54.360083044959765,6925.268106651597
39,2020-03-01,27,67.35740751210982,3488.5305844929285,True,40,64.3992389599566,6925.268106651597
40,2020-03-02,30,67.35740751210982,3488.5305844929285,True,41,76.27198736746563,6925.268106651597
41,2020-03-03,39,67.35740751210982,3488.5305844929285,True,42,90.30502009035432,6925.268106651597
42,2020-03-04,52,67.35740751210982,3488.5305844929285,True,43,106.87995592706305,6925.268106651597
43,2020-03-05,55,67.35740751210982,3488.5305844929285,True,44,126.441264677173,6925.268106651597
44,2020-03-06,60,67.35740751210982,3488.5305844929285,True,45,149.50480083770321,6925.268106651597
45,2020-03-07,63,67.35740751210982,3488.5305844929285,True,46,176.6667549101971,6925.268106651597
46,2020-03-08,76,67.35740751210982,3488.5305844929285,True,47,208.61269909061403,6925.268106651597
47,2020-03-09,91,67.35740751210982,3488.5305844929285,True,48,246.12622666787976,6925.268106651597
48,2020-03-10,107,67.35740751210982,3488.5305844929285,True,49,290.0964523933527,6925.268106651597
49,2020-03-11,128,67.35740751210982,3488.5305844929285,True,50,341.52334890192196,6925.268106651597
50,2020-03-12,128,67.35740751210982,3488.5305844929285,True,51,401.51954301816573,6925.268106651597
51,2020-03-13,200,67.35740751210982,3488.5305844929285,True,52,471.3067986841243,6925.268106651597
52,2020-03-14,250,67.35740751210982,3488.5305844929285,True,53,552.205003395018,6925.268106651597
53,2020-03-15,297,67.35740751210982,3488.5305844929285,True,54,645.6111148281301,6925.268106651597
54,2020-03-16,377,67.35740751210982,3488.5305844929285,True,55,752.965315033911,6925.268106651597
55,2020-03-17,452,67.35740751210982,3488.5305844929285,True,56,875.7017072225009,6925.268106651597
56,2020-03-18,568,67.35740751210982,3488.5305844929285,True,57,1015.1814620160895,6925.268106651597
57,2020-03-19,681,67.35740751210982,3488.5305844929285,True,58,1172.6075818591164,6925.268106651597
58,2020-03-20,791,67.35740751210982,3488.5305844929285,True,59,1348.9225776114195,6925.268106651597
59,2020-03-21,1071,67.35740751210982,3488.5305844929285,True,60,1544.693396594677,6925.268106651597
60,2020-03-22,1549,67.35740751210982,3488.5305844929285,True,61,1759.9917342754718,6925.268106651597
61,2020-03-23,1682,67.35740751210982,3488.5305844929285,True,62,1994.2818934574193,6925.268106651597
62,2020-03-24,2044,67.35740751210982,3488.5305844929285,True,63,2246.3317335162515,6925.268106651597
63,2020-03-25,2364,67.35740751210982,3488.5305844929285,True,64,2514.1637940090172,6925.268106651597
64,2020-03-26,2810,67.35740751210982,3488.5305844929285,True,65,2795.0621905495914,6925.268106651597
65,2020-03-27,3143,67.35740751210982,3488.5305844929285,True,66,3085.6456263266023,6925.268106651597
66,2020-03-28,3640,67.35740751210982,3488.5305844929285,True,67,3382.008044563086,6925.268106651597
67,2020-03-29,3984,67.35740751210982,3488.5305844929285,True,68,3679.9174936288814,6925.268106651597
68,2020-03-30,4361,67.35740751210982,3488.5305844929285,True,69,3975.0531611984225,6925.268106651597
69,2020-03-31,4559,67.35740751210982,3488.5305844929285,True,70,4263.25307368724,6925.268106651597
70,2020-04-01,4862,67.35740751210982,3488.5305844929285,True,71,4540.74280844698,6925.268106651597
71,2020-04-02,5116,67.35740751210982,3488.5305844929285,True,72,4804.319372592338,6925.268106651597
72,2020-04-03,5330,67.35740751210982,3488.5305844929285,True,73,5051.473030150751,6925.268106651597
73,2020-04-04,5550,67.35740751210982,3488.5305844929285,True,74,5280.44086085033,6925.268106651597
74,2020-04-05,5687,67.35740751210982,3488.5305844929285,True,75,5490.196393880561,6925.268106651597
75,2020-04-06,5797,67.35740751210982,3488.5305844929285,True,76,5680.387552583662,6925.268106651597
76,2020-04-07,5895,67.35740751210982,3488.5305844929285,True,77,5851.239297422695,6925.268106651597
77,2020-04-08,6010,67.35740751210982,3488.5305844929285,True,78,6003.4378725239685,6925.268106651597
78,2020-04-09,6108,67.35740751210982,3488.5305844929285,True,79,6138.01136694209,6925.268106651597
79,2020-04-10,6215,67.35740751210982,3488.5305844929285,True,80,6256.217625433578,6925.268106651597
80,2020-04-11,6303,67.35740751210982,3488.5305844929285,True,81,6359.446505519803,6925.268106651597
81,2020-04-12,6315,67.35740751210982,3488.5305844929285,True,82,6449.1398624346475,6925.268106651597
82,2020-04-13,6351,67.35740751210982,3488.5305844929285,True,83,6526.729855306277,6925.268106651597
83,2020-04-14,6415,67.35740751210982,3488.5305844929285,True,84,6593.5943016393885,6925.268106651597
84,2020-04-15,6440,67.35740751210982,3488.5305844929285,True,85,6651.026762506711,6925.268106651597
85,2020-04-16,6468,67.35740751210982,3488.5305844929285,True,86,6700.2186279399375,6925.268106651597
