,Report_Date,Bhutan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
27,2020-02-18,0,64.33913715955529,2.7652201484849073,True,28,0.02054241708630252,5.488406696810226
28,2020-02-19,0,64.33913715955529,2.7652201484849073,True,29,0.02394483414270023,5.488406696810226
29,2020-02-20,0,64.33913715955529,2.7652201484849073,True,30,0.02790793529307791,5.488406696810226
30,2020-02-21,0,64.33913715955529,2.7652201484849073,True,31,0.03252309379543964,5.488406696810226
31,2020-02-22,0,64.33913715955529,2.7652201484849073,True,32,0.037896208620623664,5.488406696810226
32,2020-02-23,0,64.33913715955529,2.7652201484849073,True,33,0.04414988313814911,5.488406696810226
33,2020-02-24,0,64.33913715955529,2.7652201484849073,True,34,0.051425883628503304,5.488406696810226
34,2020-02-25,0,64.33913715955529,2.7652201484849073,True,35,0.059887896146909245,5.488406696810226
35,2020-02-26,0,64.33913715955529,2.7652201484849073,True,36,0.06972459422930412,5.488406696810226
36,2020-02-27,0,64.33913715955529,2.7652201484849073,True,37,0.08115302015302152,5.488406696810226
37,2020-02-28,0,64.33913715955529,2.7652201484849073,True,38,0.0944222676261428,5.488406696810226
38,2020-02-29,0,64.33913715955529,2.7652201484849073,True,39,0.10981743224719673,5.488406696810226
39,2020-03-01,0,64.33913715955529,2.7652201484849073,True,40,0.12766376588501907,5.488406696810226
40,2020-03-02,0,64.33913715955529,2.7652201484849073,True,41,0.14833093000541192,5.488406696810226
41,2020-03-03,0,64.33913715955529,2.7652201484849073,True,42,0.1722371884392078,5.488406696810226
42,2020-03-04,0,64.33913715955529,2.7652201484849073,True,43,0.19985330968205173,5.488406696810226
43,2020-03-05,0,64.33913715955529,2.7652201484849073,True,44,0.2317058604924781,5.488406696810226
44,2020-03-06,1,64.33913715955529,2.7652201484849073,True,45,0.2683794653422141,5.488406696810226
45,2020-03-07,1,64.33913715955529,2.7652201484849073,True,46,0.31051748128481527,5.488406696810226
46,2020-03-08,1,64.33913715955529,2.7652201484849073,True,47,0.3588203996637494,5.488406696810226
47,2020-03-09,1,64.33913715955529,2.7652201484849073,True,48,0.4140411447569527,5.488406696810226
48,2020-03-10,1,64.33913715955529,2.7652201484849073,True,49,0.4769763124791268,5.488406696810226
49,2020-03-11,1,64.33913715955529,2.7652201484849073,True,50,0.5484523069155203,5.488406696810226
50,2020-03-12,1,64.33913715955529,2.7652201484849073,True,51,0.6293053273298028,5.488406696810226
51,2020-03-13,1,64.33913715955529,2.7652201484849073,True,52,0.7203542830651966,5.488406696810226
52,2020-03-14,1,64.33913715955529,2.7652201484849073,True,53,0.8223660256817902,5.488406696810226
53,2020-03-15,1,64.33913715955529,2.7652201484849073,True,54,0.9360128427560607,5.488406696810226
54,2020-03-16,1,64.33913715955529,2.7652201484849073,True,55,1.0618229952306901,5.488406696810226
55,2020-03-17,1,64.33913715955529,2.7652201484849073,True,56,1.2001261999444097,5.488406696810226
56,2020-03-18,1,64.33913715955529,2.7652201484849073,True,57,1.3509972948594318,5.488406696810226
57,2020-03-19,1,64.33913715955529,2.7652201484849073,True,58,1.5142027206823092,5.488406696810226
58,2020-03-20,2,64.33913715955529,2.7652201484849073,True,59,1.6891556548342925,5.488406696810226
59,2020-03-21,2,64.33913715955529,2.7652201484849073,True,60,1.874886310512491,5.488406696810226
60,2020-03-22,2,64.33913715955529,2.7652201484849073,True,61,2.0700337177443004,5.488406696810226
61,2020-03-23,2,64.33913715955529,2.7652201484849073,True,62,2.272863973257351,5.488406696810226
62,2020-03-24,2,64.33913715955529,2.7652201484849073,True,63,2.481317424067241,5.488406696810226
63,2020-03-25,2,64.33913715955529,2.7652201484849073,True,64,2.6930837750300953,5.488406696810226
64,2020-03-26,2,64.33913715955529,2.7652201484849073,True,65,2.9057002345011997,5.488406696810226
65,2020-03-27,3,64.33913715955529,2.7652201484849073,True,66,3.1166643021985863,5.488406696810226
66,2020-03-28,3,64.33913715955529,2.7652201484849073,True,67,3.323550445012221,5.488406696810226
67,2020-03-29,4,64.33913715955529,2.7652201484849073,True,68,3.5241192648718935,5.488406696810226
68,2020-03-30,4,64.33913715955529,2.7652201484849073,True,69,3.7164089961185316,5.488406696810226
69,2020-03-31,4,64.33913715955529,2.7652201484849073,True,70,3.8988019756168883,5.488406696810226
70,2020-04-01,4,64.33913715955529,2.7652201484849073,True,71,4.070062446304619,5.488406696810226
71,2020-04-02,5,64.33913715955529,2.7652201484849073,True,72,4.229345878367806,5.488406696810226
72,2020-04-03,5,64.33913715955529,2.7652201484849073,True,73,4.3761832063368695,5.488406696810226
73,2020-04-04,5,64.33913715955529,2.7652201484849073,True,74,4.510445529457529,5.488406696810226
74,2020-04-05,5,64.33913715955529,2.7652201484849073,True,75,4.632295769436739,5.488406696810226
75,2020-04-06,5,64.33913715955529,2.7652201484849073,True,76,4.742133659729595,5.488406696810226
76,2020-04-07,5,64.33913715955529,2.7652201484849073,True,77,4.840539555844993,5.488406696810226
77,2020-04-08,5,64.33913715955529,2.7652201484849073,True,78,4.92822125820557,5.488406696810226
78,2020-04-09,5,64.33913715955529,2.7652201484849073,True,79,5.005966639222186,5.488406696810226
79,2020-04-10,5,64.33913715955529,2.7652201484849073,True,80,5.074603587577608,5.488406696810226
80,2020-04-11,5,64.33913715955529,2.7652201484849073,True,81,5.134967750295009,5.488406696810226
81,2020-04-12,5,64.33913715955529,2.7652201484849073,True,82,5.187877808952462,5.488406696810226
82,2020-04-13,5,64.33913715955529,2.7652201484849073,True,83,5.234117555031888,5.488406696810226
83,2020-04-14,5,64.33913715955529,2.7652201484849073,True,84,5.274423784093278,5.488406696810226
84,2020-04-15,5,64.33913715955529,2.7652201484849073,True,85,5.309478951485756,5.488406696810226
85,2020-04-16,5,64.33913715955529,2.7652201484849073,True,86,5.339907568166654,5.488406696810226
