,Report_Date,China_yunnan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
35,2020-02-26,174,11.401944957350905,88.03315172747394,True,36,175.7218898904319,176.06630306263838
36,2020-02-27,174,11.401944957350905,88.03315172747394,True,37,175.79888533217908,176.06630306263838
37,2020-02-28,174,11.401944957350905,88.03315172747394,True,38,175.85868837970276,176.06630306263838
38,2020-02-29,174,11.401944957350905,88.03315172747394,True,39,175.90512985851706,176.06630306263838
39,2020-03-01,174,11.401944957350905,88.03315172747394,True,40,175.94119021974498,176.06630306263838
40,2020-03-02,174,11.401944957350905,88.03315172747394,True,41,175.96918702860754,176.06630306263838
41,2020-03-03,174,11.401944957350905,88.03315172747394,True,42,175.9909216264598,176.06630306263838
42,2020-03-04,174,11.401944957350905,88.03315172747394,True,43,176.00779365171874,176.06630306263838
43,2020-03-05,174,11.401944957350905,88.03315172747394,True,44,176.02089034031692,176.06630306263838
44,2020-03-06,174,11.401944957350905,88.03315172747394,True,45,176.0310560858341,176.06630306263838
45,2020-03-07,174,11.401944957350905,88.03315172747394,True,46,176.0389465784545,176.06630306263838
46,2020-03-08,174,11.401944957350905,88.03315172747394,True,47,176.0450709147436,176.06630306263838
47,2020-03-09,174,11.401944957350905,88.03315172747394,True,48,176.04982433487967,176.06630306263838
48,2020-03-10,174,11.401944957350905,88.03315172747394,True,49,176.05351366370914,176.06630306263838
49,2020-03-11,174,11.401944957350905,88.03315172747394,True,50,176.05637707588133,176.06630306263838
50,2020-03-12,174,11.401944957350905,88.03315172747394,True,51,176.0585994478422,176.06630306263838
51,2020-03-13,174,11.401944957350905,88.03315172747394,True,52,176.06032427992827,176.06630306263838
52,2020-03-14,174,11.401944957350905,88.03315172747394,True,53,176.06166295358162,176.06630306263838
53,2020-03-15,174,11.401944957350905,88.03315172747394,True,54,176.06270191858192,176.06630306263838
54,2020-03-16,176,11.401944957350905,88.03315172747394,True,55,176.06350827269617,176.06630306263838
55,2020-03-17,176,11.401944957350905,88.03315172747394,True,56,176.06413409303818,176.06630306263838
56,2020-03-18,176,11.401944957350905,88.03315172747394,True,57,176.06461979823925,176.06630306263838
57,2020-03-19,176,11.401944957350905,88.03315172747394,True,58,176.0649967581957,176.06630306263838
58,2020-03-20,176,11.401944957350905,88.03315172747394,True,59,176.06528931971775,176.06630306263838
59,2020-03-21,176,11.401944957350905,88.03315172747394,True,60,176.06551637877232,176.06630306263838
60,2020-03-22,176,11.401944957350905,88.03315172747394,True,61,176.06569260078476,176.06630306263838
61,2020-03-23,176,11.401944957350905,88.03315172747394,True,62,176.0658293677673,176.06630306263838
62,2020-03-24,176,11.401944957350905,88.03315172747394,True,63,176.06593551341734,176.06630306263838
63,2020-03-25,176,11.401944957350905,88.03315172747394,True,64,176.06601789364788,176.06630306263838
64,2020-03-26,178,11.401944957350905,88.03315172747394,True,65,176.0660818293885,176.06630306263838
65,2020-03-27,180,11.401944957350905,88.03315172747394,True,66,176.06613145025193,176.06630306263838
66,2020-03-28,180,11.401944957350905,88.03315172747394,True,67,176.06616996125862,176.06630306263838
67,2020-03-29,180,11.401944957350905,88.03315172747394,True,68,176.0661998498451,176.06630306263838
68,2020-03-30,180,11.401944957350905,88.03315172747394,True,69,176.06622304652578,176.06630306263838
69,2020-03-31,182,11.401944957350905,88.03315172747394,True,70,176.06624104958388,176.06630306263838
70,2020-04-01,182,11.401944957350905,88.03315172747394,True,71,176.06625502184514,176.06630306263838
71,2020-04-02,183,11.401944957350905,88.03315172747394,True,72,176.06626586578489,176.06630306263838
72,2020-04-03,184,11.401944957350905,88.03315172747394,True,73,176.06627428181886,176.06630306263838
73,2020-04-04,184,11.401944957350905,88.03315172747394,True,74,176.06628081354327,176.06630306263838
74,2020-04-05,184,11.401944957350905,88.03315172747394,True,75,176.0662858828459,176.06630306263838
75,2020-04-06,184,11.401944957350905,88.03315172747394,True,76,176.06628981715593,176.06630306263838
76,2020-04-07,184,11.401944957350905,88.03315172747394,True,77,176.06629287059266,176.06630306263838
77,2020-04-08,184,11.401944957350905,88.03315172747394,True,78,176.06629524037953,176.06630306263838
78,2020-04-09,184,11.401944957350905,88.03315172747394,True,79,176.06629707958234,176.06630306263838
79,2020-04-10,184,11.401944957350905,88.03315172747394,True,80,176.06629850699642,176.06630306263838
