,Report_Date,Cabo Verde_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
28,2020-02-19,0,183.596159779976,2153.792686223462,False,29,7.5922729019731845,4307.585372446924
29,2020-02-20,0,183.596159779976,2153.792686223462,False,30,7.909482668533756,4307.585372446924
30,2020-02-21,0,183.596159779976,2153.792686223462,False,31,8.239920254872832,4307.585372446924
31,2020-02-22,0,183.596159779976,2153.792686223462,False,32,8.58413510218565,4307.585372446924
32,2020-02-23,0,183.596159779976,2153.792686223462,False,33,8.942699288976046,4307.585372446924
33,2020-02-24,0,183.596159779976,2153.792686223462,False,34,9.316208447963383,4307.585372446924
34,2020-02-25,0,183.596159779976,2153.792686223462,False,35,9.705282718778383,4307.585372446924
35,2020-02-26,0,183.596159779976,2153.792686223462,False,36,10.110567737728063,4307.585372446924
36,2020-02-27,0,183.596159779976,2153.792686223462,False,37,10.532735665945456,4307.585372446924
37,2020-02-28,0,183.596159779976,2153.792686223462,False,38,10.972486257275184,4307.585372446924
38,2020-02-29,0,183.596159779976,2153.792686223462,False,39,11.430547967281294,4307.585372446924
39,2020-03-01,0,183.596159779976,2153.792686223462,False,40,11.907679104798778,4307.585372446924
40,2020-03-02,0,183.596159779976,2153.792686223462,False,41,12.404669027484816,4307.585372446924
41,2020-03-03,0,183.596159779976,2153.792686223462,False,42,12.922339382859915,4307.585372446924
42,2020-03-04,0,183.596159779976,2153.792686223462,False,43,13.461545396362256,4307.585372446924
43,2020-03-05,0,183.596159779976,2153.792686223462,False,44,14.023177207971008,4307.585372446924
44,2020-03-06,0,183.596159779976,2153.792686223462,False,45,14.608161258985467,4307.585372446924
45,2020-03-07,0,183.596159779976,2153.792686223462,False,46,15.217461730576478,4307.585372446924
46,2020-03-08,0,183.596159779976,2153.792686223462,False,47,15.852082035754652,4307.585372446924
47,2020-03-09,0,183.596159779976,2153.792686223462,False,48,16.51306636642578,4307.585372446924
48,2020-03-10,0,183.596159779976,2153.792686223462,False,49,17.201501297227463,4307.585372446924
49,2020-03-11,0,183.596159779976,2153.792686223462,False,50,17.918517447861742,4307.585372446924
50,2020-03-12,0,183.596159779976,2153.792686223462,False,51,18.665291205656423,4307.585372446924
51,2020-03-13,0,183.596159779976,2153.792686223462,False,52,19.443046510101887,4307.585372446924
52,2020-03-14,0,183.596159779976,2153.792686223462,False,53,20.2530567011203,4307.585372446924
53,2020-03-15,0,183.596159779976,2153.792686223462,False,54,21.09664643282991,4307.585372446924
54,2020-03-16,0,183.596159779976,2153.792686223462,False,55,21.975193654567622,4307.585372446924
55,2020-03-17,0,183.596159779976,2153.792686223462,False,56,22.890131660927633,4307.585372446924
56,2020-03-18,0,183.596159779976,2153.792686223462,False,57,23.842951212562767,4307.585372446924
57,2020-03-19,0,183.596159779976,2153.792686223462,False,58,24.835202729476023,4307.585372446924
58,2020-03-20,1,183.596159779976,2153.792686223462,False,59,25.868498558503628,4307.585372446924
59,2020-03-21,3,183.596159779976,2153.792686223462,False,60,26.944515316655593,4307.585372446924
60,2020-03-22,3,183.596159779976,2153.792686223462,False,61,28.06499631193467,4307.585372446924
61,2020-03-23,3,183.596159779976,2153.792686223462,False,62,29.231754043199306,4307.585372446924
62,2020-03-24,3,183.596159779976,2153.792686223462,False,63,30.446672780568925,4307.585372446924
63,2020-03-25,4,183.596159779976,2153.792686223462,False,64,31.71171122779005,4307.585372446924
64,2020-03-26,4,183.596159779976,2153.792686223462,False,65,33.028905267887374,4307.585372446924
65,2020-03-27,5,183.596159779976,2153.792686223462,False,66,34.40037079331495,4307.585372446924
66,2020-03-28,5,183.596159779976,2153.792686223462,False,67,35.82830662169631,4307.585372446924
67,2020-03-29,6,183.596159779976,2153.792686223462,False,68,37.314997498098,4307.585372446924
68,2020-03-30,6,183.596159779976,2153.792686223462,False,69,38.8628171846168,4307.585372446924
69,2020-03-31,6,183.596159779976,2153.792686223462,False,70,40.47423163787502,4307.585372446924
70,2020-04-01,6,183.596159779976,2153.792686223462,False,71,42.15180227480896,4307.585372446924
71,2020-04-02,6,183.596159779976,2153.792686223462,False,72,43.89818932690107,4307.585372446924
72,2020-04-03,6,183.596159779976,2153.792686223462,False,73,45.71615528274442,4307.585372446924
73,2020-04-04,7,183.596159779976,2153.792686223462,False,74,47.60856841853593,4307.585372446924
74,2020-04-05,7,183.596159779976,2153.792686223462,False,75,49.57840641577181,4307.585372446924
75,2020-04-06,7,183.596159779976,2153.792686223462,False,76,51.62876006506003,4307.585372446924
76,2020-04-07,7,183.596159779976,2153.792686223462,False,77,53.76283705457007,4307.585372446924
77,2020-04-08,7,183.596159779976,2153.792686223462,False,78,55.98396584120544,4307.585372446924
78,2020-04-09,7,183.596159779976,2153.792686223462,False,79,58.295599602107,4307.585372446924
79,2020-04-10,7,183.596159779976,2153.792686223462,False,80,60.70132026357269,4307.585372446924
80,2020-04-11,8,183.596159779976,2153.792686223462,False,81,63.204842603907885,4307.585372446924
81,2020-04-12,8,183.596159779976,2153.792686223462,False,82,65.81001842609783,4307.585372446924
82,2020-04-13,10,183.596159779976,2153.792686223462,False,83,68.52084079551467,4307.585372446924
83,2020-04-14,11,183.596159779976,2153.792686223462,False,84,71.34144833713579,4307.585372446924
84,2020-04-15,56,183.596159779976,2153.792686223462,False,85,74.27612958595077,4307.585372446924
85,2020-04-16,56,183.596159779976,2153.792686223462,False,86,77.32932738336969,4307.585372446924
86,2020-04-17,56,183.596159779976,2153.792686223462,False,87,80.5056433115127,4307.585372446924
87,2020-04-18,58,183.596159779976,2153.792686223462,False,88,83.80984215625247,4307.585372446924
88,2020-04-19,61,183.596159779976,2153.792686223462,False,89,87.24685638879895,4307.585372446924
89,2020-04-20,67,183.596159779976,2153.792686223462,False,90,90.82179065445168,4307.585372446924
90,2020-04-21,68,183.596159779976,2153.792686223462,False,91,94.53992625589659,4307.585372446924
91,2020-04-22,73,183.596159779976,2153.792686223462,False,92,98.4067256170904,4307.585372446924
92,2020-04-23,82,183.596159779976,2153.792686223462,False,93,102.42783671234781,4307.585372446924
93,2020-04-24,88,183.596159779976,2153.792686223462,False,94,106.6090974437291,4307.585372446924
94,2020-04-25,90,183.596159779976,2153.792686223462,False,95,110.95653994820714,4307.585372446924
95,2020-04-26,106,183.596159779976,2153.792686223462,False,96,115.47639481437935,4307.585372446924
96,2020-04-27,109,183.596159779976,2153.792686223462,False,97,120.17509518667103,4307.585372446924
97,2020-04-28,114,183.596159779976,2153.792686223462,False,98,125.05928073305873,4307.585372446924
98,2020-04-29,114,183.596159779976,2153.792686223462,False,99,130.1358014503183,4307.585372446924
99,2020-04-30,121,183.596159779976,2153.792686223462,False,100,135.41172127867657,4307.585372446924
100,2020-05-01,122,183.596159779976,2153.792686223462,False,101,140.89432149551413,4307.585372446924
101,2020-05-02,152,183.596159779976,2153.792686223462,False,102,146.59110385543855,4307.585372446924
102,2020-05-03,165,183.596159779976,2153.792686223462,False,103,152.50979344161726,4307.585372446924
103,2020-05-04,175,183.596159779976,2153.792686223462,False,104,158.65834119073696,4307.585372446924
104,2020-05-05,186,183.596159779976,2153.792686223462,False,105,165.04492605134695,4307.585372446924
105,2020-05-06,191,183.596159779976,2153.792686223462,False,106,171.67795673265283,4307.585372446924
106,2020-05-07,218,183.596159779976,2153.792686223462,False,107,178.566072998065,4307.585372446924
107,2020-05-08,230,183.596159779976,2153.792686223462,False,108,185.71814645498816,4307.585372446924
108,2020-05-09,236,183.596159779976,2153.792686223462,False,109,193.143280789468,4307.585372446924
109,2020-05-10,246,183.596159779976,2153.792686223462,False,110,200.850811391421,4307.585372446924
110,2020-05-11,260,183.596159779976,2153.792686223462,False,111,208.85030431326626,4307.585372446924
111,2020-05-12,267,183.596159779976,2153.792686223462,False,112,217.15155450188914,4307.585372446924
112,2020-05-13,289,183.596159779976,2153.792686223462,False,113,225.7645832410137,4307.585372446924
113,2020-05-14,315,183.596159779976,2153.792686223462,False,114,234.69963473827795,4307.585372446924
114,2020-05-15,326,183.596159779976,2153.792686223462,False,115,243.96717178862386,4307.585372446924
115,2020-05-16,328,183.596159779976,2153.792686223462,False,116,253.57787044307005,4307.585372446924
116,2020-05-17,328,183.596159779976,2153.792686223462,False,117,263.54261360957486,4307.585372446924
117,2020-05-18,328,183.596159779976,2153.792686223462,False,118,273.87248351055695,4307.585372446924
118,2020-05-19,335,183.596159779976,2153.792686223462,False,119,284.5787529197837,4307.585372446924
119,2020-05-20,349,183.596159779976,2153.792686223462,False,120,295.6728750998088,4307.585372446924
120,2020-05-21,356,183.596159779976,2153.792686223462,False,121,307.1664723600042,4307.585372446924
121,2020-05-22,362,183.596159779976,2153.792686223462,False,122,319.0713231545514,4307.585372446924
122,2020-05-23,371,183.596159779976,2153.792686223462,False,123,331.3993476396041,4307.585372446924
123,2020-05-24,380,183.596159779976,2153.792686223462,False,124,344.16259160927734,4307.585372446924
124,2020-05-25,390,183.596159779976,2153.792686223462,False,125,357.373208731241,4307.585372446924
125,2020-05-26,390,183.596159779976,2153.792686223462,False,126,371.04344100457655,4307.585372446924
126,2020-05-27,390,183.596159779976,2153.792686223462,False,127,385.1855973652727,4307.585372446924
127,2020-05-28,390,183.596159779976,2153.792686223462,False,128,399.81203036839156,4307.585372446924
128,2020-05-29,405,183.596159779976,2153.792686223462,False,129,414.9351108806002,4307.585372446924
129,2020-05-30,421,183.596159779976,2153.792686223462,False,130,430.5672007225368,4307.585372446924
130,2020-05-31,435,183.596159779976,2153.792686223462,False,131,446.7206232074426,4307.585372446924
131,2020-06-01,458,183.596159779976,2153.792686223462,False,132,463.407631530732,4307.585372446924
132,2020-06-02,466,183.596159779976,2153.792686223462,False,133,480.6403749747743,4307.585372446924
133,2020-06-03,477,183.596159779976,2153.792686223462,False,134,498.4308629041822,4307.585372446924
134,2020-06-04,502,183.596159779976,2153.792686223462,False,135,516.7909265394418,4307.585372446924
135,2020-06-05,536,183.596159779976,2153.792686223462,False,136,535.7321785107807,4307.585372446924
136,2020-06-06,542,183.596159779976,2153.792686223462,False,137,555.2659702098578,4307.585372446924
137,2020-06-07,554,183.596159779976,2153.792686223462,False,138,575.4033469741429,4307.585372446924
138,2020-06-08,567,183.596159779976,2153.792686223462,False,139,596.1550011577724,4307.585372446924
139,2020-06-09,585,183.596159779976,2153.792686223462,False,140,617.5312231631945,4307.585372446924
140,2020-06-10,615,183.596159779976,2153.792686223462,False,141,639.5418505300114,4307.585372446924
141,2020-06-11,657,183.596159779976,2153.792686223462,False,142,662.1962152010254,4307.585372446924
142,2020-06-12,697,183.596159779976,2153.792686223462,False,143,685.5030891104793,4307.585372446924
143,2020-06-13,726,183.596159779976,2153.792686223462,False,144,709.4706282657525,4307.585372446924
144,2020-06-14,750,183.596159779976,2153.792686223462,False,145,734.1063155211093,4307.585372446924
145,2020-06-15,760,183.596159779976,2153.792686223462,False,146,759.4169022703378,4307.585372446924
146,2020-06-16,781,183.596159779976,2153.792686223462,False,147,785.4083493139792,4307.585372446924
147,2020-06-17,792,183.596159779976,2153.792686223462,False,148,812.0857671860471,4307.585372446924
148,2020-06-18,823,183.596159779976,2153.792686223462,False,149,839.4533562543472,4307.585372446924
149,2020-06-19,848,183.596159779976,2153.792686223462,False,150,867.51434693735,4307.585372446924
150,2020-06-20,863,183.596159779976,2153.792686223462,False,151,896.2709404086166,4307.585372446924
151,2020-06-21,890,183.596159779976,2153.792686223462,False,152,925.7242501866,4307.585372446924
152,2020-06-22,944,183.596159779976,2153.792686223462,False,153,955.8742450327542,4307.585372446924
153,2020-06-23,982,183.596159779976,2153.792686223462,False,154,986.7196936037343,4307.585372446924
154,2020-06-24,999,183.596159779976,2153.792686223462,False,155,1018.2581113235934,4307.585372446924
155,2020-06-25,1003,183.596159779976,2153.792686223462,False,156,1050.485709958677,4307.585372446924
156,2020-06-26,1027,183.596159779976,2153.792686223462,False,157,1083.3973503908624,4307.585372446924
157,2020-06-27,1091,183.596159779976,2153.792686223462,False,158,1116.986499093336,4307.585372446924
158,2020-06-28,1155,183.596159779976,2153.792686223462,False,159,1151.245188816748,4307.585372446924
159,2020-06-29,1165,183.596159779976,2153.792686223462,False,160,1186.1639839918014,4307.585372446924
160,2020-06-30,1227,183.596159779976,2153.792686223462,False,161,1221.731951346728,4307.585372446924
161,2020-07-01,1267,183.596159779976,2153.792686223462,False,162,1257.93663622426,4307.585372446924
162,2020-07-02,1301,183.596159779976,2153.792686223462,False,163,1294.7640450623114,4307.585372446924
163,2020-07-03,1382,183.596159779976,2153.792686223462,False,164,1332.1986344754596,4307.585372446924
164,2020-07-04,1421,183.596159779976,2153.792686223462,False,165,1370.2233073402836,4307.585372446924
165,2020-07-05,1451,183.596159779976,2153.792686223462,False,166,1408.8194162467184,4307.585372446924
166,2020-07-06,1463,183.596159779976,2153.792686223462,False,167,1447.9667746299021,4307.585372446924
167,2020-07-07,1499,183.596159779976,2153.792686223462,False,168,1487.6436758427835,4307.585372446924
168,2020-07-08,1499,183.596159779976,2153.792686223462,False,169,1527.8269203694226,4307.585372446924
