,Report_Date,Philippines_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
29,2020-02-20,3,76.45843565909072,3483.0338495361952,True,30,6.374415023659839,6264.6872140738005
30,2020-02-21,3,76.45843565909072,3483.0338495361952,True,31,7.409190609154111,6264.6872140738005
31,2020-02-22,3,76.45843565909072,3483.0338495361952,True,32,8.611736190526395,6264.6872140738005
32,2020-02-23,3,76.45843565909072,3483.0338495361952,True,33,10.009179688625238,6264.6872140738005
33,2020-02-24,3,76.45843565909072,3483.0338495361952,True,34,11.633009955261278,6264.6872140738005
34,2020-02-25,3,76.45843565909072,3483.0338495361952,True,35,13.519768842843458,6264.6872140738005
35,2020-02-26,3,76.45843565909072,3483.0338495361952,True,36,15.711849953964661,6264.6872140738005
36,2020-02-27,3,76.45843565909072,3483.0338495361952,True,37,18.25841940256502,6264.6872140738005
37,2020-02-28,3,76.45843565909072,3483.0338495361952,True,38,21.216475721536117,6264.6872140738005
38,2020-02-29,3,76.45843565909072,3483.0338495361952,True,39,24.65206791514914,6264.6872140738005
39,2020-03-01,3,76.45843565909072,3483.0338495361952,True,40,28.64169251159637,6264.6872140738005
40,2020-03-02,3,76.45843565909072,3483.0338495361952,True,41,33.27389221934302,6264.6872140738005
41,2020-03-03,3,76.45843565909072,3483.0338495361952,True,42,38.65108028140745,6264.6872140738005
42,2020-03-04,3,76.45843565909072,3483.0338495361952,True,43,44.89161564077036,6264.6872140738005
43,2020-03-05,3,76.45843565909072,3483.0338495361952,True,44,52.13215428001054,6264.6872140738005
44,2020-03-06,5,76.45843565909072,3483.0338495361952,True,45,60.530301170958175,6264.6872140738005
45,2020-03-07,6,76.45843565909072,3483.0338495361952,True,46,70.26758461627558,6264.6872140738005
46,2020-03-08,10,76.45843565909072,3483.0338495361952,True,47,81.55276965708063,6264.6872140738005
47,2020-03-09,20,76.45843565909072,3483.0338495361952,True,48,94.62551871262997,6264.6872140738005
48,2020-03-10,33,76.45843565909072,3483.0338495361952,True,49,109.76039450137351,6264.6872140738005
49,2020-03-11,49,76.45843565909072,3483.0338495361952,True,50,127.27118105795468,6264.6872140738005
50,2020-03-12,52,76.45843565909072,3483.0338495361952,True,51,147.51547147139655,6264.6872140738005
51,2020-03-13,64,76.45843565909072,3483.0338495361952,True,52,170.89943366523556,6264.6872140738005
52,2020-03-14,111,76.45843565909072,3483.0338495361952,True,53,197.88261569304132,6264.6872140738005
53,2020-03-15,140,76.45843565909072,3483.0338495361952,True,54,228.98258708443095,6264.6872140738005
54,2020-03-16,142,76.45843565909072,3483.0338495361952,True,55,264.7791303654729,6264.6872140738005
55,2020-03-17,187,76.45843565909072,3483.0338495361952,True,56,305.9175952692457,6264.6872140738005
56,2020-03-18,202,76.45843565909072,3483.0338495361952,True,57,353.1109070543358,6264.6872140738005
57,2020-03-19,217,76.45843565909072,3483.0338495361952,True,58,407.1395820313286,6264.6872140738005
58,2020-03-20,230,76.45843565909072,3483.0338495361952,True,59,468.8489542375292,6264.6872140738005
59,2020-03-21,307,76.45843565909072,3483.0338495361952,True,60,539.1426696261948,6264.6872140738005
60,2020-03-22,380,76.45843565909072,3483.0338495361952,True,61,618.971378814251,6264.6872140738005
61,2020-03-23,462,76.45843565909072,3483.0338495361952,True,62,709.3154873092001,6264.6872140738005
62,2020-03-24,552,76.45843565909072,3483.0338495361952,True,63,811.1608456022363,6264.6872140738005
63,2020-03-25,636,76.45843565909072,3483.0338495361952,True,64,925.4664335128665,6264.6872140738005
64,2020-03-26,707,76.45843565909072,3483.0338495361952,True,65,1053.123472663808,6264.6872140738005
65,2020-03-27,803,76.45843565909072,3483.0338495361952,True,66,1194.9060430137586,6264.6872140738005
66,2020-03-28,1075,76.45843565909072,3483.0338495361952,True,67,1351.4142185278647,6264.6872140738005
67,2020-03-29,1418,76.45843565909072,3483.0338495361952,True,68,1523.011964315708,6264.6872140738005
68,2020-03-30,1546,76.45843565909072,3483.0338495361952,True,69,1709.7634741208337,6264.6872140738005
69,2020-03-31,2084,76.45843565909072,3483.0338495361952,True,70,1911.3731023823502,6264.6872140738005
70,2020-04-01,2311,76.45843565909072,3483.0338495361952,True,71,2127.13529111668,6264.6872140738005
71,2020-04-02,2633,76.45843565909072,3483.0338495361952,True,72,2355.9015668702164,6264.6872140738005
72,2020-04-03,3018,76.45843565909072,3483.0338495361952,True,73,2596.071435115399,6264.6872140738005
73,2020-04-04,3094,76.45843565909072,3483.0338495361952,True,74,2845.612567283074,6264.6872140738005
74,2020-04-05,3246,76.45843565909072,3483.0338495361952,True,75,3102.113004056814,6264.6872140738005
75,2020-04-06,3660,76.45843565909072,3483.0338495361952,True,76,3362.8644289840486,6264.6872140738005
76,2020-04-07,3764,76.45843565909072,3483.0338495361952,True,77,3624.971452754927,6264.6872140738005
77,2020-04-08,3870,76.45843565909072,3483.0338495361952,True,78,3885.4780663712913,6264.6872140738005
78,2020-04-09,4076,76.45843565909072,3483.0338495361952,True,79,4141.499778314324,6264.6872140738005
79,2020-04-10,4195,76.45843565909072,3483.0338495361952,True,80,4390.3490520770565,6264.6872140738005
80,2020-04-11,4428,76.45843565909072,3483.0338495361952,True,81,4629.642718549597,6264.6872140738005
