,Report_Date,Gabon_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
41,2020-03-03,0,88.72996701902433,85.5849311733501,False,42,0.39733594719576065,121.32103156380802
42,2020-03-04,0,88.72996701902433,85.5849311733501,False,43,0.45223979492701133,121.32103156380802
43,2020-03-05,0,88.72996701902433,85.5849311733501,False,44,0.5147073857204564,121.32103156380802
44,2020-03-06,0,88.72996701902433,85.5849311733501,False,45,0.5857739776180085,121.32103156380802
45,2020-03-07,0,88.72996701902433,85.5849311733501,False,46,0.6666145352177171,121.32103156380802
46,2020-03-08,0,88.72996701902433,85.5849311733501,False,47,0.7585619957542874,121.32103156380802
47,2020-03-09,0,88.72996701902433,85.5849311733501,False,48,0.8631277494868973,121.32103156380802
48,2020-03-10,0,88.72996701902433,85.5849311733501,False,49,0.9820245504762961,121.32103156380802
49,2020-03-11,0,88.72996701902433,85.5849311733501,False,50,1.1171920783135094,121.32103156380802
50,2020-03-12,0,88.72996701902433,85.5849311733501,False,51,1.270825369575381,121.32103156380802
51,2020-03-13,0,88.72996701902433,85.5849311733501,False,52,1.44540632711669,121.32103156380802
52,2020-03-14,1,88.72996701902433,85.5849311733501,False,53,1.6437384924088487,121.32103156380802
53,2020-03-15,1,88.72996701902433,85.5849311733501,False,54,1.8689852267418001,121.32103156380802
54,2020-03-16,1,88.72996701902433,85.5849311733501,False,55,2.1247113858815627,121.32103156380802
55,2020-03-17,1,88.72996701902433,85.5849311733501,False,56,2.4149284831275404,121.32103156380802
56,2020-03-18,1,88.72996701902433,85.5849311733501,False,57,2.7441432096231972,121.32103156380802
57,2020-03-19,1,88.72996701902433,85.5849311733501,False,58,3.1174090086692186,121.32103156380802
58,2020-03-20,3,88.72996701902433,85.5849311733501,False,59,3.5403801714978735,121.32103156380802
59,2020-03-21,4,88.72996701902433,85.5849311733501,False,60,4.019367622817318,121.32103156380802
60,2020-03-22,5,88.72996701902433,85.5849311733501,False,61,4.561395181587406,121.32103156380802
61,2020-03-23,5,88.72996701902433,85.5849311733501,False,62,5.17425460164327,121.32103156380802
62,2020-03-24,6,88.72996701902433,85.5849311733501,False,63,5.86655710440335,121.32103156380802
63,2020-03-25,6,88.72996701902433,85.5849311733501,False,64,6.647778401176055,121.32103156380802
64,2020-03-26,7,88.72996701902433,85.5849311733501,False,65,7.528293360365923,121.32103156380802
65,2020-03-27,7,88.72996701902433,85.5849311733501,False,66,8.519395509840795,121.32103156380802
66,2020-03-28,7,88.72996701902433,85.5849311733501,False,67,9.63329549692506,121.32103156380802
67,2020-03-29,7,88.72996701902433,85.5849311733501,False,68,10.883091500515311,121.32103156380802
68,2020-03-30,7,88.72996701902433,85.5849311733501,False,69,12.28270347526759,121.32103156380802
69,2020-03-31,16,88.72996701902433,85.5849311733501,False,70,13.84676212055612,121.32103156380802
70,2020-04-01,18,88.72996701902433,85.5849311733501,False,71,15.590442769883861,121.32103156380802
71,2020-04-02,21,88.72996701902433,85.5849311733501,False,72,17.529234207700757,121.32103156380802
72,2020-04-03,21,88.72996701902433,85.5849311733501,False,73,19.678633013300736,121.32103156380802
73,2020-04-04,21,88.72996701902433,85.5849311733501,False,74,22.053755723084592,121.32103156380802
74,2020-04-05,21,88.72996701902433,85.5849311733501,False,75,24.668864227765056,121.32103156380802
75,2020-04-06,24,88.72996701902433,85.5849311733501,False,76,27.536804683475477,121.32103156380802
76,2020-04-07,30,88.72996701902433,85.5849311733501,False,77,30.66836701353896,121.32103156380802
77,2020-04-08,34,88.72996701902433,85.5849311733501,False,78,34.07158080657584,121.32103156380802
78,2020-04-09,44,88.72996701902433,85.5849311733501,False,79,37.75097375828163,121.32103156380802
79,2020-04-10,44,88.72996701902433,85.5849311733501,False,80,41.70683002192533,121.32103156380802
80,2020-04-11,46,88.72996701902433,85.5849311733501,False,81,45.93449670862545,121.32103156380802
81,2020-04-12,49,88.72996701902433,85.5849311733501,False,82,50.42379563564835,121.32103156380802
