,Report_Date,Comoros_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
48,2020-03-10,0,143.96168989144778,181.80313274400655,True,49,0.18291717114454575,342.8038419104276
49,2020-03-11,0,143.96168989144778,181.80313274400655,True,50,0.1981379882449103,342.8038419104276
50,2020-03-12,0,143.96168989144778,181.80313274400655,True,51,0.21462460479947193,342.8038419104276
51,2020-03-13,0,143.96168989144778,181.80313274400655,True,52,0.23248215806559458,342.8038419104276
52,2020-03-14,0,143.96168989144778,181.80313274400655,True,53,0.25182449552893094,342.8038419104276
53,2020-03-15,0,143.96168989144778,181.80313274400655,True,54,0.2727748926186524,342.8038419104276
54,2020-03-16,0,143.96168989144778,181.80313274400655,True,55,0.29546682888612213,342.8038419104276
55,2020-03-17,0,143.96168989144778,181.80313274400655,True,56,0.320044827291765,342.8038419104276
56,2020-03-18,0,143.96168989144778,181.80313274400655,True,57,0.3466653615932908,342.8038419104276
57,2020-03-19,0,143.96168989144778,181.80313274400655,True,58,0.3754978371993034,342.8038419104276
58,2020-03-20,0,143.96168989144778,181.80313274400655,True,59,0.4067256512463936,342.8038419104276
59,2020-03-21,0,143.96168989144778,181.80313274400655,True,60,0.440547338075745,342.8038419104276
60,2020-03-22,0,143.96168989144778,181.80313274400655,True,61,0.4771778067275202,342.8038419104276
61,2020-03-23,0,143.96168989144778,181.80313274400655,True,62,0.5168496775381071,342.8038419104276
62,2020-03-24,0,143.96168989144778,181.80313274400655,True,63,0.5598147254166743,342.8038419104276
63,2020-03-25,0,143.96168989144778,181.80313274400655,True,64,0.6063454378930607,342.8038419104276
64,2020-03-26,0,143.96168989144778,181.80313274400655,True,65,0.6567366965680087,342.8038419104276
65,2020-03-27,0,143.96168989144778,181.80313274400655,True,66,0.7113075911578514,342.8038419104276
66,2020-03-28,0,143.96168989144778,181.80313274400655,True,67,0.7704033759070386,342.8038419104276
67,2020-03-29,0,143.96168989144778,181.80313274400655,True,68,0.8343975787405955,342.8038419104276
68,2020-03-30,0,143.96168989144778,181.80313274400655,True,69,0.9036942741411288,342.8038419104276
69,2020-03-31,0,143.96168989144778,181.80313274400655,True,70,0.978730531356501,342.8038419104276
70,2020-04-01,0,143.96168989144778,181.80313274400655,True,71,1.0599790501687516,342.8038419104276
71,2020-04-02,0,143.96168989144778,181.80313274400655,True,72,1.1479509970744488,342.8038419104276
72,2020-04-03,0,143.96168989144778,181.80313274400655,True,73,1.2431990553319139,342.8038419104276
73,2020-04-04,0,143.96168989144778,181.80313274400655,True,74,1.3463207029098267,342.8038419104276
74,2020-04-05,0,143.96168989144778,181.80313274400655,True,75,1.4579617329102106,342.8038419104276
75,2020-04-06,0,143.96168989144778,181.80313274400655,True,76,1.5788200315192482,342.8038419104276
76,2020-04-07,0,143.96168989144778,181.80313274400655,True,77,1.7096496289409002,342.8038419104276
77,2020-04-08,0,143.96168989144778,181.80313274400655,True,78,1.8512650390656704,342.8038419104276
78,2020-04-09,0,143.96168989144778,181.80313274400655,True,79,2.0045459037903957,342.8038419104276
79,2020-04-10,0,143.96168989144778,181.80313274400655,True,80,2.170441957899283,342.8038419104276
80,2020-04-11,0,143.96168989144778,181.80313274400655,True,81,2.3499783302000252,342.8038419104276
81,2020-04-12,0,143.96168989144778,181.80313274400655,True,82,2.5442611961331485,342.8038419104276
82,2020-04-13,0,143.96168989144778,181.80313274400655,True,83,2.7544837962808413,342.8038419104276
83,2020-04-14,0,143.96168989144778,181.80313274400655,True,84,2.9819328340278437,342.8038419104276
84,2020-04-15,0,143.96168989144778,181.80313274400655,True,85,3.227995263995143,342.8038419104276
85,2020-04-16,0,143.96168989144778,181.80313274400655,True,86,3.494165480690086,342.8038419104276
86,2020-04-17,0,143.96168989144778,181.80313274400655,True,87,3.7820529139940033,342.8038419104276
87,2020-04-18,0,143.96168989144778,181.80313274400655,True,88,4.093390034526948,342.8038419104276
88,2020-04-19,0,143.96168989144778,181.80313274400655,True,89,4.430040767460181,342.8038419104276
89,2020-04-20,0,143.96168989144778,181.80313274400655,True,90,4.794009307846609,342.8038419104276
90,2020-04-21,0,143.96168989144778,181.80313274400655,True,91,5.18744932384631,342.8038419104276
91,2020-04-22,0,143.96168989144778,181.80313274400655,True,92,5.612673526161446,342.8038419104276
92,2020-04-23,0,143.96168989144778,181.80313274400655,True,93,6.07216357236714,342.8038419104276
93,2020-04-24,0,143.96168989144778,181.80313274400655,True,94,6.568580263422006,342.8038419104276
94,2020-04-25,0,143.96168989144778,181.80313274400655,True,95,7.104773976238387,342.8038419104276
95,2020-04-26,0,143.96168989144778,181.80313274400655,True,96,7.683795260551525,342.8038419104276
96,2020-04-27,0,143.96168989144778,181.80313274400655,True,97,8.308905510204278,342.8038419104276
97,2020-04-28,0,143.96168989144778,181.80313274400655,True,98,8.983587598115037,342.8038419104276
98,2020-04-29,0,143.96168989144778,181.80313274400655,True,99,9.711556340383774,342.8038419104276
99,2020-04-30,1,143.96168989144778,181.80313274400655,True,100,10.496768627996943,342.8038419104276
100,2020-05-01,1,143.96168989144778,181.80313274400655,True,101,11.343433034233769,342.8038419104276
101,2020-05-02,3,143.96168989144778,181.80313274400655,True,102,12.256018672025037,342.8038419104276
102,2020-05-03,3,143.96168989144778,181.80313274400655,True,103,13.239263038121551,342.8038419104276
103,2020-05-04,3,143.96168989144778,181.80313274400655,True,104,14.298178540049728,342.8038419104276
104,2020-05-05,3,143.96168989144778,181.80313274400655,True,105,15.438057357669026,342.8038419104276
105,2020-05-06,8,143.96168989144778,181.80313274400655,True,106,16.664474244086428,342.8038419104276
106,2020-05-07,8,143.96168989144778,181.80313274400655,True,107,17.9832868213485,342.8038419104276
107,2020-05-08,8,143.96168989144778,181.80313274400655,True,108,19.40063287563008,342.8038419104276
108,2020-05-09,11,143.96168989144778,181.80313274400655,True,109,20.92292410582616,342.8038419104276
109,2020-05-10,11,143.96168989144778,181.80313274400655,True,110,22.556835730194724,342.8038419104276
110,2020-05-11,11,143.96168989144778,181.80313274400655,True,111,24.30929131012626,342.8038419104276
111,2020-05-12,11,143.96168989144778,181.80313274400655,True,112,26.18744211089633,342.8038419104276
112,2020-05-13,11,143.96168989144778,181.80313274400655,True,113,28.198640289622702,342.8038419104276
113,2020-05-14,11,143.96168989144778,181.80313274400655,True,114,30.350405184441883,342.8038419104276
114,2020-05-15,11,143.96168989144778,181.80313274400655,True,115,32.65038198057945,342.8038419104276
115,2020-05-16,11,143.96168989144778,181.80313274400655,True,116,35.106292053516334,342.8038419104276
116,2020-05-17,11,143.96168989144778,181.80313274400655,True,117,37.72587434231626,342.8038419104276
117,2020-05-18,11,143.96168989144778,181.80313274400655,True,118,40.516817193144064,342.8038419104276
118,2020-05-19,11,143.96168989144778,181.80313274400655,True,119,43.48668023989062,342.8038419104276
119,2020-05-20,34,143.96168989144778,181.80313274400655,True,120,46.642806061153316,342.8038419104276
120,2020-05-21,34,143.96168989144778,181.80313274400655,True,121,49.99222157538578,342.8038419104276
121,2020-05-22,78,143.96168989144778,181.80313274400655,True,122,53.54152941230625,342.8038419104276
122,2020-05-23,78,143.96168989144778,181.80313274400655,True,123,57.29678983016817,342.8038419104276
123,2020-05-24,87,143.96168989144778,181.80313274400655,True,124,61.26339413407672,342.8038419104276
124,2020-05-25,87,143.96168989144778,181.80313274400655,True,125,65.44593098556801,342.8038419104276
125,2020-05-26,87,143.96168989144778,181.80313274400655,True,126,69.84804746932693,342.8038419104276
126,2020-05-27,87,143.96168989144778,181.80313274400655,True,127,74.47230728557736,342.8038419104276
127,2020-05-28,87,143.96168989144778,181.80313274400655,True,128,79.32004894745913,342.8038419104276
128,2020-05-29,87,143.96168989144778,181.80313274400655,True,129,84.39124735742966,342.8038419104276
129,2020-05-30,106,143.96168989144778,181.80313274400655,True,130,89.68438258627017,342.8038419104276
130,2020-05-31,106,143.96168989144778,181.80313274400655,True,131,95.19632004950493,342.8038419104276
131,2020-06-01,106,143.96168989144778,181.80313274400655,True,132,100.92220653338612,342.8038419104276
132,2020-06-02,132,143.96168989144778,181.80313274400655,True,133,106.85538663027242,342.8038419104276
133,2020-06-03,132,143.96168989144778,181.80313274400655,True,134,112.98734406806274,342.8038419104276
134,2020-06-04,132,143.96168989144778,181.80313274400655,True,135,119.3076721330545,342.8038419104276
135,2020-06-05,132,143.96168989144778,181.80313274400655,True,136,125.80407687225369,342.8038419104276
136,2020-06-06,141,143.96168989144778,181.80313274400655,True,137,132.46241601450848,342.8038419104276
137,2020-06-07,141,143.96168989144778,181.80313274400655,True,138,139.26677558005042,342.8038419104276
138,2020-06-08,141,143.96168989144778,181.80313274400655,True,139,146.19958498239382,342.8038419104276
139,2020-06-09,141,143.96168989144778,181.80313274400655,True,140,153.24177010986358,342.8038419104276
140,2020-06-10,162,143.96168989144778,181.80313274400655,True,141,160.37294246713574,342.8038419104276
141,2020-06-11,162,143.96168989144778,181.80313274400655,True,142,167.57162103381094,342.8038419104276
142,2020-06-12,163,143.96168989144778,181.80313274400655,True,143,174.81548213888925,342.8038419104276
143,2020-06-13,176,143.96168989144778,181.80313274400655,True,144,182.08163144046983,342.8038419104276
144,2020-06-14,176,143.96168989144778,181.80313274400655,True,145,189.3468911171803,342.8038419104276
145,2020-06-15,176,143.96168989144778,181.80313274400655,True,146,196.58809468758542,342.8038419104276
146,2020-06-16,197,143.96168989144778,181.80313274400655,True,147,203.78238152354925,342.8038419104276
147,2020-06-17,197,143.96168989144778,181.80313274400655,True,148,210.90748313763052,342.8038419104276
148,2020-06-18,210,143.96168989144778,181.80313274400655,True,149,217.94199370209336,342.8038419104276
149,2020-06-19,210,143.96168989144778,181.80313274400655,True,150,224.8656179717281,342.8038419104276
150,2020-06-20,247,143.96168989144778,181.80313274400655,True,151,231.65939078539705,342.8038419104276
151,2020-06-21,247,143.96168989144778,181.80313274400655,True,152,238.30586354502142,342.8038419104276
152,2020-06-22,247,143.96168989144778,181.80313274400655,True,153,244.78925443684707,342.8038419104276
153,2020-06-23,265,143.96168989144778,181.80313274400655,True,154,251.09556058475036,342.8038419104276
154,2020-06-24,265,143.96168989144778,181.80313274400655,True,155,257.2126317277907,342.8038419104276
155,2020-06-25,272,143.96168989144778,181.80313274400655,True,156,263.13020632128956,342.8038419104276
156,2020-06-26,272,143.96168989144778,181.80313274400655,True,157,268.8399121127041,342.8038419104276
157,2020-06-27,272,143.96168989144778,181.80313274400655,True,158,274.3352341970032,342.8038419104276
158,2020-06-28,272,143.96168989144778,181.80313274400655,True,159,279.611454285179,342.8038419104276
159,2020-06-29,272,143.96168989144778,181.80313274400655,True,160,284.6655654150322,342.8038419104276
160,2020-06-30,303,143.96168989144778,181.80313274400655,True,161,289.49616660178594,342.8038419104276
161,2020-07-01,303,143.96168989144778,181.80313274400655,True,162,294.1033419861823,342.8038419104276
162,2020-07-02,303,143.96168989144778,181.80313274400655,True,163,298.4885289173411,342.8038419104276
163,2020-07-03,309,143.96168989144778,181.80313274400655,True,164,302.6543791403197,342.8038419104276
164,2020-07-04,309,143.96168989144778,181.80313274400655,True,165,306.60461687983565,342.8038419104276
165,2020-07-05,311,143.96168989144778,181.80313274400655,True,166,310.3438971574875,342.8038419104276
166,2020-07-06,311,143.96168989144778,181.80313274400655,True,167,313.8776671828813,342.8038419104276
167,2020-07-07,311,143.96168989144778,181.80313274400655,True,168,317.2120331481213,342.8038419104276
168,2020-07-08,311,143.96168989144778,181.80313274400655,True,169,320.353634253939,342.8038419104276
