,Report_Date,China_chongqing_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
29,2020-02-20,567,12.295831835435754,287.9907122525616,True,30,568.0522899160218,575.9814203552006
30,2020-02-21,572,12.295831835435754,287.9907122525616,True,31,569.7336893736368,575.9814203552006
31,2020-02-22,573,12.295831835435754,287.9907122525616,True,32,571.0616304446788,575.9814203552006
32,2020-02-23,575,12.295831835435754,287.9907122525616,True,33,572.1092391478652,575.9814203552006
33,2020-02-24,576,12.295831835435754,287.9907122525616,True,34,572.9349627077738,575.9814203552006
34,2020-02-25,576,12.295831835435754,287.9907122525616,True,35,573.585342432214,575.9814203552006
35,2020-02-26,576,12.295831835435754,287.9907122525616,True,36,574.0973311964548,575.9814203552006
36,2020-02-27,576,12.295831835435754,287.9907122525616,True,37,574.5002020099073,575.9814203552006
37,2020-02-28,576,12.295831835435754,287.9907122525616,True,38,574.8171027058249,575.9814203552006
38,2020-02-29,576,12.295831835435754,287.9907122525616,True,39,575.0663119615414,575.9814203552006
39,2020-03-01,576,12.295831835435754,287.9907122525616,True,40,575.2622476714151,575.9814203552006
40,2020-03-02,576,12.295831835435754,287.9907122525616,True,41,575.4162726089517,575.9814203552006
41,2020-03-03,576,12.295831835435754,287.9907122525616,True,42,575.5373357404974,575.9814203552006
42,2020-03-04,576,12.295831835435754,287.9907122525616,True,43,575.6324812487038,575.9814203552006
43,2020-03-05,576,12.295831835435754,287.9907122525616,True,44,575.7072516518225,575.9814203552006
44,2020-03-06,576,12.295831835435754,287.9907122525616,True,45,575.7660064967848,575.9814203552006
45,2020-03-07,576,12.295831835435754,287.9907122525616,True,46,575.8121739652706,575.9814203552006
46,2020-03-08,576,12.295831835435754,287.9907122525616,True,47,575.8484493040302,575.9814203552006
47,2020-03-09,576,12.295831835435754,287.9907122525616,True,48,575.8769511878216,575.9814203552006
48,2020-03-10,576,12.295831835435754,287.9907122525616,True,49,575.8993448530724,575.9814203552006
49,2020-03-11,576,12.295831835435754,287.9907122525616,True,50,575.9169390144685,575.9814203552006
50,2020-03-12,576,12.295831835435754,287.9907122525616,True,51,575.930762115977,575.9814203552006
51,2020-03-13,576,12.295831835435754,287.9907122525616,True,52,575.9416223040025,575.9814203552006
52,2020-03-14,576,12.295831835435754,287.9907122525616,True,53,575.9501545860167,575.9814203552006
53,2020-03-15,576,12.295831835435754,287.9907122525616,True,54,575.9568579055848,575.9814203552006
54,2020-03-16,576,12.295831835435754,287.9907122525616,True,55,575.9621242854759,575.9814203552006
55,2020-03-17,576,12.295831835435754,287.9907122525616,True,56,575.9662617330958,575.9814203552006
56,2020-03-18,576,12.295831835435754,287.9907122525616,True,57,575.9695122416515,575.9814203552006
57,2020-03-19,576,12.295831835435754,287.9907122525616,True,58,575.9720659360511,575.9814203552006
58,2020-03-20,576,12.295831835435754,287.9907122525616,True,59,575.9740721885765,575.9814203552006
59,2020-03-21,576,12.295831835435754,287.9907122525616,True,60,575.9756483530405,575.9814203552006
60,2020-03-22,577,12.295831835435754,287.9907122525616,True,61,575.976886627422,575.9814203552006
61,2020-03-23,578,12.295831835435754,287.9907122525616,True,62,575.9778594458509,575.9814203552006
62,2020-03-24,578,12.295831835435754,287.9907122525616,True,63,575.9786237150072,575.9814203552006
63,2020-03-25,578,12.295831835435754,287.9907122525616,True,64,575.9792241425364,575.9814203552006
64,2020-03-26,578,12.295831835435754,287.9907122525616,True,65,575.9796958520536,575.9814203552006
65,2020-03-27,578,12.295831835435754,287.9907122525616,True,66,575.9800664376264,575.9814203552006
66,2020-03-28,578,12.295831835435754,287.9907122525616,True,67,575.9803575778699,575.9814203552006
67,2020-03-29,579,12.295831835435754,287.9907122525616,True,68,575.9805863040446,575.9814203552006
68,2020-03-30,579,12.295831835435754,287.9907122525616,True,69,575.9807659963203,575.9814203552006
69,2020-03-31,579,12.295831835435754,287.9907122525616,True,70,575.9809071664732,575.9814203552006
70,2020-04-01,579,12.295831835435754,287.9907122525616,True,71,575.9810180727968,575.9814203552006
71,2020-04-02,579,12.295831835435754,287.9907122525616,True,72,575.9811052031937,575.9814203552006
72,2020-04-03,579,12.295831835435754,287.9907122525616,True,73,575.9811736547055,575.9814203552006
73,2020-04-04,579,12.295831835435754,287.9907122525616,True,74,575.9812274316805,575.9814203552006
74,2020-04-05,579,12.295831835435754,287.9907122525616,True,75,575.9812696800232,575.9814203552006
75,2020-04-06,579,12.295831835435754,287.9907122525616,True,76,575.9813028712242,575.9814203552006
76,2020-04-07,579,12.295831835435754,287.9907122525616,True,77,575.9813289469405,575.9814203552006
77,2020-04-08,579,12.295831835435754,287.9907122525616,True,78,575.9813494325795,575.9814203552006
78,2020-04-09,579,12.295831835435754,287.9907122525616,True,79,575.9813655265343,575.9814203552006
79,2020-04-10,579,12.295831835435754,287.9907122525616,True,80,575.9813781702882,575.9814203552006
