,Report_Date,Mauritania_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
27,2020-02-18,0,66.00397970867779,3.723384756032857,True,28,0.00982830376926643,7.289574954467733
28,2020-02-19,0,66.00397970867779,3.723384756032857,True,29,0.011698289475555528,7.289574954467733
29,2020-02-20,0,66.00397970867779,3.723384756032857,True,30,0.013923402561481927,7.289574954467733
30,2020-02-21,0,66.00397970867779,3.723384756032857,True,31,0.016570807598716174,7.289574954467733
31,2020-02-22,0,66.00397970867779,3.723384756032857,True,32,0.01972025646567991,7.289574954467733
32,2020-02-23,0,66.00397970867779,3.723384756032857,True,33,0.023466399330226918,7.289574954467733
33,2020-02-24,0,66.00397970867779,3.723384756032857,True,34,0.027921499912803665,7.289574954467733
34,2020-02-25,0,66.00397970867779,3.723384756032857,True,35,0.03321861734044643,7.289574954467733
35,2020-02-26,0,66.00397970867779,3.723384756032857,True,36,0.03951532285905854,7.289574954467733
36,2020-02-27,0,66.00397970867779,3.723384756032857,True,37,0.04699802444988944,7.289574954467733
37,2020-02-28,0,66.00397970867779,3.723384756032857,True,38,0.055886974909409116,7.289574954467733
38,2020-02-29,0,66.00397970867779,3.723384756032857,True,39,0.06644203761428262,7.289574954467733
39,2020-03-01,0,66.00397970867779,3.723384756032857,True,40,0.07896927674683352,7.289574954467733
40,2020-03-02,0,66.00397970867779,3.723384756032857,True,41,0.09382842205776135,7.289574954467733
41,2020-03-03,0,66.00397970867779,3.723384756032857,True,42,0.11144122801604424,7.289574954467733
42,2020-03-04,0,66.00397970867779,3.723384756032857,True,43,0.13230069777034215,7.289574954467733
43,2020-03-05,0,66.00397970867779,3.723384756032857,True,44,0.15698106642302484,7.289574954467733
44,2020-03-06,0,66.00397970867779,3.723384756032857,True,45,0.18614832664989697,7.289574954467733
45,2020-03-07,0,66.00397970867779,3.723384756032857,True,46,0.22057092203178402,7.289574954467733
46,2020-03-08,0,66.00397970867779,3.723384756032857,True,47,0.26113001798168084,7.289574954467733
47,2020-03-09,0,66.00397970867779,3.723384756032857,True,48,0.30882847578204153,7.289574954467733
48,2020-03-10,0,66.00397970867779,3.723384756032857,True,49,0.36479729433667546,7.289574954467733
49,2020-03-11,0,66.00397970867779,3.723384756032857,True,50,0.4302978474000544,7.289574954467733
50,2020-03-12,0,66.00397970867779,3.723384756032857,True,51,0.506717747578903,7.289574954467733
51,2020-03-13,0,66.00397970867779,3.723384756032857,True,52,0.5955576546475556,7.289574954467733
52,2020-03-14,1,66.00397970867779,3.723384756032857,True,53,0.6984058957905724,7.289574954467733
53,2020-03-15,1,66.00397970867779,3.723384756032857,True,54,0.8168975120663178,7.289574954467733
54,2020-03-16,1,66.00397970867779,3.723384756032857,True,55,0.9526544811163539,7.289574954467733
55,2020-03-17,1,66.00397970867779,3.723384756032857,True,56,1.1072046371685391,7.289574954467733
56,2020-03-18,1,66.00397970867779,3.723384756032857,True,57,1.2818784833475918,7.289574954467733
57,2020-03-19,2,66.00397970867779,3.723384756032857,True,58,1.4776858848506356,7.289574954467733
58,2020-03-20,2,66.00397970867779,3.723384756032857,True,59,1.6951785910782842,7.289574954467733
59,2020-03-21,2,66.00397970867779,3.723384756032857,True,60,1.9343093834696485,7.289574954467733
60,2020-03-22,2,66.00397970867779,3.723384756032857,True,61,2.1943036436938526,7.289574954467733
61,2020-03-23,2,66.00397970867779,3.723384756032857,True,62,2.473563041448019,7.289574954467733
62,2020-03-24,2,66.00397970867779,3.723384756032857,True,63,2.769622273312676,7.289574954467733
63,2020-03-25,2,66.00397970867779,3.723384756032857,True,64,3.079176866152718,7.289574954467733
64,2020-03-26,3,66.00397970867779,3.723384756032857,True,65,3.398192265793815,7.289574954467733
65,2020-03-27,3,66.00397970867779,3.723384756032857,True,66,3.722092422074742,7.289574954467733
66,2020-03-28,5,66.00397970867779,3.723384756032857,True,67,4.046012138745823,7.289574954467733
67,2020-03-29,5,66.00397970867779,3.723384756032857,True,68,4.365085048624853,7.289574954467733
68,2020-03-30,5,66.00397970867779,3.723384756032857,True,69,4.674731735186958,7.289574954467733
69,2020-03-31,6,66.00397970867779,3.723384756032857,True,70,4.970912491038618,7.289574954467733
70,2020-04-01,6,66.00397970867779,3.723384756032857,True,71,5.2503164910896425,7.289574954467733
71,2020-04-02,6,66.00397970867779,3.723384756032857,True,72,5.510471539065329,7.289574954467733
72,2020-04-03,6,66.00397970867779,3.723384756032857,True,73,5.749772491078009,7.289574954467733
73,2020-04-04,6,66.00397970867779,3.723384756032857,True,74,5.967438496075592,7.289574954467733
74,2020-04-05,6,66.00397970867779,3.723384756032857,True,75,6.163417024053602,7.289574954467733
75,2020-04-06,6,66.00397970867779,3.723384756032857,True,76,6.338255608288638,7.289574954467733
76,2020-04-07,6,66.00397970867779,3.723384756032857,True,77,6.492961023381467,7.289574954467733
77,2020-04-08,6,66.00397970867779,3.723384756032857,True,78,6.628861731108265,7.289574954467733
