,Report_Date,France_french guiana_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
41,2020-03-03,0,75.86142113993812,68.08275996153085,True,42,1.695676229465635,112.67124488885665
42,2020-03-04,0,75.86142113993812,68.08275996153085,True,43,1.9261398569036086,112.67124488885665
43,2020-03-05,0,75.86142113993812,68.08275996153085,True,44,2.187416847910576,112.67124488885665
44,2020-03-06,0,75.86142113993812,68.08275996153085,True,45,2.483479851402438,112.67124488885665
45,2020-03-07,5,75.86142113993812,68.08275996153085,True,46,2.8187713907443337,112.67124488885665
46,2020-03-08,5,75.86142113993812,68.08275996153085,True,47,3.198247237924135,112.67124488885665
47,2020-03-09,5,75.86142113993812,68.08275996153085,True,48,3.627420143628607,112.67124488885665
48,2020-03-10,5,75.86142113993812,68.08275996153085,True,49,4.112402614139369,112.67124488885665
49,2020-03-11,5,75.86142113993812,68.08275996153085,True,50,4.659946971312029,112.67124488885665
50,2020-03-12,5,75.86142113993812,68.08275996153085,True,51,5.277480383859667,112.67124488885665
51,2020-03-13,5,75.86142113993812,68.08275996153085,True,52,5.973131912820776,112.67124488885665
52,2020-03-14,5,75.86142113993812,68.08275996153085,True,53,6.755747874955503,112.67124488885665
53,2020-03-15,7,75.86142113993812,68.08275996153085,True,54,7.634891010000013,112.67124488885665
54,2020-03-16,11,75.86142113993812,68.08275996153085,True,55,8.620818073296594,112.67124488885665
55,2020-03-17,11,75.86142113993812,68.08275996153085,True,56,9.724429619726942,112.67124488885665
56,2020-03-18,11,75.86142113993812,68.08275996153085,True,57,10.957184983847588,112.67124488885665
57,2020-03-19,11,75.86142113993812,68.08275996153085,True,58,12.33097491735304,112.67124488885665
58,2020-03-20,15,75.86142113993812,68.08275996153085,True,59,13.85794418278092,112.67124488885665
59,2020-03-21,18,75.86142113993812,68.08275996153085,True,60,15.5502568278102,112.67124488885665
60,2020-03-22,18,75.86142113993812,68.08275996153085,True,61,17.419798117723627,112.67124488885665
61,2020-03-23,20,75.86142113993812,68.08275996153085,True,62,19.477809439054237,112.67124488885665
62,2020-03-24,23,75.86142113993812,68.08275996153085,True,63,21.734456138063642,112.67124488885665
63,2020-03-25,28,75.86142113993812,68.08275996153085,True,64,24.198333380399426,112.67124488885665
64,2020-03-26,28,75.86142113993812,68.08275996153085,True,65,26.87592172133006,112.67124488885665
65,2020-03-27,28,75.86142113993812,68.08275996153085,True,66,29.771011935322104,112.67124488885665
66,2020-03-28,28,75.86142113993812,68.08275996153085,True,67,32.88412723355492,112.67124488885665
67,2020-03-29,28,75.86142113993812,68.08275996153085,True,68,36.211979400091714,112.67124488885665
68,2020-03-30,43,75.86142113993812,68.08275996153085,True,69,39.74700235188051,112.67124488885665
69,2020-03-31,43,75.86142113993812,68.08275996153085,True,70,43.47701067637628,112.67124488885665
70,2020-04-01,51,75.86142113993812,68.08275996153085,True,71,47.38503029322566,112.67124488885665
71,2020-04-02,51,75.86142113993812,68.08275996153085,True,72,51.44934228153098,112.67124488885665
72,2020-04-03,57,75.86142113993812,68.08275996153085,True,73,55.64376853414304,112.67124488885665
73,2020-04-04,61,75.86142113993812,68.08275996153085,True,74,59.938209670284735,112.67124488885665
74,2020-04-05,61,75.86142113993812,68.08275996153085,True,75,64.29942316927604,112.67124488885665
75,2020-04-06,72,75.86142113993812,68.08275996153085,True,76,68.69200570211352,112.67124488885665
76,2020-04-07,72,75.86142113993812,68.08275996153085,True,77,73.07952157682745,112.67124488885665
77,2020-04-08,77,75.86142113993812,68.08275996153085,True,78,77.42570259241462,112.67124488885665
