,Report_Date,France_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
63,2020-03-25,25233,80.32920825805823,139612.1371052871,False,64,24526.32577627429,279224.27421057416
64,2020-03-26,29155,80.32920825805823,139612.1371052871,False,65,27927.833306861743,279224.27421057416
65,2020-03-27,32964,80.32920825805823,139612.1371052871,False,66,31742.29649503442,279224.27421057416
66,2020-03-28,37575,80.32920825805823,139612.1371052871,False,67,36003.1079532064,279224.27421057416
67,2020-03-29,40174,80.32920825805823,139612.1371052871,False,68,40741.69923856948,279224.27421057416
68,2020-03-30,44550,80.32920825805823,139612.1371052871,False,69,45986.04692802454,279224.27421057416
69,2020-03-31,52128,80.32920825805823,139612.1371052871,False,70,51758.94506440135,279224.27421057416
70,2020-04-01,56989,80.32920825805823,139612.1371052871,False,71,58076.097909046155,279224.27421057416
71,2020-04-02,59105,80.32920825805823,139612.1371052871,False,72,64944.124628298785,279224.27421057416
72,2020-04-03,64338,80.32920825805823,139612.1371052871,False,73,72358.60790904368,279224.27421057416
73,2020-04-04,89953,80.32920825805823,139612.1371052871,False,74,80302.35572556964,279224.27421057416
74,2020-04-05,92839,80.32920825805823,139612.1371052871,False,75,88744.07170658674,279224.27421057416
75,2020-04-06,98010,80.32920825805823,139612.1371052871,False,76,97637.63593689208,279224.27421057416
76,2020-04-07,109069,80.32920825805823,139612.1371052871,False,77,106922.17667887322,279224.27421057416
77,2020-04-08,112950,80.32920825805823,139612.1371052871,False,78,116523.0600012906,279224.27421057416
