,Report_Date,Maldives_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
38,2020-02-29,0,53.09033496415999,8.889258965149098,True,39,0.7996389473295981,17.769357605513818
39,2020-03-01,0,53.09033496415999,8.889258965149098,True,40,0.9825807854776728,17.769357605513818
40,2020-03-02,0,53.09033496415999,8.889258965149098,True,41,1.2044072516997257,17.769357605513818
41,2020-03-03,0,53.09033496415999,8.889258965149098,True,42,1.4719243031681695,17.769357605513818
42,2020-03-04,0,53.09033496415999,8.889258965149098,True,43,1.7924349046697055,17.769357605513818
43,2020-03-05,0,53.09033496415999,8.889258965149098,True,44,2.173434356072695,17.769357605513818
44,2020-03-06,0,53.09033496415999,8.889258965149098,True,45,2.6221352641841325,17.769357605513818
45,2020-03-07,0,53.09033496415999,8.889258965149098,True,46,3.1448016622767376,17.769357605513818
46,2020-03-08,4,53.09033496415999,8.889258965149098,True,47,3.745901716207054,17.769357605513818
47,2020-03-09,4,53.09033496415999,8.889258965149098,True,48,4.427137433722086,17.769357605513818
48,2020-03-10,6,53.09033496415999,8.889258965149098,True,49,5.186473635952276,17.769357605513818
49,2020-03-11,8,53.09033496415999,8.889258965149098,True,50,6.0173519295993545,17.769357605513818
50,2020-03-12,8,53.09033496415999,8.889258965149098,True,51,6.908311624419059,17.769357605513818
51,2020-03-13,9,53.09033496415999,8.889258965149098,True,52,7.843217290770223,17.769357605513818
52,2020-03-14,10,53.09033496415999,8.889258965149098,True,53,8.802193128329597,17.769357605513818
53,2020-03-15,13,53.09033496415999,8.889258965149098,True,54,9.763200024663883,17.769357605513818
54,2020-03-16,13,53.09033496415999,8.889258965149098,True,55,10.704012619891616,17.769357605513818
55,2020-03-17,13,53.09033496415999,8.889258965149098,True,56,11.604231730174071,17.769357605513818
56,2020-03-18,13,53.09033496415999,8.889258965149098,True,57,12.446956349502088,17.769357605513818
57,2020-03-19,13,53.09033496415999,8.889258965149098,True,58,13.219844284302322,17.769357605513818
58,2020-03-20,13,53.09033496415999,8.889258965149098,True,59,13.915464118385362,17.769357605513818
59,2020-03-21,13,53.09033496415999,8.889258965149098,True,60,14.531012794182704,17.769357605513818
60,2020-03-22,13,53.09033496415999,8.889258965149098,True,61,15.067586386684312,17.769357605513818
61,2020-03-23,13,53.09033496415999,8.889258965149098,True,62,15.52922715148741,17.769357605513818
62,2020-03-24,13,53.09033496415999,8.889258965149098,True,63,15.921942070930138,17.769357605513818
63,2020-03-25,13,53.09033496415999,8.889258965149098,True,64,16.25282729821261,17.769357605513818
64,2020-03-26,13,53.09033496415999,8.889258965149098,True,65,16.52936762827324,17.769357605513818
65,2020-03-27,16,53.09033496415999,8.889258965149098,True,66,16.758927877528794,17.769357605513818
66,2020-03-28,16,53.09033496415999,8.889258965149098,True,67,16.94841973772367,17.769357605513818
67,2020-03-29,17,53.09033496415999,8.889258965149098,True,68,17.104111540208233,17.769357605513818
68,2020-03-30,17,53.09033496415999,8.889258965149098,True,69,17.23154446176319,17.769357605513818
69,2020-03-31,18,53.09033496415999,8.889258965149098,True,70,17.335521858352205,17.769357605513818
70,2020-04-01,19,53.09033496415999,8.889258965149098,True,71,17.420144658278684,17.769357605513818
71,2020-04-02,19,53.09033496415999,8.889258965149098,True,72,17.488872575625596,17.769357605513818
72,2020-04-03,19,53.09033496415999,8.889258965149098,True,73,17.544597016986526,17.769357605513818
73,2020-04-04,19,53.09033496415999,8.889258965149098,True,74,17.589716451494986,17.769357605513818
74,2020-04-05,19,53.09033496415999,8.889258965149098,True,75,17.626208652368806,17.769357605513818
75,2020-04-06,19,53.09033496415999,8.889258965149098,True,76,17.655696765144913,17.769357605513818
76,2020-04-07,19,53.09033496415999,8.889258965149098,True,77,17.679507847799858,17.769357605513818
77,2020-04-08,19,53.09033496415999,8.889258965149098,True,78,17.698723588399684,17.769357605513818
