,Report_Date,Diamond Princess_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
36,2020-02-27,705,25.470870423968087,355.3542325409458,True,37,702.6282174632803,710.7084650603271
37,2020-02-28,705,25.470870423968087,355.3542325409458,True,38,705.2028687638244,710.7084650603271
38,2020-02-29,705,25.470870423968087,355.3542325409458,True,39,706.9615203942172,710.7084650603271
39,2020-03-01,705,25.470870423968087,355.3542325409458,True,40,708.1604360183806,710.7084650603271
40,2020-03-02,705,25.470870423968087,355.3542325409458,True,41,708.9766724994938,710.7084650603271
41,2020-03-03,706,25.470870423968087,355.3542325409458,True,42,709.5318699468738,710.7084650603271
42,2020-03-04,706,25.470870423968087,355.3542325409458,True,43,709.9092766225326,710.7084650603271
43,2020-03-05,706,25.470870423968087,355.3542325409458,True,44,710.1657182863022,710.7084650603271
44,2020-03-06,706,25.470870423968087,355.3542325409458,True,45,710.3399162869015,710.7084650603271
45,2020-03-07,706,25.470870423968087,355.3542325409458,True,46,710.4582240436265,710.7084650603271
46,2020-03-08,706,25.470870423968087,355.3542325409458,True,47,710.5385629406109,710.7084650603271
47,2020-03-09,706,25.470870423968087,355.3542325409458,True,48,710.5931135397484,710.7084650603271
48,2020-03-10,706,25.470870423968087,355.3542325409458,True,49,710.6301514703412,710.7084650603271
49,2020-03-11,706,25.470870423968087,355.3542325409458,True,50,710.6552978766665,710.7084650603271
50,2020-03-12,706,25.470870423968087,355.3542325409458,True,51,710.6723702123395,710.7084650603271
51,2020-03-13,706,25.470870423968087,355.3542325409458,True,52,710.6839606989292,710.7084650603271
52,2020-03-14,706,25.470870423968087,355.3542325409458,True,53,710.6918294312533,710.7084650603271
53,2020-03-15,706,25.470870423968087,355.3542325409458,True,54,710.6971714333778,710.7084650603271
54,2020-03-16,706,25.470870423968087,355.3542325409458,True,55,710.7007980424914,710.7084650603271
55,2020-03-17,706,25.470870423968087,355.3542325409458,True,56,710.7032600857588,710.7084650603271
56,2020-03-18,712,25.470870423968087,355.3542325409458,True,57,710.7049315204749,710.7084650603271
57,2020-03-19,712,25.470870423968087,355.3542325409458,True,58,710.706066223845,710.7084650603271
58,2020-03-20,712,25.470870423968087,355.3542325409458,True,59,710.7068365501361,710.7084650603271
59,2020-03-21,712,25.470870423968087,355.3542325409458,True,60,710.7073595080292,710.7084650603271
60,2020-03-22,712,25.470870423968087,355.3542325409458,True,61,710.7077145326487,710.7084650603271
61,2020-03-23,712,25.470870423968087,355.3542325409458,True,62,710.7079555509639,710.7084650603271
62,2020-03-24,712,25.470870423968087,355.3542325409458,True,63,710.7081191728917,710.7084650603271
63,2020-03-25,712,25.470870423968087,355.3542325409458,True,64,710.7082302521278,710.7084650603271
64,2020-03-26,712,25.470870423968087,355.3542325409458,True,65,710.7083056613064,710.7084650603271
65,2020-03-27,712,25.470870423968087,355.3542325409458,True,66,710.7083568548861,710.7084650603271
66,2020-03-28,712,25.470870423968087,355.3542325409458,True,67,710.7083916090436,710.7084650603271
67,2020-03-29,712,25.470870423968087,355.3542325409458,True,68,710.70841520285,710.7084650603271
68,2020-03-30,712,25.470870423968087,355.3542325409458,True,69,710.7084312201476,710.7084650603271
69,2020-03-31,712,25.470870423968087,355.3542325409458,True,70,710.7084420939259,710.7084650603271
70,2020-04-01,712,25.470870423968087,355.3542325409458,True,71,710.708449475886,710.7084650603271
71,2020-04-02,712,25.470870423968087,355.3542325409458,True,72,710.7084544873305,710.7084650603271
72,2020-04-03,712,25.470870423968087,355.3542325409458,True,73,710.7084578894858,710.7084650603271
73,2020-04-04,712,25.470870423968087,355.3542325409458,True,74,710.7084601991314,710.7084650603271
74,2020-04-05,712,25.470870423968087,355.3542325409458,True,75,710.7084617670971,710.7084650603271
75,2020-04-06,712,25.470870423968087,355.3542325409458,True,76,710.7084628315532,710.7084650603271
76,2020-04-07,712,25.470870423968087,355.3542325409458,True,77,710.7084635541884,710.7084650603271
77,2020-04-08,712,25.470870423968087,355.3542325409458,True,78,710.7084640447687,710.7084650603271
