,Report_Date,China_tianjin_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
49,2020-03-11,136,16.443464540709684,74.70175297783818,True,50,148.71470844025384,149.40193293336287
50,2020-03-12,136,16.443464540709684,74.70175297783818,True,51,148.81625202547724,149.40193293336287
51,2020-03-13,136,16.443464540709684,74.70175297783818,True,52,148.90287629344294,149.40193293336287
52,2020-03-14,136,16.443464540709684,74.70175297783818,True,53,148.97675948710818,149.40193293336287
53,2020-03-15,136,16.443464540709684,74.70175297783818,True,54,149.0397655951248,149.40193293336287
54,2020-03-16,136,16.443464540709684,74.70175297783818,True,55,149.093488653515,149.40193293336287
55,2020-03-17,136,16.443464540709684,74.70175297783818,True,56,149.13929108836936,149.40193293336287
56,2020-03-18,136,16.443464540709684,74.70175297783818,True,57,149.17833682056045,149.40193293336287
57,2020-03-19,137,16.443464540709684,74.70175297783818,True,58,149.21161978977457,149.40193293336287
58,2020-03-20,137,16.443464540709684,74.70175297783818,True,59,149.23998848952286,149.40193293336287
59,2020-03-21,137,16.443464540709684,74.70175297783818,True,60,149.26416704045238,149.40193293336287
60,2020-03-22,137,16.443464540709684,74.70175297783818,True,61,149.2847732682561,149.40193293336287
61,2020-03-23,141,16.443464540709684,74.70175297783818,True,62,149.30233419592216,149.40193293336287
62,2020-03-24,145,16.443464540709684,74.70175297783818,True,63,149.3172993085255,149.40193293336287
63,2020-03-25,145,16.443464540709684,74.70175297783818,True,64,149.3300519023968,149.40193293336287
64,2020-03-26,151,16.443464540709684,74.70175297783818,True,65,149.3409187892011,149.40193293336287
65,2020-03-27,155,16.443464540709684,74.70175297783818,True,66,149.3501785889542,149.40193293336287
66,2020-03-28,161,16.443464540709684,74.70175297783818,True,67,149.3580688139427,149.40193293336287
67,2020-03-29,166,16.443464540709684,74.70175297783818,True,68,149.36479191749805,149.40193293336287
68,2020-03-30,174,16.443464540709684,74.70175297783818,True,69,149.3705204571941,149.40193293336287
69,2020-03-31,174,16.443464540709684,74.70175297783818,True,70,149.37540150089364,149.40193293336287
70,2020-04-01,176,16.443464540709684,74.70175297783818,True,71,149.3795603857847,149.40193293336287
71,2020-04-02,176,16.443464540709684,74.70175297783818,True,72,149.38310392477067,149.40193293336287
72,2020-04-03,180,16.443464540709684,74.70175297783818,True,73,149.38612314099367,149.40193293336287
73,2020-04-04,180,16.443464540709684,74.70175297783818,True,74,149.38869559959315,149.40193293336287
74,2020-04-05,180,16.443464540709684,74.70175297783818,True,75,149.39088739577477,149.40193293336287
75,2020-04-06,180,16.443464540709684,74.70175297783818,True,76,149.3927548496688,149.40193293336287
76,2020-04-07,180,16.443464540709684,74.70175297783818,True,77,149.3943459510913,149.40193293336287
77,2020-04-08,180,16.443464540709684,74.70175297783818,True,78,149.3957015910197,149.40193293336287
