,Report_Date,Singapore_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
64,2020-03-26,683,97.24629099642472,4525.623835751529,False,65,638.4043108620513,9051.247671503059
65,2020-03-27,732,97.24629099642472,4525.623835751529,False,66,687.5133982406722,9051.247671503059
66,2020-03-28,802,97.24629099642472,4525.623835751529,False,67,740.0678693918915,9051.247671503059
67,2020-03-29,844,97.24629099642472,4525.623835751529,False,68,796.2572120341225,9051.247671503059
68,2020-03-30,879,97.24629099642472,4525.623835751529,False,69,856.2731794906942,9051.247671503059
69,2020-03-31,926,97.24629099642472,4525.623835751529,False,70,920.3083963990714,9051.247671503059
70,2020-04-01,1000,97.24629099642472,4525.623835751529,False,71,988.5547309887075,9051.247671503059
71,2020-04-02,1049,97.24629099642472,4525.623835751529,False,72,1061.2014221566046,9051.247671503059
72,2020-04-03,1114,97.24629099642472,4525.623835751529,False,73,1138.4329535245656,9051.247671503059
73,2020-04-04,1189,97.24629099642472,4525.623835751529,False,74,1220.42667183529,9051.247671503059
74,2020-04-05,1309,97.24629099642472,4525.623835751529,False,75,1307.3501535333478,9051.247671503059
75,2020-04-06,1375,97.24629099642472,4525.623835751529,False,76,1399.358331234859,9051.247671503059
76,2020-04-07,1481,97.24629099642472,4525.623835751529,False,77,1496.5904010083987,9051.247671503059
77,2020-04-08,1623,97.24629099642472,4525.623835751529,False,78,1599.1665418802477,9051.247671503059
