,Report_Date,China_hunan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,1001,12.907537326049118,508.97087985122454,True,25,986.6602498348199,1017.9417592013851
25,2020-02-16,1004,12.907537326049118,508.97087985122454,True,26,994.2464420628855,1017.9417592013851
26,2020-02-17,1006,12.907537326049118,508.97087985122454,True,27,1000.0262850510865,1017.9417592013851
27,2020-02-18,1007,12.907537326049118,508.97087985122454,True,28,1004.4154692007912,1017.9417592013851
28,2020-02-19,1008,12.907537326049118,508.97087985122454,True,29,1007.7402990682209,1017.9417592013851
29,2020-02-20,1010,12.907537326049118,508.97087985122454,True,30,1010.2541242984848,1017.9417592013851
30,2020-02-21,1011,12.907537326049118,508.97087985122454,True,31,1012.1520562209935,1017.9417592013851
31,2020-02-22,1013,12.907537326049118,508.97087985122454,True,32,1013.5834460324273,1017.9417592013851
32,2020-02-23,1016,12.907537326049118,508.97087985122454,True,33,1014.6620996707059,1017.9417592013851
33,2020-02-24,1016,12.907537326049118,508.97087985122454,True,34,1015.4744435561668,1017.9417592013851
34,2020-02-25,1016,12.907537326049118,508.97087985122454,True,35,1016.085944786786,1017.9417592013851
35,2020-02-26,1016,12.907537326049118,508.97087985122454,True,36,1016.5460994524583,1017.9417592013851
36,2020-02-27,1017,12.907537326049118,508.97087985122454,True,37,1016.8922752874154,1017.9417592013851
37,2020-02-28,1017,12.907537326049118,508.97087985122454,True,38,1017.1526532477044,1017.9417592013851
38,2020-02-29,1018,12.907537326049118,508.97087985122454,True,39,1017.3484689083922,1017.9417592013851
39,2020-03-01,1018,12.907537326049118,508.97087985122454,True,40,1017.495714495803,1017.9417592013851
40,2020-03-02,1018,12.907537326049118,508.97087985122454,True,41,1017.6064280540724,1017.9417592013851
41,2020-03-03,1018,12.907537326049118,508.97087985122454,True,42,1017.6896680403294,1017.9417592013851
42,2020-03-04,1018,12.907537326049118,508.97087985122454,True,43,1017.7522490611555,1017.9417592013851
43,2020-03-05,1018,12.907537326049118,508.97087985122454,True,44,1017.7992967006193,1017.9417592013851
44,2020-03-06,1018,12.907537326049118,508.97087985122454,True,45,1017.8346655897602,1017.9417592013851
45,2020-03-07,1018,12.907537326049118,508.97087985122454,True,46,1017.8612542387319,1017.9417592013851
46,2020-03-08,1018,12.907537326049118,508.97087985122454,True,47,1017.8812420185924,1017.9417592013851
47,2020-03-09,1018,12.907537326049118,508.97087985122454,True,48,1017.8962674832314,1017.9417592013851
48,2020-03-10,1018,12.907537326049118,508.97087985122454,True,49,1017.9075625175509,1017.9417592013851
49,2020-03-11,1018,12.907537326049118,508.97087985122454,True,50,1017.9160532354277,1017.9417592013851
50,2020-03-12,1018,12.907537326049118,508.97087985122454,True,51,1017.9224358581005,1017.9417592013851
51,2020-03-13,1018,12.907537326049118,508.97087985122454,True,52,1017.9272337709488,1017.9417592013851
52,2020-03-14,1018,12.907537326049118,508.97087985122454,True,53,1017.9308404239034,1017.9417592013851
53,2020-03-15,1018,12.907537326049118,508.97087985122454,True,54,1017.9335515858774,1017.9417592013851
54,2020-03-16,1018,12.907537326049118,508.97087985122454,True,55,1017.9355895939734,1017.9417592013851
55,2020-03-17,1018,12.907537326049118,508.97087985122454,True,56,1017.9371215836624,1017.9417592013851
56,2020-03-18,1018,12.907537326049118,508.97087985122454,True,57,1017.9382731935933,1017.9417592013851
57,2020-03-19,1018,12.907537326049118,508.97087985122454,True,58,1017.9391388681959,1017.9417592013851
58,2020-03-20,1018,12.907537326049118,508.97087985122454,True,59,1017.9397896025536,1017.9417592013851
59,2020-03-21,1018,12.907537326049118,508.97087985122454,True,60,1017.9402787644701,1017.9417592013851
60,2020-03-22,1018,12.907537326049118,508.97087985122454,True,61,1017.9406464710638,1017.9417592013851
61,2020-03-23,1018,12.907537326049118,508.97087985122454,True,62,1017.9409228787441,1017.9417592013851
62,2020-03-24,1018,12.907537326049118,508.97087985122454,True,63,1017.9411306563451,1017.9417592013851
63,2020-03-25,1018,12.907537326049118,508.97087985122454,True,64,1017.9412868442131,1017.9417592013851
64,2020-03-26,1018,12.907537326049118,508.97087985122454,True,65,1017.9414042517096,1017.9417592013851
65,2020-03-27,1018,12.907537326049118,508.97087985122454,True,66,1017.941492507728,1017.9417592013851
66,2020-03-28,1018,12.907537326049118,508.97087985122454,True,67,1017.9415588503771,1017.9417592013851
67,2020-03-29,1018,12.907537326049118,508.97087985122454,True,68,1017.9416087205958,1017.9417592013851
68,2020-03-30,1018,12.907537326049118,508.97087985122454,True,69,1017.9416462083761,1017.9417592013851
69,2020-03-31,1018,12.907537326049118,508.97087985122454,True,70,1017.941674388193,1017.9417592013851
70,2020-04-01,1018,12.907537326049118,508.97087985122454,True,71,1017.941695571151,1017.9417592013851
71,2020-04-02,1019,12.907537326049118,508.97087985122454,True,72,1017.9417114945226,1017.9417592013851
72,2020-04-03,1019,12.907537326049118,508.97087985122454,True,73,1017.941723464228,1017.9417592013851
73,2020-04-04,1019,12.907537326049118,508.97087985122454,True,74,1017.9417324619357,1017.9417592013851
74,2020-04-05,1019,12.907537326049118,508.97087985122454,True,75,1017.9417392255729,1017.9417592013851
75,2020-04-06,1019,12.907537326049118,508.97087985122454,True,76,1017.9417443098441,1017.9417592013851
76,2020-04-07,1019,12.907537326049118,508.97087985122454,True,77,1017.9417481317249,1017.9417592013851
77,2020-04-08,1019,12.907537326049118,508.97087985122454,True,78,1017.9417510046585,1017.9417592013851
