,Report_Date,China_jiangxi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,913,14.0940741814443,468.22188905931847,True,25,900.4549795414171,936.4437778055307
25,2020-02-16,925,14.0940741814443,468.22188905931847,True,26,909.3891902305543,936.4437778055307
26,2020-02-17,930,14.0940741814443,468.22188905931847,True,27,916.1554575161105,936.4437778055307
27,2020-02-18,933,14.0940741814443,468.22188905931847,True,28,921.2577613016734,936.4437778055307
28,2020-02-19,934,14.0940741814443,468.22188905931847,True,29,925.0927865248746,936.4437778055307
29,2020-02-20,934,14.0940741814443,468.22188905931847,True,30,927.9682374976449,936.4437778055307
30,2020-02-21,934,14.0940741814443,468.22188905931847,True,31,930.1202538388906,936.4437778055307
31,2020-02-22,934,14.0940741814443,468.22188905931847,True,32,931.7286302122442,936.4437778055307
32,2020-02-23,934,14.0940741814443,468.22188905931847,True,33,932.9294647869068,936.4437778055307
33,2020-02-24,934,14.0940741814443,468.22188905931847,True,34,933.8253351839677,936.4437778055307
34,2020-02-25,934,14.0940741814443,468.22188905931847,True,35,934.4933073445814,936.4437778055307
35,2020-02-26,934,14.0940741814443,468.22188905931847,True,36,934.9911429998228,936.4437778055307
36,2020-02-27,934,14.0940741814443,468.22188905931847,True,37,935.3620588076905,936.4437778055307
37,2020-02-28,935,14.0940741814443,468.22188905931847,True,38,935.6383465701844,936.4437778055307
38,2020-02-29,935,14.0940741814443,468.22188905931847,True,39,935.8441114270468,936.4437778055307
39,2020-03-01,935,14.0940741814443,468.22188905931847,True,40,935.9973342968431,936.4437778055307
40,2020-03-02,935,14.0940741814443,468.22188905931847,True,41,936.1114205755945,936.4437778055307
41,2020-03-03,935,14.0940741814443,468.22188905931847,True,42,936.1963604357975,936.4437778055307
42,2020-03-04,935,14.0940741814443,468.22188905931847,True,43,936.2595966804736,936.4437778055307
43,2020-03-05,935,14.0940741814443,468.22188905931847,True,44,936.3066730574674,936.4437778055307
44,2020-03-06,935,14.0940741814443,468.22188905931847,True,45,936.3417181260372,936.4437778055307
45,2020-03-07,935,14.0940741814443,468.22188905931847,True,46,936.3678061424906,936.4437778055307
46,2020-03-08,935,14.0940741814443,468.22188905931847,True,47,936.3872260857843,936.4437778055307
47,2020-03-09,935,14.0940741814443,468.22188905931847,True,48,936.4016821297301,936.4437778055307
48,2020-03-10,935,14.0940741814443,468.22188905931847,True,49,936.4124429888553,936.4437778055307
49,2020-03-11,935,14.0940741814443,468.22188905931847,True,50,936.4204531534907,936.4437778055307
50,2020-03-12,935,14.0940741814443,468.22188905931847,True,51,936.4264157265485,936.4437778055307
51,2020-03-13,935,14.0940741814443,468.22188905931847,True,52,936.430854104969,936.4437778055307
52,2020-03-14,935,14.0940741814443,468.22188905931847,True,53,936.4341579046674,936.4437778055307
53,2020-03-15,935,14.0940741814443,468.22188905931847,True,54,936.4366171517942,936.4437778055307
54,2020-03-16,935,14.0940741814443,468.22188905931847,True,55,936.4384477370198,936.4437778055307
55,2020-03-17,935,14.0940741814443,468.22188905931847,True,56,936.4398103647552,936.4437778055307
56,2020-03-18,935,14.0940741814443,468.22188905931847,True,57,936.4408246593653,936.4437778055307
57,2020-03-19,935,14.0940741814443,468.22188905931847,True,58,936.4415796659318,936.4437778055307
58,2020-03-20,935,14.0940741814443,468.22188905931847,True,59,936.4421416669862,936.4437778055307
59,2020-03-21,935,14.0940741814443,468.22188905931847,True,60,936.4425600011909,936.4437778055307
60,2020-03-22,936,14.0940741814443,468.22188905931847,True,61,936.4428713946636,936.4437778055307
61,2020-03-23,936,14.0940741814443,468.22188905931847,True,62,936.4431031851184,936.4437778055307
62,2020-03-24,936,14.0940741814443,468.22188905931847,True,63,936.4432757218336,936.4437778055307
63,2020-03-25,936,14.0940741814443,468.22188905931847,True,64,936.4434041521216,936.4437778055307
64,2020-03-26,936,14.0940741814443,468.22188905931847,True,65,936.4434997511219,936.4437778055307
65,2020-03-27,936,14.0940741814443,468.22188905931847,True,66,936.4435709116592,936.4437778055307
66,2020-03-28,936,14.0940741814443,468.22188905931847,True,67,936.4436238810608,936.4437778055307
67,2020-03-29,937,14.0940741814443,468.22188905931847,True,68,936.4436633096194,936.4437778055307
68,2020-03-30,937,14.0940741814443,468.22188905931847,True,69,936.4436926588502,936.4437778055307
69,2020-03-31,937,14.0940741814443,468.22188905931847,True,70,936.4437145053838,936.4437778055307
70,2020-04-01,937,14.0940741814443,468.22188905931847,True,71,936.4437307671736,936.4437778055307
71,2020-04-02,937,14.0940741814443,468.22188905931847,True,72,936.4437428718769,936.4437778055307
72,2020-04-03,937,14.0940741814443,468.22188905931847,True,73,936.4437518821915,936.4437778055307
73,2020-04-04,937,14.0940741814443,468.22188905931847,True,74,936.4437585891521,936.4437778055307
74,2020-04-05,937,14.0940741814443,468.22188905931847,True,75,936.4437635815771,936.4437778055307
75,2020-04-06,937,14.0940741814443,468.22188905931847,True,76,936.4437672977622,936.4437778055307
76,2020-04-07,937,14.0940741814443,468.22188905931847,True,77,936.4437700639592,936.4437778055307
77,2020-04-08,937,14.0940741814443,468.22188905931847,True,78,936.4437721230188,936.4437778055307
