,Report_Date,Armenia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
40,2020-03-02,1,72.09879920889884,640.5562803766337,True,41,8.869328390248103,1187.3875249959085
41,2020-03-03,1,72.09879920889884,640.5562803766337,True,42,10.39249338538282,1187.3875249959085
42,2020-03-04,1,72.09879920889884,640.5562803766337,True,43,12.17473437295417,1187.3875249959085
43,2020-03-05,1,72.09879920889884,640.5562803766337,True,44,14.259187691481335,1187.3875249959085
44,2020-03-06,1,72.09879920889884,640.5562803766337,True,45,16.695827566470278,1187.3875249959085
45,2020-03-07,1,72.09879920889884,640.5562803766337,True,46,19.542422539565937,1187.3875249959085
46,2020-03-08,1,72.09879920889884,640.5562803766337,True,47,22.865577734510076,1187.3875249959085
47,2020-03-09,1,72.09879920889884,640.5562803766337,True,48,26.741851216675066,1187.3875249959085
48,2020-03-10,1,72.09879920889884,640.5562803766337,True,49,31.258922599611534,1187.3875249959085
49,2020-03-11,1,72.09879920889884,640.5562803766337,True,50,36.51677822773121,1187.3875249959085
50,2020-03-12,4,72.09879920889884,640.5562803766337,True,51,42.62885888274259,1187.3875249959085
51,2020-03-13,8,72.09879920889884,640.5562803766337,True,52,49.72309222504543,1187.3875249959085
52,2020-03-14,18,72.09879920889884,640.5562803766337,True,53,57.942702501506794,1187.3875249959085
53,2020-03-15,26,72.09879920889884,640.5562803766337,True,54,67.44665432665161,1187.3875249959085
54,2020-03-16,52,72.09879920889884,640.5562803766337,True,55,78.40954637834776,1187.3875249959085
55,2020-03-17,78,72.09879920889884,640.5562803766337,True,56,91.02072692689546,1187.3875249959085
56,2020-03-18,84,72.09879920889884,640.5562803766337,True,57,105.4823607353857,1187.3875249959085
57,2020-03-19,115,72.09879920889884,640.5562803766337,True,58,122.0061435465035,1187.3875249959085
58,2020-03-20,136,72.09879920889884,640.5562803766337,True,59,140.80834734515238,1187.3875249959085
59,2020-03-21,160,72.09879920889884,640.5562803766337,True,60,162.10290206625692,1187.3875249959085
60,2020-03-22,194,72.09879920889884,640.5562803766337,True,61,186.09229584073168,1187.3875249959085
61,2020-03-23,235,72.09879920889884,640.5562803766337,True,62,212.95622548101355,1187.3875249959085
62,2020-03-24,249,72.09879920889884,640.5562803766337,True,63,242.83816695912284,1187.3875249959085
63,2020-03-25,265,72.09879920889884,640.5562803766337,True,64,275.8303659738407,1187.3875249959085
64,2020-03-26,290,72.09879920889884,640.5562803766337,True,65,311.9581544181729,1187.3875249959085
65,2020-03-27,329,72.09879920889884,640.5562803766337,True,66,351.1649330023733,1187.3875249959085
66,2020-03-28,407,72.09879920889884,640.5562803766337,True,67,393.2995428389571,1187.3875249959085
67,2020-03-29,424,72.09879920889884,640.5562803766337,True,68,438.10797080919207,1187.3875249959085
68,2020-03-30,482,72.09879920889884,640.5562803766337,True,69,485.2312790651741,1187.3875249959085
69,2020-03-31,532,72.09879920889884,640.5562803766337,True,70,534.2112303145369,1187.3875249959085
70,2020-04-01,571,72.09879920889884,640.5562803766337,True,71,584.5042802011077,1187.3875249959085
71,2020-04-02,663,72.09879920889884,640.5562803766337,True,72,635.5035116698712,1187.3875249959085
72,2020-04-03,736,72.09879920889884,640.5562803766337,True,73,686.5668855064803,1187.3875249959085
73,2020-04-04,770,72.09879920889884,640.5562803766337,True,74,737.0491363225343,1187.3875249959085
74,2020-04-05,822,72.09879920889884,640.5562803766337,True,75,786.3340084388543,1187.3875249959085
75,2020-04-06,833,72.09879920889884,640.5562803766337,True,76,833.8634658230325,1187.3875249959085
76,2020-04-07,853,72.09879920889884,640.5562803766337,True,77,879.1610404265765,1187.3875249959085
77,2020-04-08,881,72.09879920889884,640.5562803766337,True,78,921.8474656135346,1187.3875249959085
