,Report_Date,China_hebei_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
54,2020-03-16,318,15.968641041232772,160.04628743796195,True,55,320.0451086427226,320.09254737952216
55,2020-03-17,318,15.968641041232772,160.04628743796195,True,56,320.0547043244206,320.09254737952216
56,2020-03-18,318,15.968641041232772,160.04628743796195,True,57,320.06236034484135,320.09254737952216
57,2020-03-19,318,15.968641041232772,160.04628743796195,True,58,320.0684687185666,320.09254737952216
58,2020-03-20,318,15.968641041232772,160.04628743796195,True,59,320.0733422563989,320.09254737952216
59,2020-03-21,318,15.968641041232772,160.04628743796195,True,60,320.0772305591316,320.09254737952216
60,2020-03-22,319,15.968641041232772,160.04628743796195,True,61,320.08033278486334,320.09254737952216
61,2020-03-23,319,15.968641041232772,160.04628743796195,True,62,320.08280783957446,320.09254737952216
62,2020-03-24,319,15.968641041232772,160.04628743796195,True,63,320.0847825102697,320.09254737952216
63,2020-03-25,319,15.968641041232772,160.04628743796195,True,64,320.0863579556032,320.09254737952216
64,2020-03-26,319,15.968641041232772,160.04628743796195,True,65,320.0876148853989,320.09254737952216
65,2020-03-27,319,15.968641041232772,160.04628743796195,True,66,320.0886176937168,320.09254737952216
66,2020-03-28,319,15.968641041232772,160.04628743796195,True,67,320.08941775676755,320.09254737952216
67,2020-03-29,319,15.968641041232772,160.04628743796195,True,68,320.09005606435323,320.09254737952216
68,2020-03-30,321,15.968641041232772,160.04628743796195,True,69,320.0905653194719,320.09254737952216
69,2020-03-31,321,15.968641041232772,160.04628743796195,True,70,320.0909716135434,320.09254737952216
70,2020-04-01,323,15.968641041232772,160.04628743796195,True,71,320.0912957630139,320.09254737952216
71,2020-04-02,325,15.968641041232772,160.04628743796195,True,72,320.09155437577283,320.09254737952216
72,2020-04-03,326,15.968641041232772,160.04628743796195,True,73,320.0917607019913,320.09254737952216
73,2020-04-04,326,15.968641041232772,160.04628743796195,True,74,320.0919253129567,320.09254737952216
74,2020-04-05,327,15.968641041232772,160.04628743796195,True,75,320.0920566426722,320.09254737952216
75,2020-04-06,327,15.968641041232772,160.04628743796195,True,76,320.09216141996285,320.09254737952216
76,2020-04-07,327,15.968641041232772,160.04628743796195,True,77,320.0922450132224,320.09254737952216
77,2020-04-08,327,15.968641041232772,160.04628743796195,True,78,320.09231170546235,320.09254737952216
