,Report_Date,Venezuela_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
37,2020-02-28,0,64.54700901454618,93.06015426221123,True,38,1.6202705570649747,183.32465315551374
38,2020-02-29,0,64.54700901454618,93.06015426221123,True,39,1.9333605610026618,183.32465315551374
39,2020-03-01,0,64.54700901454618,93.06015426221123,True,40,2.3061937130331844,183.32465315551374
40,2020-03-02,0,64.54700901454618,93.06015426221123,True,41,2.749851350192378,183.32465315551374
41,2020-03-03,0,64.54700901454618,93.06015426221123,True,42,3.2773365754577197,183.32465315551374
42,2020-03-04,0,64.54700901454618,93.06015426221123,True,43,3.903851546168915,183.32465315551374
43,2020-03-05,0,64.54700901454618,93.06015426221123,True,44,4.647090809570617,183.32465315551374
44,2020-03-06,0,64.54700901454618,93.06015426221123,True,45,5.527540054214937,183.32465315551374
45,2020-03-07,0,64.54700901454618,93.06015426221123,True,46,6.5687633005369275,183.32465315551374
46,2020-03-08,0,64.54700901454618,93.06015426221123,True,47,7.797653117815823,183.32465315551374
47,2020-03-09,0,64.54700901454618,93.06015426221123,True,48,9.244607686666296,183.32465315551374
48,2020-03-10,0,64.54700901454618,93.06015426221123,True,49,10.94358544714554,183.32465315551374
49,2020-03-11,0,64.54700901454618,93.06015426221123,True,50,12.931973208220885,183.32465315551374
50,2020-03-12,0,64.54700901454618,93.06015426221123,True,51,15.250188314082877,183.32465315551374
51,2020-03-13,0,64.54700901454618,93.06015426221123,True,52,17.940922396049753,183.32465315551374
52,2020-03-14,2,64.54700901454618,93.06015426221123,True,53,21.047927688854664,183.32465315551374
53,2020-03-15,10,64.54700901454618,93.06015426221123,True,54,24.614253063354393,183.32465315551374
54,2020-03-16,17,64.54700901454618,93.06015426221123,True,55,28.67986366177247,183.32465315551374
55,2020-03-17,33,64.54700901454618,93.06015426221123,True,56,33.27863357186406,183.32465315551374
56,2020-03-18,36,64.54700901454618,93.06015426221123,True,57,38.43479141815323,183.32465315551374
57,2020-03-19,42,64.54700901454618,93.06015426221123,True,58,44.15902384641495,183.32465315551374
58,2020-03-20,42,64.54700901454618,93.06015426221123,True,59,50.44459004867765,183.32465315551374
59,2020-03-21,70,64.54700901454618,93.06015426221123,True,60,57.26394472910462,183.32465315551374
60,2020-03-22,70,64.54700901454618,93.06015426221123,True,61,64.56646494778957,183.32465315551374
61,2020-03-23,77,64.54700901454618,93.06015426221123,True,62,72.27787820925427,183.32465315551374
62,2020-03-24,84,64.54700901454618,93.06015426221123,True,63,80.30185416970954,183.32465315551374
63,2020-03-25,91,64.54700901454618,93.06015426221123,True,64,88.52394062362828,183.32465315551374
64,2020-03-26,107,64.54700901454618,93.06015426221123,True,65,96.81763468311271,183.32465315551374
65,2020-03-27,107,64.54700901454618,93.06015426221123,True,66,105.05197004644931,183.32465315551374
66,2020-03-28,119,64.54700901454618,93.06015426221123,True,67,113.09968438339686,183.32465315551374
67,2020-03-29,119,64.54700901454618,93.06015426221123,True,68,120.84490461267659,183.32465315551374
68,2020-03-30,135,64.54700901454618,93.06015426221123,True,69,128.18939295582567,183.32465315551374
69,2020-03-31,135,64.54700901454618,93.06015426221123,True,70,135.0566991300306,183.32465315551374
70,2020-04-01,143,64.54700901454618,93.06015426221123,True,71,141.39397022525927,183.32465315551374
71,2020-04-02,146,64.54700901454618,93.06015426221123,True,72,147.17156584877512,183.32465315551374
72,2020-04-03,153,64.54700901454618,93.06015426221123,True,73,152.3809204666431,183.32465315551374
73,2020-04-04,155,64.54700901454618,93.06015426221123,True,74,157.0312438995691,183.32465315551374
74,2020-04-05,159,64.54700901454618,93.06015426221123,True,75,161.1456604504389,183.32465315551374
75,2020-04-06,165,64.54700901454618,93.06015426221123,True,76,164.75729600677082,183.32465315551374
76,2020-04-07,165,64.54700901454618,93.06015426221123,True,77,167.90568054874112,183.32465315551374
77,2020-04-08,167,64.54700901454618,93.06015426221123,True,78,170.63368428382293,183.32465315551374
