,Report_Date,Sweden_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
31,2020-02-22,1,77.09848430978292,7860.951697947653,True,32,56.32747292992709,12512.002138789014
32,2020-02-23,1,77.09848430978292,7860.951697947653,True,33,63.78389367115564,12512.002138789014
33,2020-02-24,1,77.09848430978292,7860.951697947653,True,34,72.22281697514664,12512.002138789014
34,2020-02-25,1,77.09848430978292,7860.951697947653,True,35,81.77242056969392,12512.002138789014
35,2020-02-26,2,77.09848430978292,7860.951697947653,True,36,92.577243220088,12512.002138789014
36,2020-02-27,7,77.09848430978292,7860.951697947653,True,37,104.80017140419163,12512.002138789014
37,2020-02-28,7,77.09848430978292,7860.951697947653,True,38,118.62463837959018,12512.002138789014
38,2020-02-29,12,77.09848430978292,7860.951697947653,True,39,134.25704994446951,12512.002138789014
39,2020-03-01,14,77.09848430978292,7860.951697947653,True,40,151.92944946262023,12512.002138789014
40,2020-03-02,15,77.09848430978292,7860.951697947653,True,41,171.9024318693016,12512.002138789014
41,2020-03-03,21,77.09848430978292,7860.951697947653,True,42,194.46831205490906,12512.002138789014
42,2020-03-04,35,77.09848430978292,7860.951697947653,True,43,219.95454681703464,12512.002138789014
43,2020-03-05,94,77.09848430978292,7860.951697947653,True,44,248.72740097184536,12512.002138789014
44,2020-03-06,101,77.09848430978292,7860.951697947653,True,45,281.1958366224632,12512.002138789014
45,2020-03-07,161,77.09848430978292,7860.951697947653,True,46,317.8155892989349,12512.002138789014
46,2020-03-08,203,77.09848430978292,7860.951697947653,True,47,359.0933749246965,12512.002138789014
47,2020-03-09,248,77.09848430978292,7860.951697947653,True,48,405.59114646971324,12512.002138789014
48,2020-03-10,355,77.09848430978292,7860.951697947653,True,49,457.9302878288873,12512.002138789014
49,2020-03-11,500,77.09848430978292,7860.951697947653,True,50,516.7955940571691,12512.002138789014
50,2020-03-12,599,77.09848430978292,7860.951697947653,True,51,582.9388408803102,12512.002138789014
51,2020-03-13,814,77.09848430978292,7860.951697947653,True,52,657.1816919584091,12512.002138789014
52,2020-03-14,961,77.09848430978292,7860.951697947653,True,53,740.4176298023548,12512.002138789014
53,2020-03-15,1022,77.09848430978292,7860.951697947653,True,54,833.6125264421821,12512.002138789014
54,2020-03-16,1103,77.09848430978292,7860.951697947653,True,55,937.8033950331704,12512.002138789014
55,2020-03-17,1190,77.09848430978292,7860.951697947653,True,56,1054.094787338761,12512.002138789014
56,2020-03-18,1279,77.09848430978292,7860.951697947653,True,57,1183.652230418772,12512.002138789014
57,2020-03-19,1439,77.09848430978292,7860.951697947653,True,58,1327.6920375709517,12512.002138789014
58,2020-03-20,1639,77.09848430978292,7860.951697947653,True,59,1487.4667954868755,12512.002138789014
59,2020-03-21,1763,77.09848430978292,7860.951697947653,True,60,1664.2458369280373,12512.002138789014
60,2020-03-22,1934,77.09848430978292,7860.951697947653,True,61,1859.2900743706584,12512.002138789014
61,2020-03-23,2046,77.09848430978292,7860.951697947653,True,62,2073.8207155258733,12512.002138789014
62,2020-03-24,2286,77.09848430978292,7860.951697947653,True,63,2308.9816270782558,12512.002138789014
63,2020-03-25,2526,77.09848430978292,7860.951697947653,True,64,2565.795475903621,12512.002138789014
64,2020-03-26,2840,77.09848430978292,7860.951697947653,True,65,2845.1142670505983,12512.002138789014
65,2020-03-27,3069,77.09848430978292,7860.951697947653,True,66,3147.5655106927447,12512.002138789014
66,2020-03-28,3447,77.09848430978292,7860.951697947653,True,67,3473.495961534516,12512.002138789014
67,2020-03-29,3700,77.09848430978292,7860.951697947653,True,68,3822.91563313764,12512.002138789014
68,2020-03-30,4028,77.09848430978292,7860.951697947653,True,69,4195.44551650645,12512.002138789014
69,2020-03-31,4435,77.09848430978292,7860.951697947653,True,70,4590.273020037104,12512.002138789014
70,2020-04-01,4947,77.09848430978292,7860.951697947653,True,71,5006.119471717411,12512.002138789014
71,2020-04-02,5568,77.09848430978292,7860.951697947653,True,72,5441.223959261393,12512.002138789014
72,2020-04-03,6131,77.09848430978292,7860.951697947653,True,73,5893.3472298740135,12512.002138789014
73,2020-04-04,6443,77.09848430978292,7860.951697947653,True,74,6359.798282995116,12512.002138789014
74,2020-04-05,6830,77.09848430978292,7860.951697947653,True,75,6837.484701267884,12512.002138789014
75,2020-04-06,7206,77.09848430978292,7860.951697947653,True,76,7322.985806209181,12512.002138789014
76,2020-04-07,7693,77.09848430978292,7860.951697947653,True,77,7812.64561414531,12512.002138789014
77,2020-04-08,8419,77.09848430978292,7860.951697947653,True,78,8302.680584651573,12512.002138789014
