,Report_Date,Czechia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
64,2020-03-26,1925,70.98694514425588,3515.8273538852086,True,65,1931.4846619685666,6612.800730011079
65,2020-03-27,2279,70.98694514425588,3515.8273538852086,True,66,2166.7763246133377,6612.800730011079
66,2020-03-28,2631,70.98694514425588,3515.8273538852086,True,67,2417.146608199607,6612.800730011079
67,2020-03-29,2817,70.98694514425588,3515.8273538852086,True,68,2680.506797881874,6612.800730011079
68,2020-03-30,3001,70.98694514425588,3515.8273538852086,True,69,2954.191339475798,6612.800730011079
69,2020-03-31,3308,70.98694514425588,3515.8273538852086,True,70,3235.0436589508504,6612.800730011079
70,2020-04-01,3508,70.98694514425588,3515.8273538852086,True,71,3519.549356432026,6612.800730011079
71,2020-04-02,3858,70.98694514425588,3515.8273538852086,True,72,3804.006316822623,6612.800730011079
72,2020-04-03,4091,70.98694514425588,3515.8273538852086,True,73,4084.7149528882146,6612.800730011079
73,2020-04-04,4472,70.98694514425588,3515.8273538852086,True,74,4358.168173813515,6612.800730011079
74,2020-04-05,4587,70.98694514425588,3515.8273538852086,True,75,4621.220722415107,6612.800730011079
75,2020-04-06,4822,70.98694514425588,3515.8273538852086,True,76,4871.221233690383,6612.800730011079
76,2020-04-07,5017,70.98694514425588,3515.8273538852086,True,77,5106.096744438347,6612.800730011079
77,2020-04-08,5312,70.98694514425588,3515.8273538852086,True,78,5324.3868229375885,6612.800730011079
