,Report_Date,China_hainan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
42,2020-03-04,168,13.515486200126594,84.34084901583714,True,43,168.51465998303226,168.68169367918983
43,2020-03-05,168,13.515486200126594,84.34084901583714,True,44,168.5495601387044,168.68169367918983
44,2020-03-06,168,13.515486200126594,84.34084901583714,True,45,168.57717294056468,168.68169367918983
45,2020-03-07,168,13.515486200126594,84.34084901583714,True,46,168.5990183369388,168.68169367918983
46,2020-03-08,168,13.515486200126594,84.34084901583714,True,47,168.6162998893254,168.68169367918983
47,2020-03-09,168,13.515486200126594,84.34084901583714,True,48,168.62997039277417,168.68169367918983
48,2020-03-10,168,13.515486200126594,84.34084901583714,True,49,168.64078397534539,168.68169367918983
49,2020-03-11,168,13.515486200126594,84.34084901583714,True,50,168.64933742908406,168.68169367918983
50,2020-03-12,168,13.515486200126594,84.34084901583714,True,51,168.6561029773081,168.68169367918983
51,2020-03-13,168,13.515486200126594,84.34084901583714,True,52,168.66145423949305,168.68169367918983
52,2020-03-14,168,13.515486200126594,84.34084901583714,True,53,168.66568679772735,168.68169367918983
53,2020-03-15,168,13.515486200126594,84.34084901583714,True,54,168.66903448202234,168.68169367918983
54,2020-03-16,168,13.515486200126594,84.34084901583714,True,55,168.6716822624449,168.68169367918983
55,2020-03-17,168,13.515486200126594,84.34084901583714,True,56,168.67377645306857,168.68169367918983
56,2020-03-18,168,13.515486200126594,84.34084901583714,True,57,168.6754327870119,168.68169367918983
57,2020-03-19,168,13.515486200126594,84.34084901583714,True,58,168.67674280595006,168.68169367918983
58,2020-03-20,168,13.515486200126594,84.34084901583714,True,59,168.67777891543426,168.68169367918983
59,2020-03-21,168,13.515486200126594,84.34084901583714,True,60,168.67859838430599,168.68169367918983
60,2020-03-22,168,13.515486200126594,84.34084901583714,True,61,168.67924650856054,168.68169367918983
61,2020-03-23,168,13.515486200126594,84.34084901583714,True,62,168.67975911410247,168.68169367918983
62,2020-03-24,168,13.515486200126594,84.34084901583714,True,63,168.6801645364605,168.68169367918983
63,2020-03-25,168,13.515486200126594,84.34084901583714,True,64,168.6804851867225,168.68169367918983
64,2020-03-26,168,13.515486200126594,84.34084901583714,True,65,168.6807387901461,168.68169367918983
65,2020-03-27,168,13.515486200126594,84.34084901583714,True,66,168.6809393658458,168.68169367918983
66,2020-03-28,168,13.515486200126594,84.34084901583714,True,67,168.68109800167218,168.68169367918983
67,2020-03-29,168,13.515486200126594,84.34084901583714,True,68,168.68122346709117,168.68169367918983
68,2020-03-30,168,13.515486200126594,84.34084901583714,True,69,168.68132269792804,168.68169367918983
69,2020-03-31,168,13.515486200126594,84.34084901583714,True,70,168.68140117976256,168.68169367918983
70,2020-04-01,168,13.515486200126594,84.34084901583714,True,71,168.6814632511628,168.68169367918983
71,2020-04-02,168,13.515486200126594,84.34084901583714,True,72,168.6815123435175,168.68169367918983
72,2020-04-03,168,13.515486200126594,84.34084901583714,True,73,168.68155117072206,168.68169367918983
73,2020-04-04,168,13.515486200126594,84.34084901583714,True,74,168.68158187920326,168.68169367918983
74,2020-04-05,168,13.515486200126594,84.34084901583714,True,75,168.68160616657465,168.68169367918983
75,2020-04-06,168,13.515486200126594,84.34084901583714,True,76,168.68162537548193,168.68169367918983
76,2020-04-07,168,13.515486200126594,84.34084901583714,True,77,168.68164056782587,168.68169367918983
77,2020-04-08,168,13.515486200126594,84.34084901583714,True,78,168.68165258346528,168.68169367918983
