,Report_Date,China_shanghai_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
25,2020-02-16,328,23.86494324588126,251.59355080221417,True,26,265.65604457239635,486.31980108455355
26,2020-02-17,333,23.86494324588126,251.59355080221417,True,27,272.2176778252717,486.31980108455355
27,2020-02-18,333,23.86494324588126,251.59355080221417,True,28,278.7511860381368,486.31980108455355
28,2020-02-19,333,23.86494324588126,251.59355080221417,True,29,285.24784325248964,486.31980108455355
29,2020-02-20,334,23.86494324588126,251.59355080221417,True,30,291.6991221490908,486.31980108455355
30,2020-02-21,334,23.86494324588126,251.59355080221417,True,31,298.0967376873059,486.31980108455355
31,2020-02-22,335,23.86494324588126,251.59355080221417,True,32,304.43268802678546,486.31980108455355
32,2020-02-23,335,23.86494324588126,251.59355080221417,True,33,310.6992923229884,486.31980108455355
33,2020-02-24,335,23.86494324588126,251.59355080221417,True,34,316.88922504626714,486.31980108455355
34,2020-02-25,336,23.86494324588126,251.59355080221417,True,35,322.99554653736266,486.31980108455355
35,2020-02-26,337,23.86494324588126,251.59355080221417,True,36,329.0117295784888,486.31980108455355
36,2020-02-27,337,23.86494324588126,251.59355080221417,True,37,334.9316818270084,486.31980108455355
37,2020-02-28,337,23.86494324588126,251.59355080221417,True,38,340.7497640263149,486.31980108455355
38,2020-02-29,337,23.86494324588126,251.59355080221417,True,39,346.46080397438175,486.31980108455355
39,2020-03-01,337,23.86494324588126,251.59355080221417,True,40,352.0601062930609,486.31980108455355
40,2020-03-02,337,23.86494324588126,251.59355080221417,True,41,357.54345809937513,486.31980108455355
41,2020-03-03,338,23.86494324588126,251.59355080221417,True,42,362.9071307327104,486.31980108455355
42,2020-03-04,338,23.86494324588126,251.59355080221417,True,43,368.1478777381707,486.31980108455355
43,2020-03-05,339,23.86494324588126,251.59355080221417,True,44,373.26292934584427,486.31980108455355
44,2020-03-06,342,23.86494324588126,251.59355080221417,True,45,378.2499837180167,486.31980108455355
45,2020-03-07,342,23.86494324588126,251.59355080221417,True,46,383.10719526134295,486.31980108455355
46,2020-03-08,342,23.86494324588126,251.59355080221417,True,47,387.8331603187556,486.31980108455355
47,2020-03-09,342,23.86494324588126,251.59355080221417,True,48,392.42690056672234,486.31980108455355
48,2020-03-10,344,23.86494324588126,251.59355080221417,True,49,396.8878444477958,486.31980108455355
49,2020-03-11,344,23.86494324588126,251.59355080221417,True,50,401.2158069667776,486.31980108455355
50,2020-03-12,344,23.86494324588126,251.59355080221417,True,51,405.4109681718933,486.31980108455355
51,2020-03-13,346,23.86494324588126,251.59355080221417,True,52,409.47385063083675,486.31980108455355
52,2020-03-14,353,23.86494324588126,251.59355080221417,True,53,413.40529619614193,486.31980108455355
53,2020-03-15,353,23.86494324588126,251.59355080221417,True,54,417.20644233579526,486.31980108455355
54,2020-03-16,355,23.86494324588126,251.59355080221417,True,55,420.8786982840651,486.31980108455355
55,2020-03-17,358,23.86494324588126,251.59355080221417,True,56,424.42372124486093,486.31980108455355
56,2020-03-18,361,23.86494324588126,251.59355080221417,True,57,427.8433928561993,486.31980108455355
57,2020-03-19,363,23.86494324588126,251.59355080221417,True,58,431.13979610012086,486.31980108455355
58,2020-03-20,371,23.86494324588126,251.59355080221417,True,59,434.3151928181933,486.31980108455355
59,2020-03-21,380,23.86494324588126,251.59355080221417,True,60,437.3720019689782,486.31980108455355
60,2020-03-22,404,23.86494324588126,251.59355080221417,True,61,440.31277874092615,486.31980108455355
61,2020-03-23,404,23.86494324588126,251.59355080221417,True,62,443.1401946123678,486.31980108455355
62,2020-03-24,414,23.86494324588126,251.59355080221417,True,63,445.8570184298491,486.31980108455355
63,2020-03-25,433,23.86494324588126,251.59355080221417,True,64,448.46609855716207,486.31980108455355
64,2020-03-26,451,23.86494324588126,251.59355080221417,True,65,450.97034613017354,486.31980108455355
65,2020-03-27,468,23.86494324588126,251.59355080221417,True,66,453.37271943701256,486.31980108455355
66,2020-03-28,485,23.86494324588126,251.59355080221417,True,67,455.6762094293584,486.31980108455355
67,2020-03-29,492,23.86494324588126,251.59355080221417,True,68,457.88382635845824,486.31980108455355
68,2020-03-30,498,23.86494324588126,251.59355080221417,True,69,459.99858751904475,486.31980108455355
69,2020-03-31,509,23.86494324588126,251.59355080221417,True,70,462.02350607544923,486.31980108455355
70,2020-04-01,516,23.86494324588126,251.59355080221417,True,71,463.9615809368213,486.31980108455355
71,2020-04-02,522,23.86494324588126,251.59355080221417,True,72,465.81578764236485,486.31980108455355
72,2020-04-03,526,23.86494324588126,251.59355080221417,True,73,467.5890702127722,486.31980108455355
73,2020-04-04,529,23.86494324588126,251.59355080221417,True,74,469.28433392046287,486.31980108455355
74,2020-04-05,531,23.86494324588126,251.59355080221417,True,75,470.90443892869274,486.31980108455355
75,2020-04-06,536,23.86494324588126,251.59355080221417,True,76,472.45219474797204,486.31980108455355
76,2020-04-07,538,23.86494324588126,251.59355080221417,True,77,473.9303554574069,486.31980108455355
77,2020-04-08,543,23.86494324588126,251.59355080221417,True,78,475.3416156384458,486.31980108455355
