,Report_Date,Slovakia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
31,2020-02-22,0,72.51977376187456,448.6164269311168,True,32,3.179927460255509,803.9829547757771
32,2020-02-23,0,72.51977376187456,448.6164269311168,True,33,3.652798746507807,803.9829547757771
33,2020-02-24,0,72.51977376187456,448.6164269311168,True,34,4.1956583895122455,803.9829547757771
34,2020-02-25,0,72.51977376187456,448.6164269311168,True,35,4.818759901362495,803.9829547757771
35,2020-02-26,0,72.51977376187456,448.6164269311168,True,36,5.533825434282194,803.9829547757771
36,2020-02-27,0,72.51977376187456,448.6164269311168,True,37,6.354245454702714,803.9829547757771
37,2020-02-28,0,72.51977376187456,448.6164269311168,True,38,7.295302137924289,803.9829547757771
38,2020-02-29,0,72.51977376187456,448.6164269311168,True,39,8.374418171352199,803.9829547757771
39,2020-03-01,0,72.51977376187456,448.6164269311168,True,40,9.61143236236187,803.9829547757771
40,2020-03-02,0,72.51977376187456,448.6164269311168,True,41,11.028902961882695,803.9829547757771
41,2020-03-03,0,72.51977376187456,448.6164269311168,True,42,12.652438872141563,803.9829547757771
42,2020-03-04,0,72.51977376187456,448.6164269311168,True,43,14.511057826504622,803.9829547757771
43,2020-03-05,0,72.51977376187456,448.6164269311168,True,44,16.637569113596456,803.9829547757771
44,2020-03-06,1,72.51977376187456,448.6164269311168,True,45,19.068976351435595,803.9829547757771
45,2020-03-07,1,72.51977376187456,448.6164269311168,True,46,21.846893067710834,803.9829547757771
46,2020-03-08,3,72.51977376187456,448.6164269311168,True,47,25.01796026391409,803.9829547757771
47,2020-03-09,3,72.51977376187456,448.6164269311168,True,48,28.63425058373782,803.9829547757771
48,2020-03-10,7,72.51977376187456,448.6164269311168,True,49,32.75363803098293,803.9829547757771
49,2020-03-11,10,72.51977376187456,448.6164269311168,True,50,37.44010528695126,803.9829547757771
50,2020-03-12,16,72.51977376187456,448.6164269311168,True,51,42.763952535118776,803.9829547757771
51,2020-03-13,32,72.51977376187456,448.6164269311168,True,52,48.801862415876094,803.9829547757771
52,2020-03-14,44,72.51977376187456,448.6164269311168,True,53,55.63676561576427,803.9829547757771
53,2020-03-15,54,72.51977376187456,448.6164269311168,True,54,63.35744125266054,803.9829547757771
54,2020-03-16,63,72.51977376187456,448.6164269311168,True,55,72.05777666722558,803.9829547757771
55,2020-03-17,72,72.51977376187456,448.6164269311168,True,56,81.83560400584753,803.9829547757771
56,2020-03-18,105,72.51977376187456,448.6164269311168,True,57,92.79102821985585,803.9829547757771
57,2020-03-19,123,72.51977376187456,448.6164269311168,True,58,105.02416557397589,803.9829547757771
58,2020-03-20,137,72.51977376187456,448.6164269311168,True,59,118.63222673969372,803.9829547757771
59,2020-03-21,178,72.51977376187456,448.6164269311168,True,60,133.70590755116294,803.9829547757771
60,2020-03-22,185,72.51977376187456,448.6164269311168,True,61,150.32509666922954,803.9829547757771
61,2020-03-23,186,72.51977376187456,448.6164269311168,True,62,168.5539746233234,803.9829547757771
62,2020-03-24,204,72.51977376187456,448.6164269311168,True,63,188.43566241967545,803.9829547757771
63,2020-03-25,216,72.51977376187456,448.6164269311168,True,64,209.98667576382684,803.9829547757771
64,2020-03-26,226,72.51977376187456,448.6164269311168,True,65,233.19154364164467,803.9829547757771
65,2020-03-27,269,72.51977376187456,448.6164269311168,True,66,257.99804281214045,803.9829547757771
66,2020-03-28,292,72.51977376187456,448.6164269311168,True,67,284.3135633676518,803.9829547757771
67,2020-03-29,314,72.51977376187456,448.6164269311168,True,68,312.00313361934474,803.9829547757771
68,2020-03-30,336,72.51977376187456,448.6164269311168,True,69,340.88957642274534,803.9829547757771
69,2020-03-31,363,72.51977376187456,448.6164269311168,True,70,370.75613327586274,803.9829547757771
70,2020-04-01,400,72.51977376187456,448.6164269311168,True,71,401.35168068537484,803.9829547757771
71,2020-04-02,426,72.51977376187456,448.6164269311168,True,72,432.398396326888,803.9829547757771
72,2020-04-03,450,72.51977376187456,448.6164269311168,True,73,463.60144777316333,803.9829547757771
73,2020-04-04,471,72.51977376187456,448.6164269311168,True,74,494.66002165489704,803.9829547757771
74,2020-04-05,485,72.51977376187456,448.6164269311168,True,75,525.2788334479387,803.9829547757771
75,2020-04-06,534,72.51977376187456,448.6164269311168,True,76,555.1791927967348,803.9829547757771
76,2020-04-07,581,72.51977376187456,448.6164269311168,True,77,584.1087596841542,803.9829547757771
77,2020-04-08,682,72.51977376187456,448.6164269311168,True,78,611.8493005327923,803.9829547757771
