,Report_Date,Guyana_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
43,2020-03-05,0,89.88211065581348,65.69913102618149,False,44,1.5006207227437354,26.434737911088806
44,2020-03-06,0,89.88211065581348,65.69913102618149,False,45,1.6519195291461695,26.434737911088806
45,2020-03-07,0,89.88211065581348,65.69913102618149,False,46,1.818259380950632,26.434737911088806
46,2020-03-08,0,89.88211065581348,65.69913102618149,False,47,2.001090475194308,26.434737911088806
47,2020-03-09,0,89.88211065581348,65.69913102618149,False,48,2.201993342031623,26.434737911088806
48,2020-03-10,0,89.88211065581348,65.69913102618149,False,49,2.4226885520759405,26.434737911088806
49,2020-03-11,0,89.88211065581348,65.69913102618149,False,50,2.6650467094850896,26.434737911088806
50,2020-03-12,1,89.88211065581348,65.69913102618149,False,51,2.931098630023162,26.434737911088806
51,2020-03-13,1,89.88211065581348,65.69913102618149,False,52,3.2230455718123863,26.434737911088806
52,2020-03-14,1,89.88211065581348,65.69913102618149,False,53,3.54326934918034,26.434737911088806
53,2020-03-15,4,89.88211065581348,65.69913102618149,False,54,3.894342116320907,26.434737911088806
54,2020-03-16,4,89.88211065581348,65.69913102618149,False,55,4.279035556912826,26.434737911088806
55,2020-03-17,7,89.88211065581348,65.69913102618149,False,56,4.7003291580127105,26.434737911088806
56,2020-03-18,7,89.88211065581348,65.69913102618149,False,57,5.161417181324988,26.434737911088806
57,2020-03-19,7,89.88211065581348,65.69913102618149,False,58,5.665713872555621,26.434737911088806
58,2020-03-20,7,89.88211065581348,65.69913102618149,False,59,6.216856370662929,26.434737911088806
59,2020-03-21,7,89.88211065581348,65.69913102618149,False,60,6.818704694754923,26.434737911088806
60,2020-03-22,19,89.88211065581348,65.69913102618149,False,61,7.475338099312143,26.434737911088806
61,2020-03-23,20,89.88211065581348,65.69913102618149,False,62,8.191047001556482,26.434737911088806
62,2020-03-24,5,89.88211065581348,65.69913102618149,False,63,8.970319602642114,26.434737911088806
63,2020-03-25,5,89.88211065581348,65.69913102618149,False,64,9.81782225292721,26.434737911088806
64,2020-03-26,5,89.88211065581348,65.69913102618149,False,65,10.738372558614413,26.434737911088806
65,2020-03-27,5,89.88211065581348,65.69913102618149,False,66,11.736904202076902,26.434737911088806
66,2020-03-28,8,89.88211065581348,65.69913102618149,False,67,12.818422462608332,26.434737911088806
67,2020-03-29,8,89.88211065581348,65.69913102618149,False,68,13.987949491202254,26.434737911088806
68,2020-03-30,8,89.88211065581348,65.69913102618149,False,69,15.250458526554103,26.434737911088806
69,2020-03-31,12,89.88211065581348,65.69913102618149,False,70,16.610796454498228,26.434737911088806
70,2020-04-01,19,89.88211065581348,65.69913102618149,False,71,18.073594423494047,26.434737911088806
71,2020-04-02,19,89.88211065581348,65.69913102618149,False,72,19.643166646078818,26.434737911088806
72,2020-04-03,23,89.88211065581348,65.69913102618149,False,73,21.323398047345584,26.434737911088806
73,2020-04-04,23,89.88211065581348,65.69913102618149,False,74,23.117622066281488,26.434737911088806
74,2020-04-05,24,89.88211065581348,65.69913102618149,False,75,25.02849066405703,26.434737911088806
75,2020-04-06,31,89.88211065581348,65.69913102618149,False,76,27.05783942223329,26.434737911088806
76,2020-04-07,33,89.88211065581348,65.69913102618149,False,77,29.2065514855229,26.434737911088806
77,2020-04-08,37,89.88211065581348,65.69913102618149,False,78,31.474424964197382,26.434737911088806
