,Report_Date,Japan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
65,2020-03-27,1468,151.2444555179425,537008.0730075134,False,66,1630.2314480223963,1074016.1460150268
66,2020-03-28,1693,151.2444555179425,537008.0730075134,False,67,1758.9609331567917,1074016.1460150268
67,2020-03-29,1866,151.2444555179425,537008.0730075134,False,68,1897.8374152779932,1074016.1460150268
68,2020-03-30,1866,151.2444555179425,537008.0730075134,False,69,2047.6577709824146,1074016.1460150268
69,2020-03-31,1953,151.2444555179425,537008.0730075134,False,70,2209.2809738327896,1074016.1460150268
70,2020-04-01,2178,151.2444555179425,537008.0730075134,False,71,2383.6328537923414,1074016.1460150268
71,2020-04-02,2495,151.2444555179425,537008.0730075134,False,72,2571.7112083611214,1074016.1460150268
72,2020-04-03,2617,151.2444555179425,537008.0730075134,False,73,2774.5912892306565,1074016.1460150268
73,2020-04-04,3139,151.2444555179425,537008.0730075134,False,74,2993.4316895158404,1074016.1460150268
74,2020-04-05,3139,151.2444555179425,537008.0730075134,False,75,3229.48065786277,1074016.1460150268
75,2020-04-06,3654,151.2444555179425,537008.0730075134,False,76,3484.0828669526404,1074016.1460150268
76,2020-04-07,3906,151.2444555179425,537008.0730075134,False,77,3758.686665105134,1074016.1460150268
77,2020-04-08,4257,151.2444555179425,537008.0730075134,False,78,4054.8518408068608,1074016.1460150268
