,Report_Date,Denmark_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
51,2020-03-13,801,82.19331318985014,6860.880394154417,False,52,531.8911715399937,13721.760788308831
52,2020-03-14,827,82.19331318985014,6860.880394154417,False,53,589.0078091115073,13721.760788308831
53,2020-03-15,864,82.19331318985014,6860.880394154417,False,54,651.9546983215336,13721.760788308831
54,2020-03-16,914,82.19331318985014,6860.880394154417,False,55,721.2592251501069,13721.760788308831
55,2020-03-17,977,82.19331318985014,6860.880394154417,False,56,797.4814798845508,13721.760788308831
56,2020-03-18,1057,82.19331318985014,6860.880394154417,False,57,881.2128577470033,13721.760788308831
57,2020-03-19,1151,82.19331318985014,6860.880394154417,False,58,973.0736872734043,13721.760788308831
58,2020-03-20,1255,82.19331318985014,6860.880394154417,False,59,1073.7096986875513,13721.760788308831
59,2020-03-21,1326,82.19331318985014,6860.880394154417,False,60,1183.787134521371,13721.760788308831
60,2020-03-22,1395,82.19331318985014,6860.880394154417,False,61,1303.986302025176,13721.760788308831
61,2020-03-23,1450,82.19331318985014,6860.880394154417,False,62,1434.9933745461358,13721.760788308831
62,2020-03-24,1591,82.19331318985014,6860.880394154417,False,63,1577.4902705071668,13721.760788308831
63,2020-03-25,1724,82.19331318985014,6860.880394154417,False,64,1732.142477612932,13721.760788308831
64,2020-03-26,1877,82.19331318985014,6860.880394154417,False,65,1899.5847501036105,13721.760788308831
65,2020-03-27,2046,82.19331318985014,6860.880394154417,False,66,2080.404691413743,13721.760788308831
66,2020-03-28,2201,82.19331318985014,6860.880394154417,False,67,2275.1243454856995,13721.760788308831
67,2020-03-29,2395,82.19331318985014,6860.880394154417,False,68,2484.1800573612495,13721.760788308831
68,2020-03-30,2577,82.19331318985014,6860.880394154417,False,69,2707.901024923068,13721.760788308831
69,2020-03-31,2860,82.19331318985014,6860.880394154417,False,70,2946.4871426085197,13721.760788308831
70,2020-04-01,3107,82.19331318985014,6860.880394154417,False,71,3199.986924176652,13721.760788308831
71,2020-04-02,3386,82.19331318985014,6860.880394154417,False,72,3468.276470283758,13721.760788308831
72,2020-04-03,3757,82.19331318985014,6860.880394154417,False,73,3751.04059866441,13721.760788308831
73,2020-04-04,4077,82.19331318985014,6860.880394154417,False,74,4047.757358085271,13721.760788308831
74,2020-04-05,4369,82.19331318985014,6860.880394154417,False,75,4357.687179035187,13721.760788308831
75,2020-04-06,4681,82.19331318985014,6860.880394154417,False,76,4679.867853607903,13721.760788308831
76,2020-04-07,5071,82.19331318985014,6860.880394154417,False,77,5013.116369358796,13721.760788308831
77,2020-04-08,5402,82.19331318985014,6860.880394154417,False,78,5356.038341890373,13721.760788308831
