,Report_Date,Guinea-Bissau_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,0,88.37875877336666,34.971394725893134,False,25,0.21615647251964892,1.3133457829246473
25,2020-02-16,0,88.37875877336666,34.971394725893134,False,26,0.23671280656729213,1.3133457829246473
26,2020-02-17,0,88.37875877336666,34.971394725893134,False,27,0.25921676651098413,1.3133457829246473
27,2020-02-18,0,88.37875877336666,34.971394725893134,False,28,0.2838514349048995,1.3133457829246473
28,2020-02-19,0,88.37875877336666,34.971394725893134,False,29,0.31081681679441947,1.3133457829246473
29,2020-02-20,0,88.37875877336666,34.971394725893134,False,30,0.34033134657394626,1.3133457829246473
30,2020-02-21,0,88.37875877336666,34.971394725893134,False,31,0.3726335175443434,1.3133457829246473
31,2020-02-22,0,88.37875877336666,34.971394725893134,False,32,0.4079836418138089,1.3133457829246473
32,2020-02-23,0,88.37875877336666,34.971394725893134,False,33,0.44666574814947557,1.3133457829246473
33,2020-02-24,0,88.37875877336666,34.971394725893134,False,34,0.4889896252081538,1.3133457829246473
34,2020-02-25,0,88.37875877336666,34.971394725893134,False,35,0.5352930172163262,1.3133457829246473
35,2020-02-26,0,88.37875877336666,34.971394725893134,False,36,0.5859439785877385,1.3133457829246473
36,2020-02-27,0,88.37875877336666,34.971394725893134,False,37,0.6413433931097386,1.3133457829246473
37,2020-02-28,0,88.37875877336666,34.971394725893134,False,38,0.7019276621358955,1.3133457829246473
38,2020-02-29,0,88.37875877336666,34.971394725893134,False,39,0.7681715646213672,1.3133457829246473
39,2020-03-01,0,88.37875877336666,34.971394725893134,False,40,0.8405912897467487,1.3133457829246473
40,2020-03-02,0,88.37875877336666,34.971394725893134,False,41,0.9197476402014146,1.3133457829246473
41,2020-03-03,0,88.37875877336666,34.971394725893134,False,42,1.0062494008313363,1.3133457829246473
42,2020-03-04,0,88.37875877336666,34.971394725893134,False,43,1.1007568631781401,1.3133457829246473
43,2020-03-05,0,88.37875877336666,34.971394725893134,False,44,1.2039854913112278,1.3133457829246473
44,2020-03-06,0,88.37875877336666,34.971394725893134,False,45,1.3167097081353305,1.3133457829246473
45,2020-03-07,0,88.37875877336666,34.971394725893134,False,46,1.4397667738823985,1.3133457829246473
46,2020-03-08,0,88.37875877336666,34.971394725893134,False,47,1.574060719600539,1.3133457829246473
47,2020-03-09,0,88.37875877336666,34.971394725893134,False,48,1.7205662879602261,1.3133457829246473
48,2020-03-10,0,88.37875877336666,34.971394725893134,False,49,1.8803328214372226,1.3133457829246473
49,2020-03-11,0,88.37875877336666,34.971394725893134,False,50,2.0544880237412713,1.3133457829246473
50,2020-03-12,0,88.37875877336666,34.971394725893134,False,51,2.244241504101515,1.3133457829246473
51,2020-03-13,0,88.37875877336666,34.971394725893134,False,52,2.450887995595692,1.3133457829246473
52,2020-03-14,0,88.37875877336666,34.971394725893134,False,53,2.6758101180836293,1.3133457829246473
53,2020-03-15,0,88.37875877336666,34.971394725893134,False,54,2.9204805335283806,1.3133457829246473
54,2020-03-16,0,88.37875877336666,34.971394725893134,False,55,3.1864633167343492,1.3133457829246473
55,2020-03-17,0,88.37875877336666,34.971394725893134,False,56,3.4754143381368574,1.3133457829246473
56,2020-03-18,0,88.37875877336666,34.971394725893134,False,57,3.7890804277860437,1.3133457829246473
57,2020-03-19,0,88.37875877336666,34.971394725893134,False,58,4.129297061884753,1.3133457829246473
58,2020-03-20,0,88.37875877336666,34.971394725893134,False,59,4.497984286286647,1.3133457829246473
59,2020-03-21,0,88.37875877336666,34.971394725893134,False,60,4.897140566732195,1.3133457829246473
60,2020-03-22,0,88.37875877336666,34.971394725893134,False,61,5.328834235217542,1.3133457829246473
61,2020-03-23,0,88.37875877336666,34.971394725893134,False,62,5.795192188142467,1.3133457829246473
62,2020-03-24,0,88.37875877336666,34.971394725893134,False,63,6.298385487644022,1.3133457829246473
63,2020-03-25,2,88.37875877336666,34.971394725893134,False,64,6.840611526140307,1.3133457829246473
64,2020-03-26,2,88.37875877336666,34.971394725893134,False,65,7.424072439343511,1.3133457829246473
65,2020-03-27,2,88.37875877336666,34.971394725893134,False,66,8.050949498895061,1.3133457829246473
66,2020-03-28,2,88.37875877336666,34.971394725893134,False,67,8.723373286441845,1.3133457829246473
67,2020-03-29,2,88.37875877336666,34.971394725893134,False,68,9.443389550285515,1.3133457829246473
68,2020-03-30,8,88.37875877336666,34.971394725893134,False,69,10.212920776912373,1.3133457829246473
69,2020-03-31,8,88.37875877336666,34.971394725893134,False,70,11.033723674773983,1.3133457829246473
70,2020-04-01,9,88.37875877336666,34.971394725893134,False,71,11.907342966846782,1.3133457829246473
71,2020-04-02,9,88.37875877336666,34.971394725893134,False,72,12.835062119453038,1.3133457829246473
72,2020-04-03,15,88.37875877336666,34.971394725893134,False,73,13.81785189208056,1.3133457829246473
73,2020-04-04,18,88.37875877336666,34.971394725893134,False,74,14.856317867202296,1.3133457829246473
74,2020-04-05,18,88.37875877336666,34.971394725893134,False,75,15.950648396885349,1.3133457829246473
75,2020-04-06,18,88.37875877336666,34.971394725893134,False,76,17.10056466656542,1.3133457829246473
76,2020-04-07,33,88.37875877336666,34.971394725893134,False,77,18.305274804210434,1.3133457829246473
77,2020-04-08,33,88.37875877336666,34.971394725893134,False,78,19.56343413089709,1.3133457829246473
