,Report_Date,Australia_northern territory_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
27,2020-02-18,0,72.89105231131938,21.944372851980614,True,28,0.03653139254640793,40.19267155331775
28,2020-02-19,0,72.89105231131938,21.944372851980614,True,29,0.042775973718668044,40.19267155331775
29,2020-02-20,0,72.89105231131938,21.944372851980614,True,30,0.050086768154175926,40.19267155331775
30,2020-02-21,0,72.89105231131938,21.944372851980614,True,31,0.05864537117540521,40.19267155331775
31,2020-02-22,0,72.89105231131938,21.944372851980614,True,32,0.06866413938548295,40.19267155331775
32,2020-02-23,0,72.89105231131938,21.944372851980614,True,33,0.08039133930112628,40.19267155331775
33,2020-02-24,0,72.89105231131938,21.944372851980614,True,34,0.09411713465523845,40.19267155331775
34,2020-02-25,0,72.89105231131938,21.944372851980614,True,35,0.11018054036953331,40.19267155331775
35,2020-02-26,0,72.89105231131938,21.944372851980614,True,36,0.12897748746608106,40.19267155331775
36,2020-02-27,0,72.89105231131938,21.944372851980614,True,37,0.15097016022105667,40.19267155331775
37,2020-02-28,0,72.89105231131938,21.944372851980614,True,38,0.1766977840902246,40.19267155331775
38,2020-02-29,0,72.89105231131938,21.944372851980614,True,39,0.2067890594458862,40.19267155331775
39,2020-03-01,0,72.89105231131938,21.944372851980614,True,40,0.24197645058799166,40.19267155331775
40,2020-03-02,0,72.89105231131938,21.944372851980614,True,41,0.2831125498237463,40.19267155331775
41,2020-03-03,0,72.89105231131938,21.944372851980614,True,42,0.3311887397946422,40.19267155331775
42,2020-03-04,1,72.89105231131938,21.944372851980614,True,43,0.38735636968390835,40.19267155331775
43,2020-03-05,1,72.89105231131938,21.944372851980614,True,44,0.45295063700992155,40.19267155331775
44,2020-03-06,0,72.89105231131938,21.944372851980614,True,45,0.5295173190799485,40.19267155331775
45,2020-03-07,0,72.89105231131938,21.944372851980614,True,46,0.6188424171942223,40.19267155331775
46,2020-03-08,0,72.89105231131938,21.944372851980614,True,47,0.7229846499000393,40.19267155331775
47,2020-03-09,0,72.89105231131938,21.944372851980614,True,48,0.8443105433149035,40.19267155331775
48,2020-03-10,1,72.89105231131938,21.944372851980614,True,49,0.9855315975940016,40.19267155331775
49,2020-03-11,1,72.89105231131938,21.944372851980614,True,50,1.1497426364699082,40.19267155331775
50,2020-03-12,1,72.89105231131938,21.944372851980614,True,51,1.340459946356468,40.19267155331775
51,2020-03-13,1,72.89105231131938,21.944372851980614,True,52,1.5616571571586912,40.19267155331775
52,2020-03-14,1,72.89105231131938,21.944372851980614,True,53,1.8177959863483195,40.19267155331775
53,2020-03-15,1,72.89105231131938,21.944372851980614,True,54,2.1138479485778876,40.19267155331775
54,2020-03-16,1,72.89105231131938,21.944372851980614,True,55,2.45530193267205,40.19267155331775
55,2020-03-17,1,72.89105231131938,21.944372851980614,True,56,2.848151208531855,40.19267155331775
56,2020-03-18,1,72.89105231131938,21.944372851980614,True,57,3.298852044845509,40.19267155331775
57,2020-03-19,1,72.89105231131938,21.944372851980614,True,58,3.8142448687140202,40.19267155331775
58,2020-03-20,3,72.89105231131938,21.944372851980614,True,59,4.401428056157541,40.19267155331775
59,2020-03-21,3,72.89105231131938,21.944372851980614,True,60,5.067574402523428,40.19267155331775
60,2020-03-22,5,72.89105231131938,21.944372851980614,True,61,5.819681595374985,40.19267155331775
61,2020-03-23,5,72.89105231131938,21.944372851980614,True,62,6.6642511883403746,40.19267155331775
62,2020-03-24,6,72.89105231131938,21.944372851980614,True,63,7.606896221424782,40.19267155331775
63,2020-03-25,6,72.89105231131938,21.944372851980614,True,64,8.65188612688634,40.19267155331775
64,2020-03-26,12,72.89105231131938,21.944372851980614,True,65,9.801648833068159,40.19267155331775
65,2020-03-27,12,72.89105231131938,21.944372851980614,True,66,11.056263233444048,40.19267155331775
66,2020-03-28,15,72.89105231131938,21.944372851980614,True,67,12.412988655082907,40.19267155331775
67,2020-03-29,15,72.89105231131938,21.944372851980614,True,68,13.865888850463946,40.19267155331775
68,2020-03-30,15,72.89105231131938,21.944372851980614,True,69,15.40561284697006,40.19267155331775
69,2020-03-31,17,72.89105231131938,21.944372851980614,True,70,17.019390272344978,40.19267155331775
70,2020-04-01,19,72.89105231131938,21.944372851980614,True,71,18.69128230578202,40.19267155331775
71,2020-04-02,21,72.89105231131938,21.944372851980614,True,72,20.402701428616446,40.19267155331775
72,2020-04-03,22,72.89105231131938,21.944372851980614,True,73,22.13317718435352,40.19267155331775
73,2020-04-04,26,72.89105231131938,21.944372851980614,True,74,23.86130779435954,40.19267155331775
74,2020-04-05,27,72.89105231131938,21.944372851980614,True,75,25.565806915896022,40.19267155331775
75,2020-04-06,28,72.89105231131938,21.944372851980614,True,76,27.22653849432827,40.19267155331775
76,2020-04-07,28,72.89105231131938,21.944372851980614,True,77,28.825434729706267,40.19267155331775
77,2020-04-08,28,72.89105231131938,21.944372851980614,True,78,30.34721211300973,40.19267155331775
