,Report_Date,China_yunnan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
20,2020-02-11,153,11.377248697552641,87.87461422684686,True,21,161.82670471725885,175.74922787558552
21,2020-02-12,154,11.377248697552641,87.87461422684686,True,22,164.76373257097384,175.74922787558552
22,2020-02-13,156,11.377248697552641,87.87461422684686,True,23,167.11423984634956,175.74922787558552
23,2020-02-14,162,11.377248697552641,87.87461422684686,True,24,168.98247661905958,175.74922787558552
24,2020-02-15,168,11.377248697552641,87.87461422684686,True,25,170.45930297359757,175.74922787558552
25,2020-02-16,171,11.377248697552641,87.87461422684686,True,26,171.62168851949676,175.74922787558552
26,2020-02-17,171,11.377248697552641,87.87461422684686,True,27,172.53347496033444,175.74922787558552
27,2020-02-18,172,11.377248697552641,87.87461422684686,True,28,173.246781823157,175.74922787558552
28,2020-02-19,172,11.377248697552641,87.87461422684686,True,29,173.80364973369637,175.74922787558552
29,2020-02-20,174,11.377248697552641,87.87461422684686,True,30,174.23767934700788,175.74922787558552
30,2020-02-21,174,11.377248697552641,87.87461422684686,True,31,174.57553728299908,175.74922787558552
31,2020-02-22,174,11.377248697552641,87.87461422684686,True,32,174.83827282180474,175.74922787558552
32,2020-02-23,174,11.377248697552641,87.87461422684686,True,33,175.04243206178919,175.74922787558552
33,2020-02-24,174,11.377248697552641,87.87461422684686,True,34,175.20097953685053,175.74922787558552
34,2020-02-25,174,11.377248697552641,87.87461422684686,True,35,175.32404827528245,175.74922787558552
35,2020-02-26,174,11.377248697552641,87.87461422684686,True,36,175.4195430176615,175.74922787558552
36,2020-02-27,174,11.377248697552641,87.87461422684686,True,37,175.49362107316648,175.74922787558552
37,2020-02-28,174,11.377248697552641,87.87461422684686,True,38,175.5510730999863,175.74922787558552
38,2020-02-29,174,11.377248697552641,87.87461422684686,True,39,175.59562312716525,175.74922787558552
39,2020-03-01,174,11.377248697552641,87.87461422684686,True,40,175.63016404384814,175.74922787558552
40,2020-03-02,174,11.377248697552641,87.87461422684686,True,41,175.6569418971253,175.74922787558552
41,2020-03-03,174,11.377248697552641,87.87461422684686,True,42,175.67769980377255,175.74922787558552
42,2020-03-04,174,11.377248697552641,87.87461422684686,True,43,175.6937901324663,175.74922787558552
43,2020-03-05,174,11.377248697552641,87.87461422684686,True,44,175.70626183621388,175.74922787558552
44,2020-03-06,174,11.377248697552641,87.87461422684686,True,45,175.71592836999886,175.74922787558552
45,2020-03-07,174,11.377248697552641,87.87461422684686,True,46,175.72342046800043,175.74922787558552
46,2020-03-08,174,11.377248697552641,87.87461422684686,True,47,175.72922713050394,175.74922787558552
47,2020-03-09,174,11.377248697552641,87.87461422684686,True,48,175.73372743940288,175.74922787558552
48,2020-03-10,174,11.377248697552641,87.87461422684686,True,49,175.73721524550527,175.74922787558552
49,2020-03-11,174,11.377248697552641,87.87461422684686,True,50,175.7399183192859,175.74922787558552
50,2020-03-12,174,11.377248697552641,87.87461422684686,True,51,175.74201320350042,175.74922787558552
51,2020-03-13,174,11.377248697552641,87.87461422684686,True,52,175.74363673036981,175.74922787558552
52,2020-03-14,174,11.377248697552641,87.87461422684686,True,53,175.74489495119585,175.74922787558552
53,2020-03-15,174,11.377248697552641,87.87461422684686,True,54,175.7458700590525,175.74922787558552
54,2020-03-16,176,11.377248697552641,87.87461422684686,True,55,175.74662575518587,175.74922787558552
55,2020-03-17,176,11.377248697552641,87.87461422684686,True,56,175.74721140873862,175.74922787558552
56,2020-03-18,176,11.377248697552641,87.87461422684686,True,57,175.7476652809759,175.74922787558552
57,2020-03-19,176,11.377248697552641,87.87461422684686,True,58,175.7480170243105,175.74922787558552
58,2020-03-20,176,11.377248697552641,87.87461422684686,True,59,175.74828961918567,175.74922787558552
59,2020-03-21,176,11.377248697552641,87.87461422684686,True,60,175.74850087523302,175.74922787558552
60,2020-03-22,176,11.377248697552641,87.87461422684686,True,61,175.74866459470817,175.74922787558552
61,2020-03-23,176,11.377248697552641,87.87461422684686,True,62,175.7487914741704,175.74922787558552
62,2020-03-24,176,11.377248697552641,87.87461422684686,True,63,175.74888980329055,175.74922787558552
63,2020-03-25,176,11.377248697552641,87.87461422684686,True,64,175.7489660064279,175.74922787558552
64,2020-03-26,178,11.377248697552641,87.87461422684686,True,65,175.7490250623498,175.74922787558552
65,2020-03-27,180,11.377248697552641,87.87461422684686,True,66,175.74907082951145,175.74922787558552
66,2020-03-28,180,11.377248697552641,87.87461422684686,True,67,175.74910629814428,175.74922787558552
67,2020-03-29,180,11.377248697552641,87.87461422684686,True,68,175.74913378562076,175.74922787558552
68,2020-03-30,180,11.377248697552641,87.87461422684686,True,69,175.74915508786006,175.74922787558552
69,2020-03-31,182,11.377248697552641,87.87461422684686,True,70,175.74917159666435,175.74922787558552
70,2020-04-01,182,11.377248697552641,87.87461422684686,True,71,175.749184390653,175.74922787558552
71,2020-04-02,183,11.377248697552641,87.87461422684686,True,72,175.74919430573436,175.74922787558552
72,2020-04-03,184,11.377248697552641,87.87461422684686,True,73,175.7492019897209,175.74922787558552
73,2020-04-04,184,11.377248697552641,87.87461422684686,True,74,175.74920794465407,175.74922787558552
74,2020-04-05,184,11.377248697552641,87.87461422684686,True,75,175.7492125596061,175.74922787558552
75,2020-04-06,184,11.377248697552641,87.87461422684686,True,76,175.74921613609988,175.74922787558552
76,2020-04-07,184,11.377248697552641,87.87461422684686,True,77,175.7492189078097,175.74922787558552
77,2020-04-08,184,11.377248697552641,87.87461422684686,True,78,175.7492210558283,175.74922787558552
