,Report_Date,Canada_prince edward island_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
23,2020-02-14,0,72.17294337513377,18.35174095212014,True,24,0.01687254193005129,33.98213903453702
24,2020-02-15,0,72.17294337513377,18.35174095212014,True,25,0.019789008220132298,33.98213903453702
25,2020-02-16,0,72.17294337513377,18.35174095212014,True,26,0.023209274980548603,33.98213903453702
26,2020-02-17,0,72.17294337513377,18.35174095212014,True,27,0.027220250693960855,33.98213903453702
27,2020-02-18,0,72.17294337513377,18.35174095212014,True,28,0.031923791101802795,33.98213903453702
28,2020-02-19,0,72.17294337513377,18.35174095212014,True,29,0.03743925308539792,33.98213903453702
29,2020-02-20,0,72.17294337513377,18.35174095212014,True,30,0.043906478562837574,33.98213903453702
30,2020-02-21,0,72.17294337513377,18.35174095212014,True,31,0.05148927841858905,33.98213903453702
31,2020-02-22,0,72.17294337513377,18.35174095212014,True,32,0.06037949697596499,33.98213903453702
32,2020-02-23,0,72.17294337513377,18.35174095212014,True,33,0.07080174923521278,33.98213903453702
33,2020-02-24,0,72.17294337513377,18.35174095212014,True,34,0.08301893602656549,33.98213903453702
34,2020-02-25,0,72.17294337513377,18.35174095212014,True,35,0.09733865628474683,33.98213903453702
35,2020-02-26,0,72.17294337513377,18.35174095212014,True,36,0.11412065063816061,33.98213903453702
36,2020-02-27,0,72.17294337513377,18.35174095212014,True,37,0.13378542604885568,33.98213903453702
37,2020-02-28,0,72.17294337513377,18.35174095212014,True,38,0.1568242267174954,33.98213903453702
38,2020-02-29,0,72.17294337513377,18.35174095212014,True,39,0.18381053091197447,33.98213903453702
39,2020-03-01,0,72.17294337513377,18.35174095212014,True,40,0.21541326533794652,33.98213903453702
40,2020-03-02,0,72.17294337513377,18.35174095212014,True,41,0.25241193603626366,33.98213903453702
41,2020-03-03,0,72.17294337513377,18.35174095212014,True,42,0.2957138745765052,33.98213903453702
42,2020-03-04,0,72.17294337513377,18.35174095212014,True,43,0.3463737863643699,33.98213903453702
43,2020-03-05,0,72.17294337513377,18.35174095212014,True,44,0.40561575853429727,33.98213903453702
44,2020-03-06,0,72.17294337513377,18.35174095212014,True,45,0.4748578305901301,33.98213903453702
45,2020-03-07,0,72.17294337513377,18.35174095212014,True,46,0.5557391417692287,33.98213903453702
46,2020-03-08,0,72.17294337513377,18.35174095212014,True,47,0.6501495323337358,33.98213903453702
47,2020-03-09,0,72.17294337513377,18.35174095212014,True,48,0.7602612757899133,33.98213903453702
48,2020-03-10,0,72.17294337513377,18.35174095212014,True,49,0.8885623362976554,33.98213903453702
49,2020-03-11,0,72.17294337513377,18.35174095212014,True,50,1.0378901582560376,33.98213903453702
50,2020-03-12,0,72.17294337513377,18.35174095212014,True,51,1.2114644795516656,33.98213903453702
51,2020-03-13,0,72.17294337513377,18.35174095212014,True,52,1.412916993466462,33.98213903453702
52,2020-03-14,0,72.17294337513377,18.35174095212014,True,53,1.6463148496184308,33.98213903453702
53,2020-03-15,1,72.17294337513377,18.35174095212014,True,54,1.9161739777302056,33.98213903453702
54,2020-03-16,1,72.17294337513377,18.35174095212014,True,55,2.227457060567788,33.98213903453702
55,2020-03-17,1,72.17294337513377,18.35174095212014,True,56,2.585549736169212,33.98213903453702
56,2020-03-18,1,72.17294337513377,18.35174095212014,True,57,2.9962073980745014,33.98213903453702
57,2020-03-19,2,72.17294337513377,18.35174095212014,True,58,3.4654639935842115,33.98213903453702
58,2020-03-20,2,72.17294337513377,18.35174095212014,True,59,3.99949380657823,33.98213903453702
59,2020-03-21,2,72.17294337513377,18.35174095212014,True,60,4.604417778260448,33.98213903453702
60,2020-03-22,3,72.17294337513377,18.35174095212014,True,61,5.286047985292564,33.98213903453702
61,2020-03-23,3,72.17294337513377,18.35174095212014,True,62,6.049568007552787,33.98213903453702
62,2020-03-24,3,72.17294337513377,18.35174095212014,True,63,6.899153521967564,33.98213903453702
63,2020-03-25,5,72.17294337513377,18.35174095212014,True,64,7.837546690720009,33.98213903453702
64,2020-03-26,5,72.17294337513377,18.35174095212014,True,65,8.865609336295888,33.98213903453702
65,2020-03-27,9,72.17294337513377,18.35174095212014,True,66,9.981892248319793,33.98213903453702
66,2020-03-28,11,72.17294337513377,18.35174095212014,True,67,11.182269021872827,33.98213903453702
67,2020-03-29,11,72.17294337513377,18.35174095212014,True,68,12.4596895412037,33.98213903453702
68,2020-03-30,18,72.17294337513377,18.35174095212014,True,69,13.804107294537692,33.98213903453702
69,2020-03-31,21,72.17294337513377,18.35174095212014,True,70,15.202623554747758,33.98213903453702
70,2020-04-01,21,72.17294337513377,18.35174095212014,True,71,16.639869422483645,33.98213903453702
71,2020-04-02,22,72.17294337513377,18.35174095212014,True,72,18.098616012138432,33.98213903453702
72,2020-04-03,22,72.17294337513377,18.35174095212014,True,73,19.560568917332272,33.98213903453702
73,2020-04-04,22,72.17294337513377,18.35174095212014,True,74,21.007272820325554,33.98213903453702
74,2020-04-05,22,72.17294337513377,18.35174095212014,True,75,22.421033016394563,33.98213903453702
75,2020-04-06,22,72.17294337513377,18.35174095212014,True,76,23.785757630383983,33.98213903453702
76,2020-04-07,22,72.17294337513377,18.35174095212014,True,77,25.0876381991387,33.98213903453702
77,2020-04-08,25,72.17294337513377,18.35174095212014,True,78,26.31561345303959,33.98213903453702
