,Report_Date,China_shanxi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
23,2020-02-14,127,12.746632271668258,67.14430657162526,True,24,129.75338309084515,134.28861311881494
24,2020-02-15,128,12.746632271668258,67.14430657162526,True,25,130.89262499433815,134.28861311881494
25,2020-02-16,129,12.746632271668258,67.14430657162526,True,26,131.75128747228354,134.28861311881494
26,2020-02-17,130,12.746632271668258,67.14430657162526,True,27,132.3959797419526,134.28861311881494
27,2020-02-18,131,12.746632271668258,67.14430657162526,True,28,132.87861946069162,134.28861311881494
28,2020-02-19,131,12.746632271668258,67.14430657162526,True,29,133.2391570036009,134.28861311881494
29,2020-02-20,132,12.746632271668258,67.14430657162526,True,30,133.50804609537226,134.28861311881494
30,2020-02-21,132,12.746632271668258,67.14430657162526,True,31,133.70834112189854,134.28861311881494
31,2020-02-22,132,12.746632271668258,67.14430657162526,True,32,133.8574060542437,134.28861311881494
32,2020-02-23,132,12.746632271668258,67.14430657162526,True,33,133.968269734607,134.28861311881494
33,2020-02-24,133,12.746632271668258,67.14430657162526,True,34,134.05068094037642,134.28861311881494
34,2020-02-25,133,12.746632271668258,67.14430657162526,True,35,134.11191908924613,134.28861311881494
35,2020-02-26,133,12.746632271668258,67.14430657162526,True,36,134.15741140623192,134.28861311881494
36,2020-02-27,133,12.746632271668258,67.14430657162526,True,37,134.19119960743768,134.28861311881494
37,2020-02-28,133,12.746632271668258,67.14430657162526,True,38,134.21629107088847,134.28861311881494
38,2020-02-29,133,12.746632271668258,67.14430657162526,True,39,134.23492214223762,134.28861311881494
39,2020-03-01,133,12.746632271668258,67.14430657162526,True,40,134.24875504166928,134.28861311881494
40,2020-03-02,133,12.746632271668258,67.14430657162526,True,41,134.25902483135164,134.28861311881494
41,2020-03-03,133,12.746632271668258,67.14430657162526,True,42,134.26664895251452,134.28861311881494
42,2020-03-04,133,12.746632271668258,67.14430657162526,True,43,134.27230877896676,134.28861311881494
43,2020-03-05,133,12.746632271668258,67.14430657162526,True,44,134.27651028863747,134.28861311881494
44,2020-03-06,133,12.746632271668258,67.14430657162526,True,45,134.27962917392063,134.28861311881494
45,2020-03-07,133,12.746632271668258,67.14430657162526,True,46,134.28194436762755,134.28861311881494
46,2020-03-08,133,12.746632271668258,67.14430657162526,True,47,134.28366295151716,134.28861311881494
47,2020-03-09,133,12.746632271668258,67.14430657162526,True,48,134.2849386580433,134.28861311881494
48,2020-03-10,133,12.746632271668258,67.14430657162526,True,49,134.2858856108216,134.28861311881494
49,2020-03-11,133,12.746632271668258,67.14430657162526,True,50,134.28658852777065,134.28861311881494
50,2020-03-12,133,12.746632271668258,67.14430657162526,True,51,134.2871102968432,134.28861311881494
51,2020-03-13,133,12.746632271668258,67.14430657162526,True,52,134.28749760052898,134.28861311881494
52,2020-03-14,133,12.746632271668258,67.14430657162526,True,53,134.2877850914732,134.28861311881494
53,2020-03-15,133,12.746632271668258,67.14430657162526,True,54,134.28799849232382,134.28861311881494
54,2020-03-16,133,12.746632271668258,67.14430657162526,True,55,134.28815689689327,134.28861311881494
55,2020-03-17,133,12.746632271668258,67.14430657162526,True,56,134.28827447838214,134.28861311881494
56,2020-03-18,133,12.746632271668258,67.14430657162526,True,57,134.2883617574249,134.28861311881494
57,2020-03-19,133,12.746632271668258,67.14430657162526,True,58,134.28842654337365,134.28861311881494
58,2020-03-20,133,12.746632271668258,67.14430657162526,True,59,134.28847463301577,134.28861311881494
59,2020-03-21,133,12.746632271668258,67.14430657162526,True,60,134.28851032923112,134.28861311881494
60,2020-03-22,133,12.746632271668258,67.14430657162526,True,61,134.28853682598861,134.28861311881494
61,2020-03-23,134,12.746632271668258,67.14430657162526,True,62,134.2885564941262,134.28861311881494
62,2020-03-24,134,12.746632271668258,67.14430657162526,True,63,134.2885710934824,134.28861311881494
63,2020-03-25,134,12.746632271668258,67.14430657162526,True,64,134.2885819303594,134.28861311881494
64,2020-03-26,135,12.746632271668258,67.14430657162526,True,65,134.2885899744057,134.28861311881494
65,2020-03-27,135,12.746632271668258,67.14430657162526,True,66,134.28859594537676,134.28861311881494
66,2020-03-28,135,12.746632271668258,67.14430657162526,True,67,134.288600377536,134.28861311881494
67,2020-03-29,136,12.746632271668258,67.14430657162526,True,68,134.288603667459,134.28861311881494
68,2020-03-30,136,12.746632271668258,67.14430657162526,True,69,134.2886061095178,134.28861311881494
69,2020-03-31,136,12.746632271668258,67.14430657162526,True,70,134.2886079222201,134.28861311881494
70,2020-04-01,137,12.746632271668258,67.14430657162526,True,71,134.28860926776082,134.28861311881494
71,2020-04-02,137,12.746632271668258,67.14430657162526,True,72,134.28861026653482,134.28861311881494
72,2020-04-03,137,12.746632271668258,67.14430657162526,True,73,134.2886110079092,134.28861311881494
73,2020-04-04,137,12.746632271668258,67.14430657162526,True,74,134.28861155821986,134.28861311881494
74,2020-04-05,138,12.746632271668258,67.14430657162526,True,75,134.28861196670692,134.28861311881494
75,2020-04-06,138,12.746632271668258,67.14430657162526,True,76,134.2886122699205,134.28861311881494
76,2020-04-07,138,12.746632271668258,67.14430657162526,True,77,134.2886124949912,134.28861311881494
77,2020-04-08,163,12.746632271668258,67.14430657162526,True,78,134.28861266205774,134.28861311881494
