,Report_Date,Dominican Republic_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
28,2020-02-19,0,78.06193916407204,2161.676282855751,False,29,3.111768553481511,4323.352565711506
29,2020-02-20,0,78.06193916407204,2161.676282855751,False,30,3.605863784932113,4323.352565711506
30,2020-02-21,0,78.06193916407204,2161.676282855751,False,31,4.178336949130213,4323.352565711506
31,2020-02-22,0,78.06193916407204,2161.676282855751,False,32,4.841595075473891,4323.352565711506
32,2020-02-23,0,78.06193916407204,2161.676282855751,False,33,5.610000288924995,4323.352565711506
33,2020-02-24,0,78.06193916407204,2161.676282855751,False,34,6.500174842693341,4323.352565711506
34,2020-02-25,0,78.06193916407204,2161.676282855751,False,35,7.531352695768465,4323.352565711506
35,2020-02-26,0,78.06193916407204,2161.676282855751,False,36,8.725784377204166,4323.352565711506
36,2020-02-27,0,78.06193916407204,2161.676282855751,False,37,10.10920272978716,4323.352565711506
37,2020-02-28,0,78.06193916407204,2161.676282855751,False,38,11.711358038127393,4323.352565711506
38,2020-02-29,0,78.06193916407204,2161.676282855751,False,39,13.566632006074846,4323.352565711506
39,2020-03-01,1,78.06193916407204,2161.676282855751,False,40,15.714741031634933,4323.352565711506
40,2020-03-02,1,78.06193916407204,2161.676282855751,False,41,18.201540196499554,4323.352565711506
41,2020-03-03,1,78.06193916407204,2161.676282855751,False,42,21.079940285547696,4323.352565711506
42,2020-03-04,1,78.06193916407204,2161.676282855751,False,43,24.410950897664524,4323.352565711506
43,2020-03-05,1,78.06193916407204,2161.676282855751,False,44,28.26486318800029,4323.352565711506
44,2020-03-06,2,78.06193916407204,2161.676282855751,False,45,32.72258583447889,4323.352565711506
45,2020-03-07,2,78.06193916407204,2161.676282855751,False,46,37.87714723234758,4323.352565711506
46,2020-03-08,5,78.06193916407204,2161.676282855751,False,47,43.83537540193726,4323.352565711506
47,2020-03-09,5,78.06193916407204,2161.676282855751,False,48,50.71976426833731,4323.352565711506
48,2020-03-10,5,78.06193916407204,2161.676282855751,False,49,58.67053034871821,4323.352565711506
49,2020-03-11,5,78.06193916407204,2161.676282855751,False,50,67.84785684369784,4323.352565711506
50,2020-03-12,5,78.06193916407204,2161.676282855751,False,51,78.43431190362136,4323.352565711506
51,2020-03-13,5,78.06193916407204,2161.676282855751,False,52,90.63741349691858,4323.352565711506
52,2020-03-14,11,78.06193916407204,2161.676282855751,False,53,104.69229375360794,4323.352565711506
53,2020-03-15,11,78.06193916407204,2161.676282855751,False,54,120.86438966773733,4323.352565711506
54,2020-03-16,11,78.06193916407204,2161.676282855751,False,55,139.45205333080332,4323.352565711506
55,2020-03-17,21,78.06193916407204,2161.676282855751,False,56,160.7889322201003,4323.352565711506
56,2020-03-18,21,78.06193916407204,2161.676282855751,False,57,185.24591757257033,4323.352565711506
57,2020-03-19,34,78.06193916407204,2161.676282855751,False,58,213.23239629481347,4323.352565711506
58,2020-03-20,72,78.06193916407204,2161.676282855751,False,59,245.19647015029213,4323.352565711506
59,2020-03-21,112,78.06193916407204,2161.676282855751,False,60,281.623728005117,4323.352565711506
60,2020-03-22,202,78.06193916407204,2161.676282855751,False,61,323.03407842519914,4323.352565711506
61,2020-03-23,245,78.06193916407204,2161.676282855751,False,62,369.97608051479796,4323.352565711506
62,2020-03-24,312,78.06193916407204,2161.676282855751,False,63,423.0181651052927,4323.352565711506
63,2020-03-25,392,78.06193916407204,2161.676282855751,False,64,482.73613639120464,4323.352565711506
64,2020-03-26,488,78.06193916407204,2161.676282855751,False,65,549.6964114807788,4323.352565711506
65,2020-03-27,581,78.06193916407204,2161.676282855751,False,66,624.4346214692628,4323.352565711506
66,2020-03-28,719,78.06193916407204,2161.676282855751,False,67,707.4294916686589,4323.352565711506
67,2020-03-29,859,78.06193916407204,2161.676282855751,False,68,799.0723622632933,4323.352565711506
68,2020-03-30,901,78.06193916407204,2161.676282855751,False,69,899.6333079056119,4323.352565711506
69,2020-03-31,1109,78.06193916407204,2161.676282855751,False,70,1009.2255393453542,4323.352565711506
70,2020-04-01,1284,78.06193916407204,2161.676282855751,False,71,1127.77055358838,4323.352565711506
71,2020-04-02,1380,78.06193916407204,2161.676282855751,False,72,1254.967224077195,4323.352565711506
72,2020-04-03,1488,78.06193916407204,2161.676282855751,False,73,1390.2685283173698,4323.352565711506
73,2020-04-04,1488,78.06193916407204,2161.676282855751,False,74,1532.869715960126,4323.352565711506
74,2020-04-05,1745,78.06193916407204,2161.676282855751,False,75,1681.7112656664765,4323.352565711506
75,2020-04-06,1828,78.06193916407204,2161.676282855751,False,76,1835.498880672187,4323.352565711506
76,2020-04-07,1956,78.06193916407204,2161.676282855751,False,77,1992.7410765813847,4323.352565711506
77,2020-04-08,2111,78.06193916407204,2161.676282855751,False,78,2151.80282358,4323.352565711506
