,Report_Date,Denmark_greenland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
61,2020-03-23,4,65.36855487662407,6.6574594921277015,True,62,4.738545277657389,13.072101318237344
62,2020-03-24,5,65.36855487662407,6.6574594921277015,True,63,5.288647049210526,13.072101318237344
63,2020-03-25,6,65.36855487662407,6.6574594921277015,True,64,5.858983177993439,13.072101318237344
64,2020-03-26,6,65.36855487662407,6.6574594921277015,True,65,6.441463816867407,13.072101318237344
65,2020-03-27,10,65.36855487662407,6.6574594921277015,True,66,7.02727376094304,13.072101318237344
66,2020-03-28,10,65.36855487662407,6.6574594921277015,True,67,7.60739498898889,13.072101318237344
67,2020-03-29,10,65.36855487662407,6.6574594921277015,True,68,8.17315499485315,13.072101318237344
68,2020-03-30,10,65.36855487662407,6.6574594921277015,True,69,8.716731356551247,13.072101318237344
69,2020-03-31,10,65.36855487662407,6.6574594921277015,True,70,9.231552274215353,13.072101318237344
70,2020-04-01,10,65.36855487662407,6.6574594921277015,True,71,9.712553951357082,13.072101318237344
71,2020-04-02,10,65.36855487662407,6.6574594921277015,True,72,10.156282374035008,13.072101318237344
72,2020-04-03,10,65.36855487662407,6.6574594921277015,True,73,10.56085210639619,13.072101318237344
73,2020-04-04,11,65.36855487662407,6.6574594921277015,True,74,10.925792723300708,13.072101318237344
74,2020-04-05,11,65.36855487662407,6.6574594921277015,True,75,11.251822090665643,13.072101318237344
75,2020-04-06,11,65.36855487662407,6.6574594921277015,True,76,11.540585547639443,13.072101318237344
76,2020-04-07,11,65.36855487662407,6.6574594921277015,True,77,11.794393731219548,13.072101318237344
77,2020-04-08,11,65.36855487662407,6.6574594921277015,True,78,12.015982470201044,13.072101318237344
