,Report_Date,France_saint barthelemy_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
39,2020-03-01,0,64.55618702044903,4.111077169136708,True,40,0.6379695346801578,7.5149891138114375
40,2020-03-02,0,64.55618702044903,4.111077169136708,True,41,0.6998773615445514,7.5149891138114375
41,2020-03-03,0,64.55618702044903,4.111077169136708,True,42,0.7671849620629702,7.5149891138114375
42,2020-03-04,3,64.55618702044903,4.111077169136708,True,43,0.8402425336622057,7.5149891138114375
43,2020-03-05,3,64.55618702044903,4.111077169136708,True,44,0.9193992367937469,7.5149891138114375
44,2020-03-06,3,64.55618702044903,4.111077169136708,True,45,1.0049978171028229,7.5149891138114375
45,2020-03-07,3,64.55618702044903,4.111077169136708,True,46,1.097368306280308,7.5149891138114375
46,2020-03-08,3,64.55618702044903,4.111077169136708,True,47,1.1968207959896717,7.5149891138114375
47,2020-03-09,1,64.55618702044903,4.111077169136708,True,48,1.303637319522986,7.5149891138114375
48,2020-03-10,1,64.55618702044903,4.111077169136708,True,49,1.4180629260294388,7.5149891138114375
49,2020-03-11,1,64.55618702044903,4.111077169136708,True,50,1.5402960917402153,7.5149891138114375
50,2020-03-12,1,64.55618702044903,4.111077169136708,True,51,1.6704786799592435,7.5149891138114375
51,2020-03-13,1,64.55618702044903,4.111077169136708,True,52,1.8086857337454978,7.5149891138114375
52,2020-03-14,1,64.55618702044903,4.111077169136708,True,53,1.9549154577418473,7.5149891138114375
53,2020-03-15,1,64.55618702044903,4.111077169136708,True,54,2.1090798125846604,7.5149891138114375
54,2020-03-16,3,64.55618702044903,4.111077169136708,True,55,2.2709961995623513,7.5149891138114375
55,2020-03-17,3,64.55618702044903,4.111077169136708,True,56,2.440380746696235,7.5149891138114375
56,2020-03-18,3,64.55618702044903,4.111077169136708,True,57,2.616843712197638,7.5149891138114375
57,2020-03-19,3,64.55618702044903,4.111077169136708,True,58,2.7998874903395796,7.5149891138114375
58,2020-03-20,3,64.55618702044903,4.111077169136708,True,59,2.9889076334242777,7.5149891138114375
59,2020-03-21,3,64.55618702044903,4.111077169136708,True,60,3.1831971904105782,7.5149891138114375
60,2020-03-22,3,64.55618702044903,4.111077169136708,True,61,3.3819545109718976,7.5149891138114375
61,2020-03-23,3,64.55618702044903,4.111077169136708,True,62,3.584294481279258,7.5149891138114375
62,2020-03-24,3,64.55618702044903,4.111077169136708,True,63,3.7892629573815557,7.5149891138114375
63,2020-03-25,3,64.55618702044903,4.111077169136708,True,64,3.9958539602003853,7.5149891138114375
64,2020-03-26,3,64.55618702044903,4.111077169136708,True,65,4.203029011437921,7.5149891138114375
65,2020-03-27,5,64.55618702044903,4.111077169136708,True,66,4.409737840447181,7.5149891138114375
66,2020-03-28,5,64.55618702044903,4.111077169136708,True,67,4.614939593936995,7.5149891138114375
67,2020-03-29,5,64.55618702044903,4.111077169136708,True,68,4.817623643884599,7.5149891138114375
68,2020-03-30,6,64.55618702044903,4.111077169136708,True,69,5.016829118214692,7.5149891138114375
69,2020-03-31,6,64.55618702044903,4.111077169136708,True,70,5.211662370467448,7.5149891138114375
70,2020-04-01,6,64.55618702044903,4.111077169136708,True,71,5.401311748891766,7.5149891138114375
71,2020-04-02,6,64.55618702044903,4.111077169136708,True,72,5.585059207018684,7.5149891138114375
72,2020-04-03,6,64.55618702044903,4.111077169136708,True,73,5.762288498642067,7.5149891138114375
73,2020-04-04,6,64.55618702044903,4.111077169136708,True,74,5.932489901596507,7.5149891138114375
74,2020-04-05,6,64.55618702044903,4.111077169136708,True,75,6.095261599931384,7.5149891138114375
75,2020-04-06,6,64.55618702044903,4.111077169136708,True,76,6.2503080098121835,7.5149891138114375
76,2020-04-07,6,64.55618702044903,4.111077169136708,True,77,6.397435452185924,7.5149891138114375
77,2020-04-08,6,64.55618702044903,4.111077169136708,True,78,6.536545651305713,7.5149891138114375
