,Report_Date,Mongolia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
55,2020-03-17,5,60.93295295565169,7.824118094088506,True,56,4.420759167515319,15.554736317269686
56,2020-03-18,6,60.93295295565169,7.824118094088506,True,57,5.043814262355639,15.554736317269686
57,2020-03-19,6,60.93295295565169,7.824118094088506,True,58,5.710022520097661,15.554736317269686
58,2020-03-20,6,60.93295295565169,7.824118094088506,True,59,6.411027604634954,15.554736317269686
59,2020-03-21,10,60.93295295565169,7.824118094088506,True,60,7.136296082705453,15.554736317269686
60,2020-03-22,10,60.93295295565169,7.824118094088506,True,61,7.873675971631359,15.554736317269686
61,2020-03-23,10,60.93295295565169,7.824118094088506,True,62,8.610176526910488,15.554736317269686
62,2020-03-24,10,60.93295295565169,7.824118094088506,True,63,9.33286859210789,15.554736317269686
63,2020-03-25,10,60.93295295565169,7.824118094088506,True,64,10.029775963337087,15.554736317269686
64,2020-03-26,11,60.93295295565169,7.824118094088506,True,65,10.690630411948282,15.554736317269686
65,2020-03-27,11,60.93295295565169,7.824118094088506,True,66,11.307395471259797,15.554736317269686
66,2020-03-28,12,60.93295295565169,7.824118094088506,True,67,11.874515438172107,15.554736317269686
67,2020-03-29,12,60.93295295565169,7.824118094088506,True,68,12.38889971956136,15.554736317269686
68,2020-03-30,12,60.93295295565169,7.824118094088506,True,69,12.849694102558624,15.554736317269686
69,2020-03-31,12,60.93295295565169,7.824118094088506,True,70,13.257912120611012,15.554736317269686
70,2020-04-01,14,60.93295295565169,7.824118094088506,True,71,13.616001606623998,15.554736317269686
71,2020-04-02,14,60.93295295565169,7.824118094088506,True,72,13.927409321933494,15.554736317269686
72,2020-04-03,14,60.93295295565169,7.824118094088506,True,73,14.196187556976193,15.554736317269686
73,2020-04-04,14,60.93295295565169,7.824118094088506,True,74,14.426667088908767,15.554736317269686
74,2020-04-05,14,60.93295295565169,7.824118094088506,True,75,14.62320475332812,15.554736317269686
75,2020-04-06,15,60.93295295565169,7.824118094088506,True,76,14.7900026723685,15.554736317269686
76,2020-04-07,15,60.93295295565169,7.824118094088506,True,77,14.930989733873288,15.554736317269686
77,2020-04-08,16,60.93295295565169,7.824118094088506,True,78,15.0497532318117,15.554736317269686
